"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.144123750E-1,-6.394702148E-1,-5.073998566E0,-8.125103760E0,9.600609080E0
4.244553750E-1,-4.909790039E-1,-5.601351929E0,-7.103029175E0,9.059206768E0
4.344993750E-1,4.314028931E-1,-7.432494049E0,-4.458628235E0,8.677986056E0
4.445423750E-1,5.995033264E-1,-9.600286102E0,-1.877695312E0,9.800542698E0
4.545853750E-1,3.516188049E-1,-1.156510025E1,-1.035845947E-1,1.157090789E1
4.646283750E-1,1.678010559E-1,-1.351494553E1,1.297501831E0,1.357812287E1
4.746713750E-1,3.162922668E-1,-1.560025909E1,2.847528534E0,1.586116463E1
4.847143750E-1,2.757864990E0,-1.689880875E1,5.109474792E0,1.786847193E1
4.947573750E-1,5.917644196E0,-1.633837418E1,8.260871429E0,1.924065956E1
5.048003750E-1,1.170221512E1,-1.673684555E1,1.140657990E1,2.339174860E1
5.148443750E-1,1.716929626E1,-1.883757706E1,1.566866684E1,2.991899337E1
5.248873750E-1,1.703278015E1,-1.693144089E1,2.094399673E1,3.186597385E1
5.349303750E-1,1.669912399E1,-1.659149780E1,2.153436905E1,3.190403723E1
5.449733750E-1,1.565833832E1,-1.685240524E1,1.932705917E1,3.004533804E1
5.550163750E-1,1.225905716E1,-1.648836227E1,1.711930023E1,2.674361631E1
5.650593750E-1,1.138322845E1,-1.688024734E1,1.489896744E1,2.522894907E1
5.751023750E-1,1.344863342E1,-1.698787354E1,1.441083252E1,2.602163873E1
5.851463750E-1,1.379591125E1,-1.400802017E1,1.594095062E1,2.531137498E1
5.951893750E-1,1.719130051E1,-1.414348846E1,1.612626526E1,2.748882519E1
6.052323750E-1,1.938977875E1,-1.538096512E1,1.761087799E1,3.037565854E1
6.152753750E-1,1.872246643E1,-1.338232132E1,2.038356216E1,3.074259065E1
6.253183750E-1,1.790561508E1,-1.323397980E1,2.071212891E1,3.040956357E1
6.353613750E-1,1.764365982E1,-1.304492294E1,1.788331146E1,2.830691745E1
6.454043750E-1,1.709774506E1,-1.069855225E1,1.565953583E1,2.553454461E1
6.554473750E-1,1.728844849E1,-7.989485779E0,1.787597672E1,2.612035370E1
6.654913750E-1,1.718246887E1,-8.518934784E0,1.815544556E1,2.640889414E1
6.755343750E-1,1.610186600E1,-8.068970490E0,1.497246460E1,2.342120982E1
6.855773750E-1,1.612836090E1,-7.614515533E0,1.264106277E1,2.186095470E1
6.956203750E-1,1.355386459E1,-7.805218964E0,1.429691940E1,2.119034197E1
7.056633750E-1,1.178169983E1,-7.046596527E0,1.553649170E1,2.073271685E1
7.157063750E-1,1.353964417E1,-7.934999084E0,1.658955185E1,2.283636147E1
7.257493750E-1,1.282428177E1,-8.097710724E0,1.444466217E1,2.094476992E1
7.357923750E-1,1.153770721E1,-7.908055115E0,8.438851318E0,1.633616341E1
7.458363750E-1,1.288730072E1,-7.294181671E0,4.463717651E0,1.546649221E1
7.558793750E-1,1.628448624E1,-5.567971344E0,5.097499695E0,1.794913090E1
7.659223750E-1,1.459914093E1,-5.113217010E0,3.875590668E0,1.594678987E1
7.759653750E-1,9.848170624E0,-1.026026367E1,3.425776062E0,1.462858219E1
7.860083750E-1,8.362210693E0,-1.426668228E1,4.435875549E0,1.712138379E1
7.960513750E-1,6.651418304E0,-1.440514435E1,7.568710785E0,1.757938941E1
8.060943750E-1,3.541934509E0,-1.255978180E1,6.806944885E0,1.471828514E1
8.161383750E-1,3.143463135E-1,-1.159803177E1,-8.114625549E-1,1.163063309E1
8.261813750E-1,-6.909631348E-1,-1.136646332E1,-4.270619202E-1,1.139545086E1
8.362243750E-1,-2.851570129E-1,-9.884544983E0,-9.017248535E-1,9.929685380E0
8.462673750E-1,-8.352630615E-1,-1.084270248E1,1.462309113E0,1.097270293E1
8.563103750E-1,-9.722282410E-1,-1.146361130E1,-9.258247375E-1,1.154195664E1
8.663533750E-1,-2.552192688E-1,-1.201057388E1,-5.903723145E-1,1.202778289E1
8.763963750E-1,9.093589783E-1,-1.172047714E1,7.461982727E-1,1.177936034E1
8.864393750E-1,1.014590149E0,-1.513203278E1,1.835483093E0,1.527667527E1
8.964833750E-1,1.403631134E0,-1.183783310E1,2.684218140E0,1.221922665E1
9.065263750E-1,2.048939209E0,-1.058703415E1,1.488504639E0,1.088572873E1
9.165693750E-1,2.842139740E0,-1.047252228E1,3.889811096E0,1.152745035E1
9.266123750E-1,7.863148499E-1,-1.312874863E1,5.091661835E0,1.410345177E1
9.366553750E-1,3.534150696E-1,-9.801767120E0,4.420307922E-1,9.818092081E0
9.466983750E-1,4.005670166E-1,-8.137527924E0,-2.090552673E0,8.411315303E0
9.567413750E-1,-3.572321320E0,-9.162296906E0,5.284011841E-1,9.848267462E0
9.667843750E-1,-6.840774536E-1,-7.751480713E0,-2.204765167E0,8.087917201E0
9.768283750E-1,2.739303589E-2,-6.673721924E0,1.719174957E0,6.891652721E0
9.868713750E-1,-1.661544800E-1,-7.685318298E0,4.319866791E0,8.817764668E0
9.969143750E-1,-6.700067139E-1,-8.159681854E0,3.792812805E0,9.023012021E0
1.006957375E0,5.915698242E-1,-4.503534851E0,-4.839436340E-1,4.567929778E0
1.017000375E0,-2.035167847E0,-5.945635986E0,6.739584961E0,9.214906451E0
1.027043375E0,-1.058898010E0,-1.092278595E1,1.437356003E1,1.808390848E1
1.037086375E0,2.469564514E0,-6.690936127E0,3.871998138E0,8.115401698E0
1.047130375E0,1.417402496E0,-1.345701599E0,2.046394501E0,2.829783222E0
1.057173375E0,3.526815948E0,4.631069641E0,-4.614304504E0,7.428125121E0
1.067216375E0,3.748954010E0,5.857469330E0,1.084794159E0,7.038563880E0
1.077259375E0,3.944297791E0,2.030826874E0,1.295106812E0,4.621584631E0
1.087302375E0,4.537514191E0,6.628216553E-1,1.306782532E-1,4.587531404E0
1.097345375E0,5.334157562E0,1.802701263E0,-4.032614136E-1,5.644961338E0
1.107388375E0,3.644770660E0,1.145867157E0,1.243164825E0,4.017813272E0
1.117431375E0,-3.519181824E-1,-7.155120850E-1,9.719288635E-1,1.257159364E0
1.127475375E0,-1.981579285E0,-1.646426239E0,-8.003855896E-1,2.697775549E0
1.137518375E0,-2.423310699E0,-3.876937866E-1,-2.002835083E0,3.167663112E0
1.147561375E0,-1.955683136E0,7.921527100E-1,-2.650238800E0,3.387619834E0
1.157604375E0,-6.441105652E-1,-2.423460388E-1,-1.079854431E0,1.280506000E0
1.167647375E0,4.302053833E-1,-4.317771149E0,2.527344360E0,5.021523064E0
1.177690375E0,5.545967102E-1,-8.500074005E0,8.666228485E0,1.215163988E1
1.187733375E0,1.097517700E0,-1.044677582E1,8.638835449E0,1.360033632E1
1.197776375E0,-5.221142578E-1,-1.011027557E1,8.533903656E0,1.324076233E1
1.207820375E0,5.912704468E-2,-1.133981873E1,8.372988281E0,1.409616677E1
1.217863375E0,9.533674622E-1,-1.194186676E1,7.318431244E0,1.403839475E1
1.227906375E0,1.701811066E0,-1.223974731E1,4.531676331E0,1.316220595E1
1.237949000E0,3.365451508E0,-1.315629135E1,2.284848633E0,1.377079516E1
1.247992000E0,3.981719971E0,-1.370699615E1,7.464976501E-1,1.429311360E1
1.258035000E0,4.506828003E0,-1.303624100E1,4.592449951E-1,1.380094142E1
1.268078000E0,4.340224457E0,-1.331002167E1,2.654430084E0,1.424921837E1
1.278122000E0,3.016676788E0,-1.591161163E1,6.287375336E0,1.737270308E1
1.288165000E0,2.590662689E0,-1.658401337E1,8.992400208E0,1.904217146E1
1.298208000E0,3.476071472E0,-1.579350723E1,9.554481354E0,1.878313226E1
1.308251000E0,4.729415131E0,-1.472652603E1,8.802744598E0,1.779680446E1
1.318294000E0,6.460864563E0,-1.411310165E1,7.113208008E0,1.707396080E1
1.328337000E0,6.668632507E0,-1.441367661E1,5.127736816E0,1.668887107E1
1.338380000E0,6.665039978E0,-1.398556686E1,3.107986908E0,1.580121581E1
1.348423000E0,6.525829468E0,-1.133293304E1,6.396199036E-1,1.309316368E1
1.358467000E0,-8.405021667E-1,-1.457758575E1,-1.227746887E0,1.465332088E1
1.368510000E0,-8.780440979E0,-1.899699554E1,-1.243314514E0,2.096491866E1
1.378553000E0,-1.590248062E1,-2.076451996E1,-1.503473511E0,2.619760698E1
1.388596000E0,-9.715546417E0,-1.403301819E1,-1.223106537E0,1.711179217E1
1.398639000E0,-5.309608612E0,-1.078612015E1,-1.536704407E0,1.211997491E1
1.408682000E0,-5.516777802E0,-9.691596222E0,-2.044747925E0,1.133767475E1
1.418725000E0,-3.815864868E0,-7.962841187E0,-2.144440613E0,9.086599474E0
1.428768000E0,-3.271446991E0,-6.896458740E0,-2.726430359E0,8.105364339E0
1.438812000E0,-3.559298401E0,-6.271358643E0,-2.750380554E0,7.717715823E0
1.448855000E0,-4.151017914E0,-8.616232452E0,-1.550924835E0,9.688951400E0
1.458898000E0,-5.130580902E0,-1.114567245E1,-4.667294312E-1,1.227870967E1
1.468941000E0,-6.398743744E0,-1.205203766E1,1.480421448E0,1.372542097E1
1.478984000E0,-2.622546387E0,-1.354518265E1,4.139042816E0,1.440421459E1
1.489027000E0,4.489164734E-1,-1.177361664E1,2.668351135E0,1.208054935E1
1.499070000E0,1.391356659E0,-1.091290649E1,1.817670135E0,1.115039579E1
1.509113000E0,3.839216309E0,-1.102517303E1,1.425635376E0,1.176122691E1
1.519157000E0,5.397326202E0,-1.229243774E1,6.884184265E-1,1.344280758E1
1.529200000E0,4.832101593E0,-1.158396103E1,3.505859528E0,1.303182297E1
1.539243000E0,8.270002441E0,-8.037535858E0,2.113005981E0,1.172432161E1
1.549286000E0,8.356672211E0,-7.457791443E0,-3.962260437E-1,1.120756971E1
1.559329000E0,5.193450165E0,-6.340664520E0,-1.762734375E0,8.383506644E0
1.569372000E0,4.990322571E0,-5.061574402E0,-3.576811981E0,7.957162731E0
1.579415000E0,6.199508057E0,-3.447031860E0,-3.042273560E0,7.718248325E0
1.589458000E0,3.694317627E0,-3.573668518E0,-2.727927246E0,5.818992736E0
1.599502000E0,-1.564247131E-1,-5.527106323E0,9.324110413E-1,5.607384716E0
1.609545000E0,-4.393363953E0,-1.148621429E1,7.578440552E0,1.444532889E1
1.619588000E0,-6.258335724E0,-1.576132416E1,5.655988312E0,1.787669737E1
1.629631000E0,-5.198240204E0,-1.240141113E1,-3.911366272E-1,1.345249743E1
1.639674000E0,-3.874393158E0,-8.503666534E0,5.110372925E-1,9.358655138E0
1.649717000E0,-3.050207062E0,-6.253994751E0,5.885760498E-1,6.983024791E0
1.659760000E0,-1.424886932E0,-5.769602051E0,6.647676086E-1,5.980010583E0
1.669803000E0,-3.520678711E-1,-6.803052979E0,5.905220032E-1,6.837704136E0
1.679847000E0,1.624122620E-1,-7.176676025E0,1.347198486E-1,7.179777570E0
1.689890000E0,5.445675659E-1,-6.594386902E0,-9.490264893E-2,6.617514560E0
1.699933000E0,4.393363953E-1,-6.138435059E0,-2.559677124E-2,6.154190169E0
1.709976000E0,-3.047662354E-1,-6.196813660E0,-1.071771240E-1,6.205229160E0
1.720019000E0,-7.432044983E-1,-6.567442932E0,-3.951782227E-2,6.609479651E0
1.730062000E0,-2.396516418E-1,-5.485343170E0,1.645079041E-1,5.493039728E0
1.740105000E0,-1.092727661E-1,-4.457430725E0,5.017565918E-1,4.486913068E0
1.750149000E0,2.320175171E-2,-4.193529510E0,2.656974792E-1,4.202002288E0
1.760192000E0,-9.969268799E-2,-3.707041168E0,-4.194277954E-1,3.732025259E0
1.770235000E0,2.574645996E-1,-4.414769440E0,-1.200503540E0,4.582323207E0
1.780278000E0,1.020727386E0,-6.120173035E0,-1.505419464E0,6.384723184E0
1.790321000E0,1.452579346E0,-7.440128174E0,-6.081852722E-1,7.604957812E0
1.800364000E0,3.657943268E0,-9.643995209E0,1.424737244E0,1.041235174E1
1.810407000E0,3.766766968E0,-1.072399933E1,2.162702637E0,1.157021943E1
1.820450000E0,1.702559509E0,-8.613837433E0,4.249662781E-1,8.790762227E0
1.830494000E0,2.055226135E-1,-5.577102356E0,2.429447937E-1,5.586173324E0
1.840537000E0,1.901645508E0,-6.487958221E0,1.061592407E0,6.843744294E0
1.850580000E0,2.882855072E0,-9.471703491E0,6.283932495E-1,9.920629943E0
1.860623000E0,2.964136047E0,-1.039677979E1,3.577560425E-2,1.081112447E1
1.870666000E0,2.264940033E0,-1.048584457E1,1.582209778E-1,1.072883608E1
1.880709000E0,2.156715088E0,-1.118908218E1,1.507066040E0,1.149426936E1
1.890752000E0,1.125808868E0,-1.062191162E1,3.013533325E0,1.109837084E1
1.900796000E0,-1.293310547E-1,-1.110181366E1,6.570586395E0,1.290114718E1
1.910839000E0,1.949695587E0,-1.498878067E1,5.234315186E0,1.599571550E1
1.920882000E0,4.025279388E0,-1.572614731E1,3.188818817E0,1.654337175E1
1.930925000E0,6.397396545E0,-1.806937454E1,4.919819183E0,1.978973471E1
1.940968000E0,1.105151825E0,-1.535776337E1,3.228785706E-1,1.540086058E1
1.951011000E0,-4.899311829E0,-7.436385956E0,1.517095184E0,9.033530333E0
1.961054000E0,-1.303190002E0,-1.021730301E1,1.475182343E0,1.040517890E1
1.971097000E0,2.100581818E0,-1.170640640E1,3.234773254E-1,1.189777426E1
1.981141000E0,3.612587585E0,-1.269899231E1,-1.073268127E0,1.324639948E1
1.991184000E0,2.936443634E0,-1.436338120E1,-2.371817780E0,1.485109222E1
2.001227000E0,2.413880310E0,-1.439870773E1,-3.982318726E0,1.513302564E1
2.011270000E0,3.551813965E0,-2.018806870E1,-2.124382324E0,2.060792324E1
2.021313000E0,6.512956238E-1,-2.136492142E1,-2.092498627E0,2.147702502E1
2.031356000E0,-3.431464233E0,-2.027833099E1,-6.683601379E-1,2.057747215E1
2.041399000E0,-5.212310944E0,-1.820529190E1,-2.664459229E-1,1.893863332E1
2.051442000E0,-5.492378540E0,-1.665751053E1,-1.022074585E0,1.756939144E1
2.061486000E0,-4.135001221E0,-1.729443604E1,-2.203268280E0,1.791787219E1
2.071529000E0,4.505630493E-2,-1.550580551E1,-2.231559448E0,1.566562773E1
2.081572000E0,4.014052734E0,-1.032253418E1,-3.309617615E-1,1.108047232E1
2.091615000E0,6.552174683E0,-7.214098206E0,-1.802252197E-1,9.747137381E0
2.101658000E0,8.740923157E0,-5.274581451E0,7.559280396E-2,1.020934187E1
2.111701000E0,8.038883057E0,-5.039121094E0,7.348219299E-1,9.516109786E0
2.121744000E0,5.721551971E0,-5.525160370E0,-1.017883301E-1,7.954490238E0
2.131787000E0,3.303031311E0,-5.879323883E0,1.250200195E0,6.858532328E0
2.141831000E0,2.627037048E-1,-6.838678894E0,1.456022186E0,6.996895230E0
2.151874000E0,-1.523082733E0,-7.506290588E0,1.304088135E0,7.769480373E0
2.161917000E0,-2.986140289E0,-7.304809570E0,1.440005493E0,8.021900804E0
2.171960000E0,-3.341201935E0,-6.719227295E0,1.753154297E0,7.706179066E0
2.182003000E0,-2.817441101E0,-6.550079041E0,1.931433563E0,7.387282681E0
2.192046000E0,-2.508932648E0,-7.167994080E0,2.265838165E0,7.925206921E0
2.202089000E0,-1.428778839E0,-7.420369263E0,2.256258087E0,7.886316600E0
2.212132000E0,1.496887207E-3,-7.468119965E0,1.890568542E0,7.703704788E0
2.222176000E0,1.151106262E0,-7.697143707E0,1.417851562E0,7.910838763E0
2.232219000E0,1.490450592E0,-7.978558502E0,9.400451660E-1,8.170833718E0
2.242261500E0,8.728349304E-1,-8.403524780E0,5.105882263E-1,8.464146140E0
2.252304500E0,-1.884580994E-1,-8.869206390E0,4.864883423E-1,8.884537656E0
2.262347500E0,-1.053658905E0,-9.080866241E0,7.698490906E-1,9.174148266E0
2.272390500E0,-1.582658844E0,-8.970994720E0,1.218765564E0,9.190698820E0
2.282433500E0,-1.764081573E0,-8.871601410E0,1.547032928E0,9.176633710E0
2.292477500E0,-1.409319305E0,-8.798104248E0,1.592987366E0,9.051542853E0
2.302520500E0,-6.765930176E-1,-8.546926575E0,1.779798889E0,8.756449970E0
2.312563500E0,2.999761963E-1,-8.290210419E0,2.130369873E0,8.564814668E0
2.322606500E0,1.271006927E0,-8.061785431E0,1.879042511E0,8.374881713E0
2.332649500E0,2.232906647E0,-7.874824219E0,1.585652618E0,8.337447019E0
2.342692500E0,3.277284851E0,-7.780071259E0,1.701661377E0,8.611954263E0
2.352735500E0,4.489164734E0,-7.707322540E0,2.485730896E0,9.259280687E0
2.362778500E0,5.759123840E0,-7.764054565E0,3.850892029E0,1.040564367E1
2.372822500E0,6.278543701E0,-8.180189209E0,4.795577545E0,1.137247425E1
2.382865500E0,5.613925781E0,-9.908345490E0,4.574936371E0,1.227279576E1
2.392908500E0,4.344116364E0,-1.162826889E1,5.140160980E0,1.343537269E1
2.402951500E0,2.369722137E0,-1.215681976E1,5.489235077E0,1.354752935E1
2.412994500E0,3.966002655E0,-1.185983734E1,8.262068939E0,1.498821877E1
2.423037500E0,3.641477509E0,-1.073627380E1,1.000938538E1,1.512335046E1
2.433080500E0,2.610271912E0,-1.031504974E1,8.042475586E0,1.333773535E1
2.443123500E0,1.323248291E0,-1.091500214E1,2.854563904E0,1.135943629E1
2.453167500E0,1.335373077E0,-1.279494278E1,-3.000510406E0,1.320972538E1
2.463210500E0,1.282233582E0,-1.618718857E1,-7.937244415E0,1.807398809E1
2.473253500E0,-9.946815491E-1,-2.029015640E1,-1.105855362E1,2.312944976E1
2.483296500E0,-4.163292389E0,-2.254177414E1,-8.670569458E0,2.450802643E1
2.493339500E0,-5.584586792E0,-1.942570404E1,-2.428849182E0,2.035791972E1
2.503382500E0,-5.471272430E0,-1.202644089E1,3.649261322E0,1.370719558E1
2.513425500E0,-3.321293335E0,-7.480843506E0,3.915557556E0,9.073345577E0
2.523468500E0,-1.745370483E0,-5.743855591E0,2.180515594E0,6.386927542E0
2.533512500E0,-1.059496765E0,-5.580096130E0,3.072510681E0,6.457579121E0
2.543555500E0,-9.532177734E-1,-5.586233368E0,4.125121765E0,7.009369226E0
2.553598500E0,-1.232237549E0,-6.724466400E0,4.063599701E0,7.952968017E0
2.563641500E0,-2.468217316E0,-8.812624054E0,3.420986023E0,9.770239752E0
2.573684500E0,-4.917424164E0,-1.120300323E1,1.801054688E0,1.236657349E1
2.583727500E0,-6.327192535E0,-1.320434143E1,4.743635559E-1,1.464967641E1
2.593770500E0,-4.616849213E0,-1.442969330E1,3.115022278E-1,1.515349395E1
2.603813500E0,-1.704355774E0,-1.531764679E1,-6.857240295E-1,1.542742199E1
2.613857500E0,-1.037342834E-1,-1.597732498E1,-9.190887451E-1,1.600407443E1
2.623900500E0,4.694238281E-1,-1.483415222E1,2.585124207E-1,1.484382901E1
2.633943500E0,4.472698975E-1,-1.213855774E1,1.272952881E0,1.221331419E1
2.643986500E0,1.008602600E0,-9.950408020E0,1.163979492E0,1.006890000E1
2.654029500E0,7.487429810E-1,-7.594906311E0,1.429676971E0,7.764482865E0
2.664072500E0,8.592132568E-2,-5.904621277E0,2.165247345E0,6.289692438E0
2.674115500E0,-1.037342834E-1,-4.805007935E0,1.629810791E0,5.074952735E0
2.684159500E0,-7.731422424E-1,-4.417164459E0,1.034648438E0,4.602128657E0
2.694202500E0,-1.054257660E0,-4.591102753E0,7.831713867E-1,4.775252990E0
2.704245500E0,-1.146465912E0,-5.067112885E0,7.804769897E-1,5.253490402E0
2.714288500E0,-1.094523926E0,-5.781726837E0,1.226250000E0,6.010826641E0
2.724331500E0,-8.949888611E-1,-6.538702698E0,1.518442383E0,6.772097555E0
2.734374500E0,-6.975494385E-1,-7.326664124E0,1.456321564E0,7.502496577E0
2.744417500E0,-7.358697510E-1,-8.269703064E0,8.523275757E-1,8.346014339E0
2.754460500E0,-4.248165894E-1,-8.981921997E0,7.896080017E-1,9.026564833E0
2.764503500E0,1.291813660E-1,-9.236392822E0,1.019230499E0,9.293356283E0
2.774547500E0,5.909710693E-1,-9.116043091E0,9.087602234E-1,9.180268710E0
2.784590500E0,8.060737610E-1,-8.924142151E0,3.357518005E-1,8.966760692E0
2.794633500E0,7.970924377E-1,-8.955726471E0,-1.441502380E-1,8.992284041E0
2.804676500E0,6.906637573E-1,-9.180259552E0,-5.234614563E-1,9.221073352E0
2.814719500E0,4.480183411E-1,-9.351653137E0,-5.275030518E-1,9.377227538E0
2.824762500E0,2.664459229E-2,-9.620643768E0,-2.776725769E-1,9.624686931E0
2.834805500E0,-4.382885742E-1,-9.871372375E0,1.437011719E-1,9.882142454E0
2.844849500E0,-8.162525940E-1,-9.786648560E0,8.394543457E-1,9.856441646E0
2.854892500E0,-9.434880066E-1,-9.612560577E0,1.432221680E0,9.764361188E0
2.864935500E0,-8.128097534E-1,-9.828262024E0,1.983225861E0,1.005925340E1
2.874978500E0,-6.032455444E-1,-9.287137299E0,2.490820312E0,9.634262308E0
2.885021500E0,4.983137512E-1,-8.879983978E0,3.233426056E0,9.463481183E0
2.895064500E0,6.295907593E-1,-8.353977814E0,3.392545166E0,9.038511633E0
2.905107500E0,1.107097778E0,-7.895780640E0,2.881208496E0,8.477639990E0
2.915150500E0,1.856589203E0,-7.543114014E0,1.939816132E0,8.006770829E0
2.925194500E0,2.460433502E0,-7.439529419E0,9.409432983E-1,7.892129325E0
2.935237500E0,2.713856506E0,-8.153544617E0,5.941145325E-1,8.613842292E0
2.945280500E0,2.584226074E0,-9.217831421E0,1.144669647E0,9.641416343E0
2.955323500E0,2.468516693E0,-1.006491989E1,2.157912598E0,1.058549828E1
2.965366500E0,2.356100464E0,-1.051727921E1,3.066972198E0,1.120583284E1
2.975409500E0,1.794019318E0,-1.063179108E1,3.601660309E0,1.136773697E1
2.985452500E0,8.607101440E-1,-1.064421524E1,3.379073181E0,1.120081585E1
2.995495500E0,1.035845947E-1,-1.001791763E1,2.919977875E0,1.043530902E1
3.005538500E0,-4.014651489E-1,-9.144783325E0,2.063009949E0,9.383189563E0
3.015582500E0,-4.311035156E-1,-8.888216858E0,1.021026764E0,8.957050006E0
3.025625500E0,-1.664538574E-1,-9.192534027E0,-3.835025024E-1,9.202035802E0
3.035668500E0,4.370910645E-2,-1.017434235E1,-7.918533325E-1,1.020520379E1
3.045711500E0,-4.346960449E-1,-1.129431335E1,-1.975891113E-2,1.130269283E1
3.055754500E0,-1.844464417E0,-1.345102844E1,-1.305285645E-1,1.357752749E1
3.065797500E0,-3.358416138E0,-1.572854233E1,-2.615061951E-1,1.608522267E1
3.075840500E0,-3.715723114E0,-1.648327286E1,-6.852749634E-1,1.691078012E1
3.085883500E0,-4.075275421E0,-1.681049240E1,-1.595232697E0,1.737081725E1
3.095927500E0,-4.388274536E0,-1.619616989E1,-1.762884064E0,1.687248152E1
3.105970500E0,-4.116439819E0,-1.586835159E1,-2.155367889E0,1.653466872E1
3.116013500E0,-3.067720642E0,-1.590592346E1,-3.425626373E0,1.655730132E1
3.126056500E0,-8.506809998E-1,-1.651859940E1,-3.719315643E0,1.695349796E1
3.136099500E0,1.852996674E0,-1.598555786E1,-3.050057373E0,1.637908748E1
3.146142500E0,4.653223572E0,-1.161719193E1,-2.314487000E0,1.272668409E1
3.156185500E0,7.226821747E0,-8.348589020E0,-8.442443848E-1,1.107423315E1
3.166228500E0,7.879165192E0,-7.049889679E0,1.141975250E0,1.063420406E1
3.176272500E0,6.855743408E0,-6.605763245E0,2.031575317E0,9.734712322E0
3.186315500E0,4.999303894E0,-6.565347290E0,1.809736633E0,8.448193366E0
3.196358500E0,3.219355316E0,-6.506369934E0,1.571282501E0,7.427383595E0
3.206401500E0,1.417252808E0,-7.564669189E0,7.869136047E-1,7.736411215E0
3.216444500E0,-5.074447632E-1,-8.037984924E0,3.338058472E-1,8.060901201E0
3.226487500E0,-1.727108459E0,-8.062384186E0,5.360353088E-1,8.262703930E0
3.236531500E0,-2.395767975E0,-7.848628693E0,9.859996033E-1,8.265160117E0
3.246574500E0,-2.802023163E0,-7.632178802E0,1.341510315E0,8.240214621E0
3.256618500E0,-3.093018036E0,-7.655530243E0,1.459614716E0,8.384770658E0
3.266661500E0,-2.458038483E0,-7.620952148E0,1.537003784E0,8.153725864E0
