"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.303997042E0,9.150471497E-1,-1.080722626E1,3.909869385E0,1.152911659E1
7.314040042E0,9.556127930E-1,-1.074779984E1,4.096830597E0,1.154176841E1
7.324083042E0,6.806346130E-1,-1.055649765E1,3.605402527E0,1.117594889E1
7.334126042E0,8.681945801E-1,-9.977501678E0,3.086880798E0,1.048013047E1
7.344169042E0,1.308578796E0,-9.110354919E0,2.724634094E0,9.598675751E0
7.354212042E0,1.585652618E0,-8.392298126E0,2.007625122E0,8.773569439E0
7.364255042E0,1.168470154E0,-8.268804932E0,1.125808868E0,8.426500051E0
7.374298042E0,4.942721558E-1,-8.565188599E0,3.893403625E-1,8.588267963E0
7.384342042E0,1.252894592E-1,-8.977431335E0,-4.001179504E-1,8.987216766E0
7.394385042E0,1.832189941E-1,-9.826615448E0,-8.283773804E-1,9.863171369E0
7.404428042E0,7.798782349E-1,-1.131916168E1,-2.308200073E-1,1.134834389E1
7.414471042E0,4.888833618E-1,-1.314611252E1,3.577560425E-1,1.316006348E1
7.424514042E0,-1.260229340E0,-1.523606644E1,5.848338318E-1,1.529927871E1
7.434557042E0,-3.739972687E0,-1.745340546E1,-2.544708252E-2,1.784963320E1
7.444600042E0,-5.078638916E0,-1.904265060E1,-1.037642212E0,1.973554703E1
7.454643042E0,-4.768184509E0,-1.961520996E1,-2.725232849E0,2.036955914E1
7.464687042E0,-3.618874512E0,-1.848012039E1,-4.329895935E0,1.932250246E1
7.474730042E0,-1.992057495E0,-1.646022079E1,-4.656516724E0,1.722179752E1
7.484773042E0,-1.023870850E-1,-1.398077682E1,-4.372557220E0,1.464895424E1
7.494816042E0,1.604513397E0,-1.150477570E1,-4.191284180E0,1.234913722E1
7.504859042E0,3.722010040E0,-9.740394745E0,-2.417622528E0,1.070390336E1
7.514902042E0,5.161117401E0,-8.216563568E0,2.007325745E-1,9.705119436E0
7.524945042E0,6.562802582E0,-7.078031158E0,3.166814575E0,1.015862281E1
7.534988042E0,6.023174744E0,-5.961203613E0,4.584366760E0,9.634884592E0
7.545032042E0,3.421285400E0,-6.112089844E0,4.357588348E0,8.249327989E0
7.555075042E0,1.486408997E0,-6.640940094E0,2.893782349E0,7.394962699E0
7.565118042E0,1.817221069E-1,-6.920558624E0,1.173110504E0,7.021633916E0
7.575161042E0,-1.207538910E0,-6.622827759E0,5.192701721E-1,6.752010016E0
7.585204042E0,-1.506167908E0,-6.618187408E0,4.252656555E-1,6.800720345E0
7.595247042E0,-1.523980865E0,-6.598727875E0,5.583389282E-1,6.795400621E0
7.605290042E0,-1.403032379E0,-7.007827148E0,9.773176575E-1,7.213410497E0
7.615334042E0,-1.555116119E0,-7.645501099E0,1.103654938E0,7.879728892E0
7.625377042E0,-1.028211823E0,-7.829917603E0,6.280938721E-1,7.922078712E0
7.635420042E0,-2.553689575E-1,-7.955207062E0,7.927514648E-1,7.998686616E0
7.645463042E0,2.868035889E-1,-8.264014893E0,8.961863708E-1,8.317412365E0
7.655506042E0,1.971400452E-1,-8.400830383E0,7.309300232E-1,8.434872496E0
7.665549042E0,-3.640429688E-1,-8.753646698E0,7.849676514E-1,8.796307862E0
7.675592042E0,-8.406518555E-1,-8.561296692E0,8.569679260E-1,8.645050064E0
7.685635042E0,-1.237776031E0,-8.447084198E0,9.265731812E-1,8.587424457E0
7.695679042E0,-1.368154907E0,-8.234077148E0,1.232237549E0,8.437433479E0
7.705722042E0,-1.311273193E0,-7.889493713E0,1.484163666E0,8.134266422E0
7.715765042E0,-9.533674622E-1,-7.658224640E0,1.634900208E0,7.888612859E0
7.725808042E0,-3.412902832E-1,-7.514673157E0,1.869911499E0,7.751345736E0
7.735851042E0,4.352947998E-1,-7.334897003E0,2.143991547E0,7.654207690E0
7.745894042E0,1.392254791E0,-7.287146301E0,2.303709412E0,7.768394408E0
7.755937042E0,2.567161560E0,-7.210505676E0,2.635120239E0,8.094786548E0
7.765980042E0,3.750151520E0,-7.056925049E0,3.010838928E0,8.539846522E0
7.776024042E0,4.755311279E0,-7.587272186E0,2.926414490E0,9.420381434E0
7.786067042E0,5.562732239E0,-7.963889008E0,3.340902557E0,1.027273810E1
7.796110042E0,5.934708710E0,-8.422684937E0,3.560495911E0,1.090135405E1
7.806153042E0,5.472919006E0,-9.397906952E0,2.931503906E0,1.126353464E1
7.816196042E0,5.008285217E0,-1.052341644E1,3.115471344E0,1.206363859E1
7.826239042E0,4.745132446E0,-1.148396896E1,4.479734344E0,1.320855196E1
7.836282042E0,4.479135590E0,-1.199889816E1,6.125412140E0,1.419707317E1
7.846325042E0,3.935615845E0,-1.205458237E1,7.399263153E0,1.468165942E1
7.856369042E0,3.215613098E0,-1.200443665E1,6.578519897E0,1.406142208E1
7.866412042E0,1.944007416E0,-1.209903992E1,3.780388641E0,1.282408944E1
7.876455042E0,1.327439575E0,-1.286664368E1,4.370910645E-1,1.294232065E1
7.886498042E0,5.876779175E-1,-1.506527161E1,-2.527344360E0,1.528709402E1
7.896541042E0,-1.041384430E0,-1.818238953E1,-4.971910858E0,1.887865641E1
7.906584042E0,-2.805915070E0,-2.069296875E1,-5.436844025E0,2.157849365E1
7.916627042E0,-3.588787079E0,-2.091196335E1,-4.248315582E0,2.163880286E1
7.926670042E0,-3.318898315E0,-1.691108322E1,-2.198927307E0,1.737340217E1
7.936714042E0,-1.454225922E0,-1.050919601E1,1.490899658E0,1.071357810E1
7.946757042E0,-3.418890381E-1,-6.782845001E0,3.210373993E0,7.512015415E0
7.956800042E0,1.370100861E0,-5.361700287E0,2.693349152E0,6.154602829E0
7.966843042E0,1.561403046E0,-5.514532471E0,1.924248505E0,6.045724121E0
7.976886042E0,6.330335999E-1,-5.810766449E0,2.155218201E0,6.229823734E0
7.986929042E0,-1.092727661E-1,-6.853498077E0,2.667602692E0,7.355166929E0
7.996972042E0,-1.154848480E0,-8.799900513E0,2.695295105E0,9.275588377E0
8.007016042E0,-3.241359558E0,-1.110495712E1,2.602039032E0,1.185736445E1
8.017059042E0,-5.069956970E0,-1.296992889E1,1.835632782E0,1.404610504E1
8.027102042E0,-4.412524109E0,-1.360535751E1,1.842368774E0,1.442118042E1
8.037145042E0,-2.167193298E0,-1.352587280E1,8.243357849E-1,1.372317352E1
8.047188042E0,-4.945715332E-1,-1.276575348E1,-8.425978088E-1,1.280308689E1
8.057231042E0,-2.101629639E-1,-1.128443390E1,-9.951306152E-1,1.133017660E1
8.067274042E0,-3.125500488E-1,-1.002330643E1,2.378553772E-1,1.003099868E1
8.077317042E0,9.505233765E-2,-8.938811646E0,1.807790680E0,9.120279367E0
8.087361042E0,3.403921509E-1,-7.901618500E0,2.713257751E0,8.361411924E0
8.097404042E0,5.822891235E-2,-6.983876953E0,2.690804443E0,7.484541165E0
8.107447042E0,-4.014651489E-1,-6.243067474E0,1.815873871E0,6.514174059E0
8.117490042E0,-5.828878784E-1,-6.033802643E0,8.575666809E-1,6.122250667E0
8.127533042E0,-5.989045715E-1,-6.188431091E0,2.902464294E-1,6.224115122E0
8.137576042E0,-6.565347290E-1,-6.513554993E0,2.993774414E-1,6.553400899E0
8.147619042E0,-3.118016052E-1,-6.806346130E0,6.857240295E-1,6.847903718E0
8.157662042E0,2.731819153E-1,-7.171287231E0,1.028511200E0,7.249815460E0
8.167706042E0,6.686595154E-1,-7.774682465E0,8.619076538E-1,7.850839304E0
8.177749042E0,8.351133728E-1,-8.294850769E0,6.313870239E-1,8.360658658E0
8.187792042E0,9.309141541E-1,-8.683292999E0,1.113235016E0,8.803719139E0
8.197835042E0,1.099763031E0,-8.961564331E0,1.005608826E0,9.084622342E0
8.207878042E0,1.188827820E0,-9.038354645E0,8.945397949E-1,9.159987321E0
8.217921042E0,1.222807159E0,-8.982371063E0,7.803273010E-1,9.098744856E0
8.227964042E0,1.169068909E0,-8.876690826E0,8.255332947E-1,8.991321781E0
8.238007042E0,1.003513184E0,-8.803193665E0,1.030906219E0,8.919978982E0
8.248051042E0,7.390132141E-1,-8.730594635E0,1.309327240E0,8.859106108E0
8.258094042E0,3.414399719E-1,-8.751401367E0,1.410816193E0,8.870964405E0
8.268137042E0,5.942642212E-2,-8.890312500E0,1.727856903E0,9.056858027E0
8.278180042E0,-3.420387268E-1,-8.817114716E0,2.080074463E0,9.065606001E0
8.288223042E0,-4.828958130E-1,-8.809929657E0,2.371668091E0,9.136348202E0
8.298266042E0,-2.561174011E-1,-8.784183197E0,2.595303040E0,9.163136386E0
8.308309042E0,1.519340515E-1,-8.890462189E0,2.441273346E0,9.220803514E0
8.318352042E0,7.616162109E-1,-9.038953400E0,2.173929291E0,9.327845752E0
8.328396042E0,1.272952881E0,-9.020541687E0,1.893262939E0,9.304570163E0
8.338439042E0,1.590592346E0,-9.006021881E0,1.906285858E0,9.341966597E0
8.348482042E0,1.795366516E0,-9.081015930E0,1.878593445E0,9.445491230E0
8.358525042E0,1.668280792E0,-9.112300873E0,1.681303711E0,9.415092680E0
8.368568042E0,1.367256775E0,-9.425299988E0,1.910626831E0,9.713710199E0
8.378611042E0,1.274599457E0,-1.001612137E1,2.722837830E0,1.045758753E1
8.388654042E0,1.243763580E0,-1.062909668E1,3.479514313E0,1.125307353E1
8.398697042E0,9.439370728E-1,-1.095661560E1,4.066294098E0,1.172489617E1
8.408741042E0,1.154998169E0,-1.089883575E1,4.284839630E0,1.176768848E1
8.418784042E0,1.511407013E0,-1.040396484E1,3.982019348E0,1.124203334E1
8.428827042E0,1.121617584E0,-9.525441742E0,3.138972473E0,1.009183901E1
8.438870042E0,7.206015015E-1,-8.930279388E0,2.123933258E0,9.207619071E0
8.448913042E0,5.340893555E-1,-8.945996704E0,1.290167084E0,9.054316074E0
8.458956042E0,2.168989563E-1,-9.323661346E0,4.656816101E-1,9.337803030E0
8.468999042E0,-1.634600830E-1,-9.902657318E0,-1.134640503E-1,9.904656241E0
8.479042042E0,-9.235794067E-2,-1.081860260E1,4.569996643E-1,1.082864446E1
8.489086042E0,-5.254074097E-2,-1.232342331E1,8.213420105E-1,1.235087549E1
8.499129042E0,-8.104147339E-1,-1.407972107E1,7.246430969E-1,1.412162969E1
8.509172042E0,-2.649789734E0,-1.630649048E1,4.456233215E-1,1.652639094E1
8.519215042E0,-4.559668121E0,-1.793719940E1,-1.721420288E-2,1.850767387E1
8.529258042E0,-4.820874939E0,-1.844599136E1,-1.438209229E0,1.911972485E1
8.539301042E0,-3.719764709E0,-1.766057465E1,-2.618055725E0,1.823696143E1
8.549344042E0,-2.227966919E0,-1.589843903E1,-3.472928009E0,1.642514624E1
8.559387042E0,-9.530680847E-1,-1.392569138E1,-4.558769989E0,1.468385518E1
8.569431042E0,1.374890900E0,-1.180235687E1,-4.819078674E0,1.282222570E1
8.579474042E0,3.592529297E0,-9.848320312E0,-3.587589569E0,1.108000355E1
8.589517042E0,5.570965118E0,-8.144862671E0,-5.522016907E-1,9.883287256E0
8.599560042E0,8.426726532E0,-7.370223541E0,2.345472565E0,1.143814481E1
8.609603042E0,8.037535858E0,-7.098688202E0,2.672392731E0,1.105147229E1
8.619646042E0,4.777465210E0,-6.848857727E0,2.404449921E0,8.689787421E0
8.629689042E0,1.971400452E0,-7.155869293E0,2.109413452E0,7.716379345E0
8.639732042E0,2.712359619E-1,-7.038812714E0,1.520987091E0,7.206376003E0
8.649776042E0,-3.830534363E-1,-7.065307617E0,1.515448608E0,7.236151335E0
8.659819042E0,-9.975256348E-1,-7.442523193E0,1.260828094E0,7.614190460E0
8.669862042E0,-1.960772552E0,-7.505093079E0,1.313817902E0,7.867475364E0
8.679905042E0,-2.336790619E0,-7.187902679E0,1.792073364E0,7.767757866E0
8.689948042E0,-1.868564301E0,-7.270979919E0,1.708097992E0,7.699109058E0
8.699991042E0,-1.157542877E0,-7.793243866E0,9.436376953E-1,7.935049311E0
8.710034042E0,-3.679348755E-1,-8.005053406E0,1.240919495E-1,8.014465354E0
8.720077042E0,2.655477905E-1,-8.590785370E0,1.513352966E-1,8.596220755E0
8.730121042E0,2.231858826E-1,-9.103768616E0,1.553768921E-1,9.107829430E0
8.740164042E0,-3.122506714E-1,-8.805438995E0,3.611988831E-1,8.818374057E0
8.750207042E0,-1.122964783E0,-8.645571442E0,6.688092041E-1,8.743812739E0
8.760250042E0,-1.586999817E0,-8.464448090E0,6.956034851E-1,8.639983454E0
8.770293042E0,-1.703307953E0,-8.054600372E0,9.214837646E-1,8.284140116E0
8.780336042E0,-1.586550751E0,-7.681576080E0,1.361119537E0,7.960929642E0
8.790379042E0,-1.208137665E0,-7.409142609E0,1.698517914E0,7.696749568E0
8.800423042E0,-6.265969849E-1,-7.306156769E0,1.827998657E0,7.557389073E0
8.810466042E0,7.229965210E-2,-7.308102722E0,2.003284149E0,7.578043284E0
8.820509042E0,1.028211823E0,-7.334148560E0,2.339934082E0,7.766739738E0
8.830552042E0,2.152224426E0,-7.420219574E0,2.632126465E0,8.162096436E0
8.840595042E0,3.207679596E0,-7.560178528E0,2.577340393E0,8.607449754E0
8.850638042E0,4.233646088E0,-7.543862457E0,2.537523193E0,9.015134160E0
8.860681042E0,4.992717590E0,-7.883057098E0,2.300565948E0,9.610537021E0
8.870724042E0,5.542374573E0,-7.974217529E0,3.036435699E0,1.017477287E1
8.880768042E0,5.220843201E0,-8.598718872E0,3.380719757E0,1.061246607E1
8.890811042E0,4.251309357E0,-9.898466034E0,3.587888947E0,1.135456772E1
8.900854042E0,4.161196747E0,-1.080557968E1,4.642895050E0,1.247527896E1
8.910897042E0,4.069138184E0,-1.156450150E1,5.889353027E0,1.360073746E1
8.920940042E0,3.604953461E0,-1.189366699E1,7.247927856E0,1.438705884E1
8.930983042E0,3.643124084E0,-1.132604736E1,8.562045135E0,1.465811444E1
8.941026042E0,3.600612488E0,-1.075333832E1,8.148904266E0,1.396435949E1
8.951069042E0,3.179687805E0,-1.026161087E1,5.023403778E0,1.185941220E1
8.961113042E0,2.792143707E0,-1.073702225E1,1.033899994E0,1.114220187E1
8.971156042E0,2.230511627E0,-1.312021637E1,-2.387385406E0,1.352090488E1
8.981199042E0,5.306465149E-1,-1.626861923E1,-5.397176514E0,1.714873382E1
8.991242042E0,-1.448088684E0,-2.049313431E1,-8.140222321E0,2.209816133E1
9.001285042E0,-2.787353668E0,-2.377715515E1,-7.666457520E0,2.513756190E1
9.011328042E0,-2.712359619E0,-2.058848602E1,-4.033811646E0,2.115453350E1
9.021371042E0,-2.837649078E0,-1.226968506E1,6.222560120E-1,1.260891059E1
9.031414042E0,-2.358944550E0,-7.318580933E0,2.778971100E0,8.176119289E0
9.041458042E0,-2.398013306E-1,-4.981341248E0,3.142115936E0,5.894417517E0
9.051501042E0,8.807684326E-1,-4.093537445E0,3.607348480E0,5.526822315E0
9.061544042E0,-2.652484131E-1,-4.270469513E0,3.873944092E0,5.771889587E0
9.071587042E0,-1.627565460E0,-5.157075806E0,2.903961182E0,6.138191162E0
9.081630042E0,-2.430046692E0,-7.078180847E0,3.353027344E0,8.200522142E0
9.091673042E0,-4.411027222E0,-9.705068207E0,3.060236206E0,1.109101238E1
9.101716042E0,-6.026467896E0,-1.251861740E1,1.954036560E0,1.403040826E1
9.111759042E0,-4.442461853E0,-1.504790771E1,6.953041077E-1,1.570536347E1
9.121803042E0,-9.705816650E-1,-1.630828674E1,-5.831872559E-1,1.634754883E1
9.131846042E0,1.179846497E0,-1.602627319E1,-1.075513458E0,1.610559528E1
9.141889042E0,1.316212921E0,-1.379216904E1,-1.246457977E0,1.391078721E1
9.151932042E0,5.984555054E-1,-1.139999359E1,-6.334826660E-1,1.143325427E1
9.161975042E0,-3.712280273E-2,-9.237290955E0,1.481169891E0,9.355361379E0
9.172018042E0,2.299218750E-1,-7.458988953E0,2.459535370E0,7.857397438E0
9.182061042E0,-2.595602417E-1,-6.243516541E0,2.219284973E0,6.631296714E0
9.192105042E0,-6.541397095E-1,-5.575156403E0,1.734293518E0,5.875205671E0
9.202148042E0,-8.249345398E-1,-5.601351929E0,9.547146606E-1,5.741701882E0
9.212191042E0,-1.288819885E0,-6.120622101E0,4.837939453E-1,6.273525977E0
9.222234042E0,-1.382824402E0,-6.858437805E0,3.643423462E-1,7.005934470E0
9.232277042E0,-1.012644196E0,-7.462731171E0,7.077282715E-1,7.564303279E0
9.242320125E0,-4.317022705E-1,-7.909552002E0,1.260528717E0,8.020991982E0
9.252363125E0,3.951782227E-2,-8.277486877E0,1.454824677E0,8.404455099E0
9.262406125E0,3.972738647E-1,-8.501870270E0,1.545685730E0,8.650362361E0
9.272450125E0,5.125341797E-1,-8.625962219E0,1.365759888E0,8.748440750E0
9.282493125E0,7.747888184E-1,-8.714428253E0,9.882449341E-1,8.804441240E0
9.292536125E0,1.042132874E0,-8.691076813E0,6.060896301E-1,8.774292093E0
9.302579125E0,1.325343933E0,-8.670569458E0,2.601589966E-1,8.775134983E0
9.312622125E0,1.387614441E0,-8.614436188E0,1.151106262E-1,8.726238315E0
9.322665125E0,1.262324982E0,-8.646020508E0,7.574249268E-2,8.738013041E0
9.332708125E0,9.464817810E-1,-8.667425995E0,2.865042114E-1,8.723656676E0
9.342751125E0,7.357200623E-1,-8.650511169E0,6.638694763E-1,8.707086205E0
9.352795125E0,4.547543335E-1,-8.753796387E0,1.376088409E0,8.872957342E0
9.362838125E0,2.043251038E-1,-8.858279114E0,2.102976837E0,9.106776004E0
9.372881125E0,1.969903564E-1,-9.094487915E0,2.631827087E0,9.469690040E0
9.382924125E0,3.754193115E-1,-9.311835938E0,2.777474213E0,9.724484109E0
9.392967125E0,8.214916992E-1,-9.539362793E0,2.602637787E0,9.922097286E0
9.403010125E0,1.189426575E0,-9.640402679E0,2.281256104E0,9.977786769E0
9.413053125E0,1.457668762E0,-9.530531158E0,1.993704071E0,9.845337897E0
9.423096125E0,1.820514221E0,-9.112151184E0,1.793869629E0,9.463801534E0
9.433140125E0,1.991608429E0,-8.810528412E0,1.463506622E0,9.150615644E0
9.443183125E0,1.906884613E0,-8.848699036E0,1.234632568E0,9.135644538E0
9.453226125E0,1.728305969E0,-9.279503174E0,1.687590637E0,9.588752934E0
9.463269125E0,1.576072540E0,-9.989327087E0,2.782264252E0,1.048864408E1
9.473312125E0,1.594633942E0,-1.035756134E1,3.929777985E0,1.119218876E1
9.483355125E0,1.460213470E0,-1.039333694E1,4.434079285E0,1.139362696E1
9.493398125E0,1.560953979E0,-1.030382309E1,4.092789001E0,1.119626140E1
9.503441125E0,1.300046539E0,-9.989925842E0,3.155887299E0,1.055691072E1
9.513485125E0,3.704795837E-1,-9.348359985E0,1.928589478E0,9.552410529E0
9.523528125E0,-1.466949463E-2,-8.920998688E0,1.129700775E0,8.992255369E0
9.533571125E0,2.457888794E-1,-9.151369629E0,8.547225952E-1,9.194483616E0
9.543614125E0,3.725752258E-1,-9.794282684E0,9.213340759E-1,9.844574246E0
9.553657125E0,-8.098159790E-2,-1.091230774E1,2.986289978E-1,1.091669352E1
9.563700125E0,-3.290158081E-1,-1.223390945E1,7.228468323E-1,1.225966148E1
9.573743125E0,-2.896476746E-1,-1.343097015E1,1.026864624E0,1.347328119E1
9.583786125E0,-8.455915833E-1,-1.462473770E1,4.818479919E-1,1.465708550E1
9.593830125E0,-2.700234833E0,-1.584200638E1,3.242257690E-1,1.607375366E1
9.603873125E0,-4.504133606E0,-1.685060898E1,-3.586541748E-1,1.744588419E1
9.613916125E0,-4.826114044E0,-1.678145279E1,-1.623823242E0,1.753697056E1
9.623959125E0,-3.888014832E0,-1.582913315E1,-2.767445068E0,1.653290258E1
9.634002125E0,-2.461631012E0,-1.446606766E1,-3.480562134E0,1.508114894E1
9.644045125E0,-1.272952881E0,-1.321002960E1,-4.011657715E0,1.386429547E1
9.654088125E0,2.966830444E-1,-1.192315567E1,-4.006568298E0,1.258182226E1
9.664131125E0,2.729573822E0,-1.032567764E1,-2.253264313E0,1.091546573E1
9.674175125E0,4.777764587E0,-8.847651215E0,6.915618896E-2,1.005548353E1
9.684218125E0,7.100185089E0,-7.733667755E0,2.638563080E0,1.082516791E1
9.694261125E0,7.904163208E0,-7.158863068E0,3.796105957E0,1.131969685E1
9.704304125E0,4.892725525E0,-7.078629913E0,1.441203003E0,8.724839861E0
9.714347125E0,2.471959534E0,-6.722071381E0,4.628375244E-1,7.177119628E0
9.724390125E0,1.709445190E0,-6.929689636E0,6.643185425E-1,7.168271789E0
9.734433125E0,4.725672913E-1,-7.742349701E0,9.325607300E-2,7.757318830E0
9.744476125E0,-8.216413879E-1,-7.789351959E0,-1.649569702E-1,7.834303372E0
9.754520125E0,-1.538500671E0,-7.590565338E0,3.878434753E-1,7.754617272E0
9.764563125E0,-1.612147522E0,-7.557783508E0,6.463558960E-1,7.754797685E0
9.774606125E0,-1.278191986E0,-7.937094727E0,4.052073669E-1,8.049561507E0
9.784649125E0,-7.423063660E-1,-8.007747803E0,3.062631226E-1,8.047909090E0
9.794692125E0,-9.295669556E-2,-7.936945038E0,3.769161987E-1,7.946433370E0
9.804735125E0,-1.369651794E-1,-8.483308868E0,7.114704895E-1,8.514192802E0
9.814778125E0,-3.044668579E-1,-8.295898590E0,9.915380859E-1,8.360489296E0
9.824822125E0,-8.113128662E-1,-8.045619049E0,9.620494080E-1,8.143448503E0
9.834865125E0,-1.401385803E0,-8.000113678E0,1.041683807E0,8.188455665E0
9.844908125E0,-1.959275665E0,-7.848029938E0,1.187630310E0,8.175622349E0
9.854951125E0,-2.202519836E0,-7.550897827E0,1.395997009E0,7.988489174E0
9.864994125E0,-2.041604462E0,-7.294181671E0,1.602268066E0,7.742124901E0
9.875037125E0,-1.410067749E0,-7.225025482E0,1.685794373E0,7.551899558E0
9.885080125E0,-5.842350769E-1,-7.169341278E0,1.850451965E0,7.427311591E0
9.895123125E0,3.516188049E-1,-7.287595367E0,2.005679169E0,7.566731854E0
9.905167125E0,1.257235565E0,-7.497009888E0,2.420616302E0,7.977793041E0
9.915210125E0,2.388433228E0,-7.655380554E0,2.717449036E0,8.467230596E0
9.925253125E0,3.446133728E0,-7.652985535E0,2.678380280E0,8.810093427E0
9.935296125E0,4.330794067E0,-8.027806091E0,2.002835083E0,9.338779163E0
9.945339125E0,4.861141205E0,-8.499924316E0,1.515598297E0,9.908402767E0
9.955382125E0,5.126389618E0,-8.627608795E0,1.954036560E0,1.022417541E1
9.965425125E0,5.086273041E0,-9.018595734E0,2.568508759E0,1.066782451E1
9.975469125E0,4.498445435E0,-9.783205719E0,3.232976990E0,1.124274280E1
9.985512125E0,4.223317566E0,-1.073537567E1,4.527634735E0,1.239290839E1
9.995555125E0,4.452640686E0,-1.134341125E1,6.445296936E0,1.378553012E1
1.000559813E1,4.638853455E0,-1.141900406E1,8.671766968E0,1.507024079E1
1.001564113E1,4.845423889E0,-1.064975372E1,9.592352600E0,1.512972622E1
1.002568412E1,3.853287048E0,-1.017374359E1,7.986042938E0,1.349554599E1
1.003572713E1,2.298021240E0,-1.057296341E1,4.059857483E0,1.155642244E1
1.004577012E1,1.573976898E0,-1.195653625E1,-2.691403198E-1,1.206269452E1
1.005581413E1,1.014590149E0,-1.499491791E1,-4.521796875E0,1.569469984E1
1.006585713E1,-7.705975342E-1,-1.924802353E1,-8.063432007E0,2.088298748E1
1.007590012E1,-2.826721802E0,-2.312391357E1,-8.460855560E0,2.478491097E1
1.008594313E1,-4.109254761E0,-2.411784668E1,-5.772595825E0,2.513721078E1
1.009598613E1,-3.298989716E0,-1.863444946E1,-1.235530701E0,1.896450833E1
1.010602913E1,-2.025737457E0,-1.037657181E1,2.399959259E0,1.084143252E1
1.011607213E1,-8.036787415E-1,-6.358178101E0,3.278482361E0,7.198664798E0
1.012611513E1,1.149609375E-1,-5.339246979E0,3.246748352E0,6.249971934E0
1.013615913E1,-3.333567810E-1,-5.146896973E0,3.122207336E0,6.029083997E0
1.014620213E1,-1.035247192E0,-4.853806458E0,2.948568420E0,5.772800846E0
1.015624513E1,-1.336570587E0,-5.915847931E0,3.197201385E0,6.856075727E0
1.016628813E1,-2.275717621E0,-7.915389862E0,3.589385834E0,8.984207145E0
1.017633112E1,-3.719165955E0,-1.079959213E1,2.420915680E0,1.167579626E1
1.018637413E1,-3.360661469E0,-1.346225510E1,9.839039612E-1,1.391022735E1
1.019641713E1,-1.131197662E0,-1.482576965E1,4.912783813E-1,1.487697578E1
1.020646112E1,8.005352783E-1,-1.502620285E1,-1.071920929E0,1.508564362E1
1.021650413E1,1.464404755E0,-1.364921631E1,-1.438209229E0,1.380268209E1
1.022654712E1,9.339079285E-1,-1.133502869E1,-9.211843872E-1,1.141068096E1
1.023659013E1,3.351530457E-1,-9.580227814E0,2.561174011E-1,9.589509302E0
1.024663267E1,2.198927307E-1,-8.265362091E0,2.318528595E0,8.587207821E0
1.025667567E1,1.056802368E-1,-7.135661316E0,2.990181885E0,7.737571869E0
1.026671867E1,-5.065466309E-1,-6.130651245E0,2.586770782E0,6.673294333E0
1.027676167E1,-9.497749329E-1,-5.421875153E0,1.912572784E0,5.827240964E0
1.028680567E1,-1.083446960E0,-5.376519470E0,1.216520233E0,5.617894660E0
1.029684867E1,-1.193168793E0,-5.838608551E0,7.978408813E-1,6.012449721E0
1.030689167E1,-1.275048523E0,-6.753356323E0,7.250921631E-1,6.910812471E0
1.031693467E1,-9.041198730E-1,-7.534581757E0,1.091230774E0,7.666690263E0
1.032697767E1,-1.299298096E-1,-8.098908234E0,1.489702148E0,8.235800436E0
1.033702067E1,3.486250305E-1,-8.362959137E0,1.577270050E0,8.517535192E0
1.034706367E1,6.012995911E-1,-8.667126617E0,1.326691132E0,8.788671934E0
1.035710667E1,6.474037170E-1,-8.837322693E0,1.154399414E0,8.935885069E0
1.036715067E1,6.686595154E-1,-8.997339935E0,1.016985168E0,9.079289085E0
1.037719367E1,1.021475830E0,-9.018595734E0,9.288185120E-1,9.123660762E0
1.038723667E1,1.269959106E0,-8.938212891E0,6.827302551E-1,9.053759794E0
1.039727967E1,1.432670746E0,-8.890462189E0,4.987628174E-1,9.018959349E0
1.040732267E1,1.560804291E0,-8.992100830E0,4.040098572E-1,9.135491850E0
1.041736567E1,1.529519348E0,-9.127269745E0,4.430786133E-1,9.265139022E0
1.042740867E1,1.238524475E0,-9.156459045E0,6.730004883E-1,9.264319445E0
1.043745267E1,9.839039612E-1,-9.020541687E0,1.112636261E0,9.142001902E0
1.044749567E1,6.189628601E-1,-8.902137909E0,1.584155731E0,9.063151977E0
1.045753867E1,3.085084534E-1,-8.876690826E0,1.861678619E0,9.075057288E0
1.046758167E1,2.016307068E-1,-8.905730438E0,2.125879211E0,9.158168594E0
1.047762467E1,1.408570862E-1,-8.959019623E0,2.138303375E0,9.211743301E0
1.048766767E1,1.133143616E-1,-8.884923706E0,2.012864227E0,9.110781075E0
1.049771067E1,9.145980835E-2,-8.818162537E0,1.782343597E0,8.996949712E0
1.050775367E1,2.957849121E-1,-8.834927673E0,1.396895142E0,8.949567126E0
1.051779767E1,4.920268250E-1,-8.931776276E0,1.157243500E0,9.019863101E0
1.052784067E1,7.720944214E-1,-8.801247711E0,1.324595490E0,8.933792268E0
1.053788367E1,1.234033813E0,-8.622818756E0,1.593885498E0,8.855298625E0
1.054792667E1,1.540147247E0,-9.004824371E0,1.981878662E0,9.348088496E0
1.055796967E1,1.804647217E0,-9.746531982E0,2.956501923E0,1.034371988E1
1.056801267E1,2.013013916E0,-1.040142014E1,3.750450897E0,1.123866753E1
1.057805567E1,1.988464966E0,-1.114073273E1,4.169878693E0,1.206058900E1
1.058809867E1,2.087109833E0,-1.156644745E1,4.237987061E0,1.249396928E1
1.059814267E1,2.040856018E0,-1.181702637E1,3.631598053E0,1.252979289E1
