"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
3.692934614E1,6.544370055E-1,-8.490931511E0,-5.479563713E0
3.693490114E1,-2.524427772E-1,-8.130212784E0,-5.050650597E0
3.694045614E1,-1.478764415E0,-7.808976650E0,-4.491926193E0
3.694601114E1,-2.833700180E0,-7.714460373E0,-2.706880569E0
3.695156614E1,-3.943969965E0,-8.342576027E0,2.200200319E0
3.695712114E1,-5.103890896E0,-9.872786522E0,8.328219414E0
3.696267614E1,-7.160521984E0,-1.188514996E1,8.212167740E0
3.696823114E1,-9.090332985E0,-1.367019558E1,3.884149313E0
3.697378614E1,-1.002114105E1,-1.637348747E1,2.600998163E0
3.697934114E1,-9.019744873E0,-1.979462624E1,2.047657967E0
3.698489614E1,-8.202595711E0,-2.300399780E1,3.744767308E-1
3.699045114E1,-8.988637924E0,-2.547039986E1,-5.838487148E-1
3.699600614E1,-1.112662506E1,-2.637907410E1,1.920240223E-1
3.700156114E1,-1.312343597E1,-2.573480797E1,1.913659930E0
3.700711614E1,-1.364028549E1,-2.408017159E1,2.944966555E0
3.701267114E1,-1.340100288E1,-2.237887383E1,2.995215654E0
3.701822614E1,-1.307797241E1,-2.049751663E1,2.851048231E0
3.702378114E1,-1.254497051E1,-1.867418671E1,2.447857618E0
3.702933614E1,-1.142572784E1,-1.673659706E1,1.682154298E0
3.703489114E1,-1.050389290E1,-1.506042576E1,1.313061476E0
3.704044614E1,-9.806385040E0,-1.366122246E1,1.191027522E0
3.704600114E1,-9.310472488E0,-1.240259838E1,1.238285661E0
3.705155614E1,-8.928219795E0,-1.140060329E1,1.505683661E0
3.705711114E1,-8.859425545E0,-1.040399265E1,1.786242127E0
3.706266614E1,-8.704490662E0,-9.445667267E0,1.682752490E0
3.706822114E1,-8.404191017E0,-8.589634895E0,1.505683661E0
3.707377614E1,-7.969295979E0,-7.907082558E0,1.478764415E0
3.707933114E1,-7.628318787E0,-7.510472298E0,1.337587833E0
3.708488614E1,-7.173084259E0,-7.249056339E0,9.343972206E-1
3.709044114E1,-6.860222340E0,-7.141977310E0,5.605186820E-1
3.709599614E1,-6.501897335E0,-7.171887875E0,2.739782035E-1
3.710155114E1,-6.159723759E0,-7.353742123E0,-3.589233849E-3
3.710710614E1,-5.895915031E0,-7.620542049E0,-3.080759048E-1
3.711266114E1,-5.703890800E0,-7.868198872E0,-6.197410822E-1
3.711821614E1,-5.541179180E0,-8.036294937E0,-9.086744189E-1
3.712377114E1,-5.454439163E0,-8.210970879E0,-1.123430252E0
3.712932614E1,-5.354538918E0,-8.364709854E0,-1.210768223E0
3.713488114E1,-5.183452129E0,-8.438288689E0,-1.237089276E0
3.714043614E1,-5.076373100E0,-8.407780647E0,-1.207777262E0
3.714599114E1,-4.922634602E0,-8.311469078E0,-1.200598717E0
3.715154614E1,-4.975276470E0,-8.139185905E0,-1.175474167E0
3.715710114E1,-5.061418056E0,-7.904091358E0,-1.144367456E0
3.716265614E1,-5.095515728E0,-7.640881062E0,-1.148554921E0
3.716821114E1,-5.113461971E0,-7.317849636E0,-1.137188911E0
3.717376614E1,-5.082953453E0,-6.963113785E0,-1.164108157E0
3.717932114E1,-4.830510616E0,-6.595815659E0,-1.200598717E0
3.718487614E1,-4.475176334E0,-6.290730953E0,-1.324427366E0
3.719043114E1,-4.088735580E0,-6.008377552E0,-1.515254974E0
3.719598614E1,-3.738785267E0,-5.733801365E0,-1.762313843E0
3.720154114E1,-3.379862070E0,-5.498108387E0,-2.039881229E0
3.720709614E1,-3.187239647E0,-5.298905849E0,-2.222334146E0
3.721265114E1,-3.090928555E0,-5.198407173E0,-2.200200319E0
3.721820614E1,-2.952144861E0,-5.176273346E0,-2.102094650E0
3.722376114E1,-2.858226538E0,-5.237290382E0,-2.105684042E0
3.722931614E1,-2.701496840E0,-5.313860893E0,-2.145763636E0
3.723487114E1,-2.538186550E0,-5.423930645E0,-2.250449657E0
3.724042614E1,-2.370090723E0,-5.463412285E0,-2.431705952E0
3.724598114E1,-2.164308071E0,-5.437689304E0,-2.525026083E0
3.725153614E1,-2.103889227E0,-5.412564754E0,-2.547757864E0
3.725709114E1,-2.233700037E0,-5.331208706E0,-2.596810818E0
3.726264614E1,-2.394617319E0,-5.151148796E0,-2.670390129E0
3.726820114E1,-2.465205431E0,-4.871188641E0,-2.683550596E0
3.727375614E1,-2.499901533E0,-4.587040901E0,-2.641676188E0
3.727931114E1,-2.432902336E0,-4.259224415E0,-2.589034081E0
3.728486614E1,-2.298904419E0,-3.991826296E0,-2.514258385E0
3.729042114E1,-2.311466694E0,-3.832105398E0,-2.330609322E0
3.729597614E1,-2.468794823E0,-3.792025566E0,-2.146361828E0
3.730153114E1,-2.541775942E0,-3.920639992E0,-1.940579176E0
3.730708614E1,-2.535793781E0,-4.086342812E0,-1.713261008E0
3.731264114E1,-2.503490686E0,-4.252644062E0,-1.535593987E0
3.731819614E1,-2.585444927E0,-4.423730850E0,-1.539781332E0
3.732375114E1,-2.667997360E0,-4.604987144E0,-1.642074585E0
3.732930614E1,-2.713460922E0,-4.786243439E0,-1.730010748E0
3.733486114E1,-2.712862730E0,-4.953741074E0,-1.801795483E0
3.734041614E1,-2.761317253E0,-5.199005604E0,-1.838286042E0
3.734597114E1,-2.869592667E0,-5.493920803E0,-1.832902193E0
