Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2)
9.553727178,-31.21249962,23.03750038,27.83749962
9.56380072,-30.76250076,23.17500114,27.6875
9.573874678,-30.76250076,22.73750114,27.38750076
9.583944262,-30.91250038,23.02499962,27.23750114
9.594014418,-30.61250114,23.47500038,27.55000114
9.604087282,-30.32500076,24.05000114,27.39999962
9.614157751,-30.05000114,24.63750076,27.27499962
9.624228116,-29.89999962,24.48750114,27.27499962
9.63429848,-29.45000076,24.48750114,26.95000076
9.644367074,-29.01250076,24.33749962,26.5
9.654439262,-28.4375,24.76250076,26.20000076
9.664508741,-27.70000076,25.35000038,25.13750076
9.674579991,-27.10000038,25.80000114,24.98750114
9.684648168,-26.67500114,26.22500038,25.0
9.694719887,-26.52499962,26.52499962,24.55000114
9.704789366,-25.78750038,26.66250038,23.9375
9.714864209,-24.47500038,27.08749962,23.03750038
9.724941397,-24.02499962,27.82500076,21.35000038
9.73501848,-24.32500076,28.42500114,20.89999962
9.745091137,-24.35000038,28.85000038,21.21249962
9.755167178,-23.16250038,28.98750114,20.76250076
9.765241032,-21.55000114,29.86250114,20.01250076
9.775316449,-20.53750038,30.30000114,20.1875
9.785387803,-19.8125,30.42500114,20.05000114
9.795460303,-19.22500038,31.16250038,19.89999962
9.805534678,-18.77499962,31.4375,19.60000038
9.815603897,-18.05000114,31.58749962,19.0
9.825672907,-17.61250114,31.58749962,18.70000076
9.835741501,-16.4375,31.57500076,18.85000038
9.845808324,-15.40000057,31.85000038,18.72500038
9.855879991,-15.42500019,31.85000038,19.48750114
9.865950303,-14.83750057,32.28750229,20.27499962
9.876023168,-14.11250019,32.86249924,20.14999962
9.886094418,-13.375,32.71250153,19.85000038
9.896167959,-12.65000057,33.0,19.55000114
9.906234887,-12.5,33.15000153,19.70000076
9.916302387,-11.3125,32.67499924,20.46249962
9.926373428,-10.0,32.66250229,21.10000038
9.936445303,-9.125,33.08750153,21.125
9.946514262,-8.237500191,33.08750153,20.97500038
9.956587282,-7.362500191,33.52500153,20.52499962
9.966658741,-7.375,33.95000076,21.16250038
9.976730459,-6.625,33.65000153,21.77499962
9.986797803,-5.162499905,33.63750076,21.47500038
9.996867178,-4.137500286,33.48749924,21.95000076
10.00693452,-3.549999952,33.76250076,21.96249962
10.01700603,-2.375,33.60000229,22.11250114
10.02707739,-1.9375,33.75,22.13750076
10.03714806,-1.362500072,34.17499924,21.83749962
10.04721681,-0.3250000179,34.17499924,21.83749962
10.05728832,0.5500000119,33.57500076,21.83749962
10.06735666,0.5500000119,33.42499924,21.6875
10.07742489,0.6999999881,32.67499924,21.66250038
10.08749426,1.600000024,32.07500076,21.51250076
10.09756447,2.037500143,32.8125,21.36250114
10.10763171,1.887500048,32.67499924,21.36250114
10.1177016,2.1875,31.77499962,21.66250038
10.1277727,2.337500095,31.625,21.8125
10.13784218,2.637500048,31.20000076,21.8125
10.14791233,2.637500048,31.20000076,22.11250114
10.15798223,2.200000048,30.60000038,23.1875
10.16805223,2.637500048,30.14999962,23.1875
10.17812239,2.637500048,30.14999962,22.71249962
10.18818879,2.350000143,29.5625,23.01250076
10.1982577,2.650000095,29.71249962,23.01250076
10.20832468,2.5,30.16250038,22.86250114
10.21839088,2.049999952,30.46249962,22.5625
10.22845812,1.75,30.3125,22.86250114
10.23852827,1.175000072,29.58749962,23.61250114
10.24859853,0.462500006,28.70000076,22.67500114
10.2586677,-0.4250000119,28.27499962,22.03750038
10.26873379,-1.600000024,28.28750038,22.78750038
10.27880541,-3.0625,28.3125,23.86250114
10.28887692,-3.950000048,27.72500038,24.46249962
10.29894848,-4.974999905,27.72500038,24.46249962
10.30901827,-5.5625,27.75,24.91250038
10.31908494,-6.287499905,26.5625,25.1875
10.32915723,-7.599999905,26.0,25.63750076
10.33922827,-9.0625,26.14999962,25.9375
10.34929775,-9.8125,26.17500114,27.32500076
10.35936806,-10.67500019,25.58749962,27.61250114
10.36943801,-11.11250019,24.71249962,26.67500114
10.37950921,-11.6875,24.57500076,26.97500038
10.38957895,-12.72500038,24.42500114,27.10000038
10.39965004,-12.42500019,24.42500114,27.27499962
10.40972129,-13.02500057,24.45000076,27.57500076
10.41979077,-13.32499981,24.57500076,28.03750038
10.42985983,-13.44999981,24.60000038,28.03750038
10.43993145,-14.48750019,24.30000114,28.63750076
10.44999931,-15.51249981,24.16250038,29.08749962
10.46006973,-15.36250019,23.71249962,29.23750114
10.4701352,-15.21250057,23.28750038,29.6875
10.48020483,-15.80000019,23.4375,30.16250038
10.49027239,-16.25,23.4375,30.61250114
10.50034062,-15.51249981,23.13750076,30.3125
10.51040983,-15.0625,22.98750114,29.53750038
10.52047739,-15.21250057,23.28750038,29.22500038
10.53054692,-15.66250038,24.46249962,28.78750038
10.5406177,-15.66250038,24.76250076,28.78750038
10.55068629,-15.66250038,24.91250038,28.9375
10.56075515,-15.96250057,25.0625,28.78750038
10.57082254,-15.51249981,24.46249962,28.32500076
10.58089213,-15.36250019,24.46249962,28.17500114
10.59096332,-15.8125,24.91250038,27.70000076
10.60103176,-16.39999962,24.48750114,27.70000076
10.61110129,-16.39999962,24.48750114,27.70000076
10.62117155,-16.39999962,24.33749962,27.6875
10.63124145,-16.82500076,24.03750038,27.53750038
10.64130973,-18.01250076,23.89999962,27.36250114
10.65137702,-17.98750114,23.17500114,27.8125
10.66144707,-17.71249962,23.02499962,27.96249962
10.6715164,-18.28750038,23.32500076,28.11250114
10.68158614,-18.13750076,22.875,28.41250038
10.69165291,-18.57500076,21.5625,27.92500114
10.70171775,-19.60000038,21.5625,28.22500038
10.71178473,-19.60000038,21.42500114,28.22500038
10.72185463,-19.88750076,20.97500038,27.73750114
10.7319227,-20.16250038,21.0,27.58749962
10.74199348,-20.03750038,21.27499962,27.58749962
10.75206338,-19.30000114,21.27499962,27.46249962
10.76213385,-18.85000038,20.67500114,28.0625
10.77220322,-18.27499962,20.8125,28.70000076
10.78227286,-17.97500038,21.26250076,28.70000076
10.79233707,-17.6875,21.11250114,28.85000038
10.80240103,-16.8125,21.97500038,28.88750076
10.81246978,-16.67500114,22.70000076,28.28750038
10.82253827,-15.94999981,23.0,27.20000076
10.83260655,-15.35000038,23.58749962,25.97500038
10.84267551,-15.5,24.1875,25.22500038
10.85274265,-15.51249981,25.0625,25.07500076
10.86281072,-14.91250038,25.35000038,23.53750038
10.872879,-14.63749981,26.10000038,22.17500114
10.88294707,-13.77500057,27.71249962,21.4375
10.89301661,-12.4375,28.57500076,20.22500038
10.90308515,-11.42500019,29.0,19.625
10.91315343,-10.97500038,29.30000114,18.25
10.92322233,-10.55000019,30.03750038,16.71249962
10.93329228,-8.9375,30.75,15.51249981
10.94335838,-8.199999809,31.32500076,13.67500019
10.95342494,-7.900000095,32.51250076,12.16250038
10.96349322,-6.4375,33.23749924,10.9375
10.973564,-5.412499905,33.07500076,10.02500057
10.98363317,-5.262500286,33.22500229,9.550000191
10.99369921,-4.550000191,34.10000229,8.800000191
11.00376801,-3.662500143,34.10000229,8.350000381
11.0138403,-3.0625,33.78750229,9.275000572
11.02390911,-2.049999952,34.0625,9.912500381
11.03397666,-1.600000024,33.91250229,9.287500381
11.04404457,-1.450000048,33.91250229,9.462500572
11.0541127,-0.287499994,34.04999924,10.40000057
11.06418473,0.5875000358,34.17499924,10.71250057
11.07425489,1.175000072,34.17499924,10.5625
11.08432124,1.925000072,33.875,9.949999809
11.09438952,3.387500048,33.86249924,9.5
11.10445921,4.5625,33.98749924,9.050000191
11.11452942,4.849999905,33.98749924,9.050000191
11.12459713,5.724999905,34.27500153,9.362500191
11.13466968,6.762500286,34.40000153,8.912500381
11.14473551,6.762500286,33.82500076,7.974999905
11.15480655,7.787499905,33.95000076,8.449999809
11.16487322,9.25,33.9375,9.400000572
11.1749452,9.400000572,34.08750153,8.787500381
11.18501468,8.675000191,34.38750076,8.462500572
11.1950853,8.375,34.40000153,8.0
11.20515546,8.949999809,34.6875,7.075000286
11.21523025,8.975000381,33.95000076,6.912499905
11.22529911,8.675000191,33.65000153,6.912499905
11.23537077,7.9375,34.25,7.075000286
11.24544504,7.637500286,34.40000153,7.375
11.25551713,6.912499905,34.42499924,7.0625
11.26558588,6.175000191,34.57500076,7.212500095
11.27565827,5.425000191,35.17499924,8.0
11.28573187,3.962500095,35.03750229,8.449999809
11.29580437,3.237499952,34.46250153,9.050000191
11.30587155,2.5,34.01250076,9.800000191
11.31594015,0.4375,34.625,10.41250038
11.3260103,-1.175000072,34.79999924,11.16250038
11.33608223,-2.049999952,34.51250076,11.9375
11.34615213,-3.237499952,34.08750153,12.6875
11.35622036,-3.662500143,33.04999924,13.13749981
11.36629046,-3.8125,33.35000229,13.90000057
11.37636348,-4.712500095,34.23749924,14.22500038
11.38642963,-5.425000191,33.79999924,14.19999981
11.39649843,-6.175000191,33.375,14.97500038
11.4065701,-6.612500191,33.67499924,14.65000057
11.41664082,-6.612500191,33.67499924,13.88749981
11.42670895,-7.037499905,33.82500076,13.58750057
11.43677687,-8.225000381,33.83750153,13.41250038
11.44684364,-8.949999809,33.5625,13.55000019
11.45691442,-9.100000381,33.5625,13.71250057
11.46698437,-9.6875,33.86249924,13.40000057
11.47705067,-10.13749981,33.86249924,12.77500057
11.48711963,-11.0,33.72500229,12.3125
11.49718905,-11.60000038,33.72500229,12.28750038
11.50725666,-12.02500057,34.02500153,12.61250019
11.51732463,-12.02500057,34.17499924,11.83750057
11.5273903,-12.02500057,34.04999924,11.375
11.53746108,-12.17500019,33.90000153,10.90000057
11.54752952,-12.47500038,34.20000076,9.8125
11.55760082,-12.17500019,34.20000076,8.75
11.5676701,-12.17500019,34.625,8.125
11.57773655,-12.61250019,34.95000076,7.512500286
11.58780296,-12.16250038,34.65000153,6.425000191
11.59787036,-12.46250057,34.95000076,5.5
11.60793801,-12.16250038,34.95000076,5.050000191
11.61800499,-12.01249981,34.5,4.887500286
11.62807541,-12.58750057,34.0625,4.5625
11.63814077,-12.61250019,34.35000229,4.862500191
11.64820655,-12.46250057,34.35000229,5.5
11.65827275,-13.03750038,34.5,5.950000286
11.66833983,-13.21250057,34.95000076,7.212500095
11.6784077,-13.48750019,34.5,8.275000572
11.6884753,-14.375,34.51250076,9.025000572
11.69854614,-14.52500057,34.66250229,10.11250019
11.70861161,-14.375,34.0625,10.88749981
11.71868265,-14.22500038,33.03750229,12.25
11.72875114,-14.375,32.58750153,13.63749981
11.73881733,-15.69999981,32.60000229,14.71250057
11.74888494,-15.85000038,32.29999924,16.25
11.7589526,-15.55000019,31.27499962,17.3125
11.76902062,-15.83750057,30.82500076,17.61250114
11.77908947,-15.83750057,30.97500038,17.46249962
11.78915957,-15.83750057,31.27499962,17.0
11.79922963,-15.40000057,32.29999924,17.64999962
11.80929754,-16.0,31.70000076,18.39999962
11.81936603,-16.28750038,31.125,17.76250076
11.8294378,-16.13750076,31.42500114,16.85000038
11.83951171,-16.13750076,31.27499962,17.76250076
11.84958369,-15.125,32.15000153,17.1875
11.85965181,-14.38749981,32.88750076,16.58749962
11.86971916,-14.97500038,32.88750076,16.11250114
11.87979077,-14.97500038,32.58750153,14.41250038
11.88985843,-14.52500057,32.73749924,12.10000038
11.89992473,-14.07499981,33.1875,10.40000057
