"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
8.418618792E0,-3.619473267E-1,3.557053070E0,1.220876175E1,1.272153669E1
8.428661792E0,-6.262976074E-1,3.170407104E0,1.303953415E1,1.343403070E1
8.438704792E0,-9.144483948E-1,2.737357635E0,1.322215439E1,1.353346627E1
8.448747792E0,-1.157393188E0,2.526895294E0,1.273776169E1,1.303745879E1
8.458790792E0,-1.257085876E0,2.596650238E0,1.184142563E1,1.218778972E1
8.468833792E0,-1.098415833E0,2.930905151E0,1.085377945E1,1.129607236E1
8.478876792E0,-5.528004456E-1,3.302432556E0,1.006372238E1,1.060613772E1
8.488919792E0,5.044509888E-2,3.492686920E0,9.536818085E0,1.015639236E1
8.498962792E0,5.195695496E-1,3.522325287E0,9.219927063E0,9.883510661E0
8.509005792E0,8.164022827E-1,3.492686920E0,9.082213440E0,9.764833618E0
8.519048792E0,9.758207703E-1,3.467988281E0,8.941955109E0,9.640421674E0
8.529091792E0,1.025517426E0,3.401975555E0,8.746012573E0,9.440225612E0
8.539134792E0,9.547146606E-1,3.362308044E0,8.611741791E0,9.294013780E0
8.549177792E0,9.485774231E-1,3.397784271E0,8.490344238E0,9.194056905E0
8.559220792E0,1.069974976E0,3.495830383E0,8.298293610E0,9.067929937E0
8.569263792E0,1.124012604E0,3.558400269E0,7.989485779E0,8.818021309E0
8.579306792E0,9.618997192E-1,3.528761902E0,7.696395264E0,8.521262329E0
8.589349792E0,6.900650024E-1,3.367098083E0,7.570357361E0,8.314075402E0
8.599392792E0,3.782633972E-1,3.160976715E0,7.482340393E0,8.131437434E0
8.609435792E0,4.326004028E-2,2.937940521E0,7.380402374E0,7.943784057E0
8.619478792E0,-2.568658447E-1,2.778971100E0,7.240443420E0,7.759683071E0
8.629521792E0,-6.104306030E-1,2.680176544E0,7.154073029E0,7.663989348E0
8.639564792E0,-7.288343811E-1,2.637664948E0,7.143145752E0,7.649379528E0
8.649607792E0,-6.737489319E-1,2.700983276E0,7.176825714E0,7.697796803E0
8.659650792E0,-4.761598206E-1,2.911744995E0,7.150031433E0,7.734852073E0
8.669693792E0,-2.971321106E-1,3.210972748E0,6.997348938E0,7.704643122E0
8.679736792E0,-1.148112488E-1,3.501817932E0,6.766828308E0,7.620096837E0
8.689779792E0,5.089416504E-2,3.697910156E0,6.559210052E0,7.529964559E0
8.699822792E0,4.370910645E-2,3.819756775E0,6.441854095E0,7.489321497E0
8.709865792E0,-1.242416382E-2,3.869303741E0,6.420448608E0,7.496254140E0
8.719908792E0,-3.652404785E-2,3.911965027E0,6.512656860E0,7.597335306E0
8.729951792E0,-1.390608215E-1,3.896547089E0,6.660699005E0,7.717987326E0
8.739994792E0,-3.192860413E-1,3.923191681E0,6.957681427E0,7.993916899E0
8.750037792E0,-4.828958130E-1,4.006568298E0,7.248526611E0,8.296198884E0
8.760080792E0,-5.077441406E-1,4.052522736E0,7.516918488E0,8.554811990E0
8.770123792E0,-3.920347595E-1,4.205654297E0,7.938741302E0,8.992487575E0
8.780166708E0,-3.165916443E-1,4.390370178E0,8.264613647E0,9.363728921E0
8.790209708E0,-1.992356873E-1,4.536616058E0,8.501121826E0,9.637927808E0
8.800252708E0,-1.190025330E-1,4.654570770E0,8.739426270E0,9.902361445E0
8.810295708E0,-1.592687988E-1,4.703818359E0,8.876092072E0,1.004670514E1
8.820338708E0,-2.935395813E-1,4.721182251E0,9.049132233E0,1.021090209E1
8.830381708E0,-3.826043701E-1,4.817432098E0,9.341324615E0,1.051733729E1
8.840424708E0,-5.891748047E-1,4.857099609E0,9.595945129E0,1.077129085E1
8.850467708E0,-9.759704590E-1,4.774920502E0,9.971364441E0,1.109867077E1
8.860510708E0,-1.274898834E0,4.614304504E0,1.045470932E1,1.149861383E1
8.870553708E0,-1.317410431E0,4.369264069E0,1.078582077E1,1.171153143E1
8.880596708E0,-1.456022186E0,4.127666473E0,1.094598770E1,1.178865038E1
8.890639708E0,-1.511257324E0,3.979774017E0,1.092682755E1,1.172680946E1
8.900682708E0,-1.439855804E0,4.012106781E0,1.078626984E1,1.159800856E1
8.910725708E0,-1.289718018E0,4.285737762E0,1.056847275E1,1.147708748E1
8.920768708E0,-1.112486572E0,4.741240540E0,1.034094589E1,1.143031715E1
8.930811708E0,-9.220825195E-1,5.141208801E0,1.010234207E1,1.137275602E1
8.940854708E0,-5.897735596E-1,5.367089081E0,1.003842499E1,1.139839701E1
8.950897708E0,-3.507206726E-1,5.219046936E0,1.047791107E1,1.171102371E1
8.960940708E0,-5.899232483E-1,4.562512207E0,1.153621033E1,1.241968904E1
8.970982708E0,-1.266516266E0,3.573518829E0,1.265109192E1,1.320697645E1
8.981025708E0,-2.046095123E0,2.707569580E0,1.303414536E1,1.346871870E1
8.991068708E0,-2.449356537E0,2.367027740E0,1.247835114E1,1.293489137E1
9.001111708E0,-2.173480225E0,2.646496582E0,1.090961334E1,1.143449272E1
9.011154708E0,-1.665137329E0,3.462749176E0,9.092092896E0,9.870636626E0
9.021197708E0,-1.135987701E0,4.258344727E0,7.859256592E0,9.010653808E0
9.031240708E0,-7.137158203E-1,4.574786682E0,7.310797119E0,8.653659225E0
9.041283708E0,-7.212002563E-1,4.282743988E0,7.364535370E0,8.549760645E0
9.051326708E0,-1.086740112E0,3.628005524E0,7.940088501E0,8.797069600E0
9.061369708E0,-1.455722809E0,2.901117096E0,8.866661682E0,9.442102451E0
9.071412708E0,-1.666933594E0,2.392774200E0,9.659113770E0,1.008972323E1
9.081455708E0,-1.783391418E0,2.185754700E0,1.002764740E1,1.041689594E1
9.091498708E0,-1.602717133E0,2.229763184E0,9.978100433E0,1.034905959E1
9.101541708E0,-1.171014862E0,2.531236267E0,9.617200928E0,1.001344029E1
9.111584708E0,-6.816824341E-1,2.975063324E0,9.179660797E0,9.673772019E0
9.121627708E0,-4.849914551E-1,3.246898041E0,9.025331726E0,9.603862575E0
9.131670708E0,-5.547463989E-1,3.211870880E0,9.158704376E0,9.721405452E0
9.141713708E0,-6.924600220E-1,2.963986359E0,9.295669556E0,9.781318342E0
9.151756708E0,-8.574169922E-1,2.712958374E0,9.226363678E0,9.655107133E0
9.161799708E0,-9.369017029E-1,2.570604401E0,8.988059235E0,9.395264796E0
9.171842708E0,-8.105644226E-1,2.611319733E0,8.635542297E0,9.058068017E0
9.181885708E0,-4.231700134E-1,2.851719818E0,8.240663452E0,8.730401647E0
9.191928708E0,-2.544708252E-2,3.206931152E0,7.860005035E0,8.489095012E0
9.201971708E0,1.923500061E-1,3.576213226E0,7.633376312E0,8.431769298E0
9.212014708E0,2.769241333E-1,3.836372223E0,7.457342377E0,8.390851812E0
9.222057708E0,2.718347168E-1,3.902983704E0,7.271878052E0,8.257565398E0
9.232100708E0,1.499880981E-1,3.856280823E0,7.133116608E0,8.110163423E0
9.242143708E0,-1.233435059E-1,3.723806305E0,7.120991821E0,8.036819740E0
9.252186708E0,-4.406835938E-1,3.489842834E0,7.300019531E0,8.103301191E0
9.262229708E0,-6.807843018E-1,3.323388977E0,7.566166077E0,8.291878596E0
9.272272708E0,-8.057743835E-1,3.258124695E0,7.743696899E0,8.439756546E0
9.282315708E0,-6.945556641E-1,3.359613647E0,7.836653595E0,8.554680064E0
9.292358708E0,-5.047503662E-1,3.629352722E0,8.031997375E0,8.828360887E0
9.302401708E0,-2.833607483E-1,3.875740356E0,8.317453766E0,9.180506183E0
9.312444708E0,-1.013392639E-1,4.035308533E0,8.494984589E0,9.405251074E0
9.322487708E0,-1.020877075E-1,4.172573090E0,8.568182373E0,9.530715465E0
9.332530708E0,-1.989363098E-1,4.252955933E0,8.572373657E0,9.571457566E0
9.342573708E0,-2.148033142E-1,4.259093170E0,8.460256805E0,9.474278881E0
9.352616708E0,-2.276765442E-1,4.304299164E0,8.265661469E0,9.322016274E0
9.362659708E0,-2.697390747E-1,4.378544769E0,8.211923218E0,9.310214627E0
9.372702708E0,-3.219804382E-1,4.387077026E0,8.235723724E0,9.336876432E0
9.382745708E0,-3.568579102E-1,4.334985352E0,8.566984863E0,9.607948543E0
9.392788708E0,-4.355941772E-1,4.309538269E0,9.251062317E0,1.021489189E1
9.402831708E0,-4.578977966E-1,4.193080444E0,9.924062805E0,1.078325631E1
9.412874708E0,-4.950205994E-1,4.028273163E0,1.033226395E1,1.110079764E1
9.422917708E0,-7.051835632E-1,3.991449738E0,1.056922119E1,1.131977877E1
9.432960708E0,-9.445358276E-1,4.010160828E0,1.052341644E1,1.130114293E1
9.443003708E0,-1.293909302E0,4.084256744E0,1.017299515E1,1.103835063E1
9.453046708E0,-1.519190826E0,4.270319824E0,9.727970581E0,1.073205403E1
9.463089708E0,-1.407822418E0,4.480183411E0,9.579030304E0,1.066826269E1
9.473132708E0,-1.080902252E0,4.583768005E0,9.649234314E0,1.073717848E1
9.483175708E0,-7.701484680E-1,4.596192169E0,9.846074982E0,1.089326873E1
9.493218708E0,-5.728587341E-1,4.556225281E0,1.042776535E1,1.139410576E1
9.503261708E0,-2.956352234E-1,4.382137299E0,1.124356888E1,1.207097215E1
9.513304708E0,-6.466552734E-2,4.256548462E0,1.180609909E1,1.255015387E1
9.523347708E0,7.813751221E-2,4.164190521E0,1.206446182E1,1.276314331E1
9.533390708E0,1.163081360E-1,4.091142426E0,1.205533081E1,1.273114193E1
9.543433708E0,3.098556519E-2,3.927083588E0,1.191297684E1,1.254360246E1
9.553476708E0,-2.534230042E-1,3.642974396E0,1.163530426E1,1.219490840E1
9.563519708E0,-5.836363220E-1,3.477268982E0,1.097951797E1,1.153177549E1
9.573562708E0,-7.982899475E-1,3.525917816E0,1.011761032E1,1.074408683E1
9.583605708E0,-7.614665222E-1,3.710633698E0,9.456435242E0,1.018689360E1
9.593648708E0,-6.469546509E-1,3.719016266E0,8.976832581E0,9.738231641E0
9.603691708E0,-4.731660461E-1,3.535797272E0,8.670569458E0,9.375741207E0
9.613734708E0,-3.055146790E-1,3.329975281E0,8.863218842E0,9.473052455E0
9.623777708E0,-1.134640503E-1,3.168760529E0,9.344019012E0,9.867350642E0
9.633820708E0,6.047424316E-2,3.043620758E0,9.600585480E0,1.007166947E1
9.643863708E0,1.520837402E-1,3.048410797E0,9.480834503E0,9.960028149E0
9.653906708E0,1.104702759E-1,3.155587921E0,8.986412659E0,9.524996130E0
9.663949708E0,1.447489929E-1,3.336860962E0,8.328530731E0,8.973294684E0
9.673992708E0,1.507365417E-1,3.583248596E0,7.632627869E0,8.433231895E0
9.684035708E0,1.065783691E-1,3.743565216E0,6.991511078E0,7.931384912E0
9.694078708E0,3.053649902E-2,3.770359497E0,6.579567719E0,7.583353782E0
9.704121708E0,-3.110531616E-1,3.719165955E0,6.454278259E0,7.455646003E0
9.714164708E0,-6.875202942E-1,3.544479218E0,6.434070282E0,7.377891126E0
9.724207708E0,-9.651928711E-1,3.320245514E0,6.431974640E0,7.302460224E0
9.734250708E0,-1.151854706E0,3.159629517E0,6.522686005E0,7.338627982E0
9.744292708E0,-1.068927155E0,3.105891266E0,6.649771729E0,7.416780289E0
9.754335708E0,-9.803114319E-1,3.130589905E0,6.732100525E0,7.488843778E0
9.764378708E0,-7.816744995E-1,3.179837494E0,6.819069672E0,7.564528584E0
9.774421708E0,-5.632786560E-1,3.293600922E0,6.922504578E0,7.686752208E0
9.784464833E0,-4.194277954E-1,3.393443298E0,6.989116058E0,7.780688939E0
9.794507833E0,-2.668949890E-1,3.433410187E0,7.002438354E0,7.803440354E0
9.804550833E0,-2.862048340E-1,3.504811707E0,7.140002289E0,7.958972986E0
9.814593833E0,-4.746629333E-1,3.627556458E0,7.518864441E0,8.361686028E0
9.824636833E0,-6.162684631E-1,3.660937042E0,7.895181885E0,8.724456650E0
9.834679833E0,-6.800358582E-1,3.675307159E0,8.153394928E0,8.969290961E0
9.844722833E0,-6.801855469E-1,3.748804321E0,8.492140503E0,9.307665472E0
9.854765833E0,-5.760021973E-1,3.850442963E0,8.906927948E0,9.720650956E0
9.864808833E0,-3.535647583E-1,3.966451721E0,9.071136475E0,9.906728231E0
9.874851833E0,-2.758763123E-1,4.070186005E0,9.045988770E0,9.923327802E0
9.884894833E0,-3.035687256E-1,4.222718811E0,9.080566864E0,1.001899210E1
9.894937833E0,-2.103126526E-1,4.377496948E0,9.236243134E0,1.022325282E1
9.904980833E0,-1.706451416E-1,4.529880066E0,9.298214264E0,1.034435700E1
9.915023833E0,-1.115180969E-1,4.688101044E0,9.251062317E0,1.037173475E1
9.925066833E0,-1.263372803E-1,4.896617432E0,9.263636169E0,1.047892067E1
9.935109833E0,-1.881587219E-1,5.034031677E0,9.094936981E0,1.039686286E1
9.945152833E0,-2.029779053E-1,5.002147980E0,8.796008606E0,1.012089185E1
9.955195833E0,-2.246827698E-1,4.944667511E0,8.692124634E0,1.000266214E1
9.965238833E0,-2.609074402E-1,4.844076691E0,8.802594910E0,1.005081235E1
9.975281833E0,-3.246748352E-1,4.583169250E0,9.082063751E0,1.017814994E1
9.985324833E0,-4.999603271E-1,4.185895386E0,9.597292328E0,1.048235186E1
9.995367833E0,-8.497828674E-1,3.622916107E0,1.022927811E1,1.088511748E1
1.000541083E1,-1.379980316E0,3.272644501E0,1.070139633E1,1.127539051E1
1.001545383E1,-1.983824615E0,3.242856445E0,1.075244019E1,1.140467658E1
1.002549683E1,-2.181563416E0,3.496129761E0,1.043794418E1,1.122197937E1
1.003553983E1,-1.982776794E0,4.095633087E0,1.005653732E1,1.103809572E1
1.004558283E1,-1.724563751E0,4.933590546E0,9.923164673E0,1.121533026E1
1.005562583E1,-1.374142456E0,5.532495117E0,1.021071671E1,1.169425095E1
1.006566883E1,-1.048569489E0,5.478457489E0,1.089389603E1,1.223887107E1
1.007571183E1,-1.228944397E0,4.857848053E0,1.178155014E1,1.280288701E1
1.008575483E1,-1.760788422E0,4.018992462E0,1.239587265E1,1.314953745E1
1.009579783E1,-2.261497192E0,3.360960846E0,1.248134491E1,1.312228631E1
1.010584083E1,-2.402354279E0,3.259172516E0,1.197539703E1,1.264134667E1
1.011588383E1,-2.054777069E0,3.594475250E0,1.055919205E1,1.134190891E1
1.012592683E1,-1.623673553E0,4.238585815E0,8.968450012E0,1.005161784E1
1.013596983E1,-1.113235016E0,4.737198944E0,7.881111145E0,9.262411075E0
1.014601283E1,-8.282276917E-1,4.701722717E0,7.422464905E0,8.825255967E0
1.015605583E1,-9.268725586E-1,4.221521301E0,7.520511017E0,8.674008346E0
1.016609883E1,-1.197659454E0,3.524570618E0,8.113577728E0,8.926764798E0
1.017614183E1,-1.380728760E0,2.891836395E0,9.086704102E0,9.635212560E0
1.018618483E1,-1.437311096E0,2.375559998E0,9.868378601E0,1.025153865E1
1.019622783E1,-1.576671295E0,2.027384033E0,1.015533188E1,1.047506296E1
1.020627083E1,-1.607058105E0,1.841919708E0,1.006102798E1,1.035372339E1
1.021631383E1,-1.418749695E0,1.976040802E0,9.766739960E0,1.006512779E1
1.022635683E1,-1.135388947E0,2.336341553E0,9.368567963E0,9.722019625E0
1.023639983E1,-9.297166443E-1,2.648442535E0,9.213041382E0,9.631134534E0
1.024644283E1,-8.907975769E-1,2.755769348E0,9.245224457E0,9.688238244E0
1.025648583E1,-1.130299530E0,2.631078644E0,9.218579865E0,9.653101397E0
1.026652883E1,-1.339115295E0,2.510429535E0,9.098379822E0,9.532890517E0
1.027657183E1,-1.419647827E0,2.520308990E0,8.745264130E0,9.211243242E0
1.028661483E1,-1.183738403E0,2.709515533E0,8.194409637E0,8.711547528E0
1.029665783E1,-6.924600220E-1,3.125051422E0,7.673792267E0,8.314597707E0
1.030670083E1,-6.616241455E-2,3.597019958E0,7.165299683E0,8.017758389E0
1.031674383E1,3.073109436E-1,3.955674133E0,6.797664185E0,7.870834532E0
1.032678683E1,3.623963928E-1,4.057911530E0,6.700665894E0,7.841995954E0
1.033682983E1,1.577719116E-1,3.816014557E0,7.034471741E0,8.004414516E0
1.034687283E1,-2.665956116E-1,3.439248047E0,7.684270477E0,8.423034674E0
1.035691583E1,-6.483018494E-1,3.090473328E0,8.182284851E0,8.770467836E0
1.036695883E1,-9.208850098E-1,2.908900909E0,8.363408203E0,8.902602455E0
1.037700183E1,-9.871971130E-1,2.965782623E0,8.343798981E0,8.910073296E0
1.038704483E1,-8.184979248E-1,3.210823059E0,8.276888123E0,8.915503382E0
1.039708783E1,-5.367837524E-1,3.534150696E0,8.164920959E0,8.913152765E0
1.040713083E1,-2.927911377E-1,3.805835724E0,8.060887299E0,8.918969461E0
1.041717383E1,-1.613644409E-1,3.914210358E0,8.035889282E0,8.939943946E0
1.042721683E1,-1.667532349E-1,3.970643005E0,8.130193176E0,9.049522286E0
1.043725983E1,-2.338137817E-1,4.021537170E0,8.216264191E0,9.150651744E0
1.044730283E1,-2.878514099E-1,4.123624878E0,8.142916718E0,9.132044308E0
1.045734583E1,-3.089575195E-1,4.331692200E0,7.916287994E0,9.029209693E0
1.046738883E1,-2.531236267E-1,4.528083801E0,7.646997986E0,8.890680102E0
1.047743183E1,-2.499801636E-1,4.661606140E0,7.439379730E0,8.782791849E0
1.048747483E1,-3.838018799E-1,4.641996918E0,7.605683899E0,8.918624717E0
1.049751783E1,-5.553451538E-1,4.564158783E0,8.172854462E0,9.377393225E0
1.050756083E1,-5.700146484E-1,4.429438934E0,8.948391724E0,1.000092798E1
1.051760383E1,-3.974235535E-1,4.328848114E0,9.546248474E0,1.048941044E1
1.052764683E1,-3.344046021E-1,4.321962433E0,9.863887939E0,1.077438959E1
1.053768983E1,-1.163081360E-1,4.282594299E0,9.936486969E0,1.082071693E1
1.054773283E1,-2.622546387E-1,4.257446594E0,1.019589752E1,1.105219233E1
1.055777583E1,-7.072792053E-1,4.111949158E0,1.065678909E1,1.144445383E1
1.056781883E1,-1.024170227E0,3.837270355E0,1.110615463E1,1.179492430E1
1.057786183E1,-1.385518799E0,3.647015991E0,1.139849670E1,1.204766015E1
1.058790483E1,-1.520238647E0,3.719465332E0,1.145238464E1,1.213683080E1
1.059794783E1,-1.132694550E0,3.989803162E0,1.130509094E1,1.204186893E1
1.060799083E1,-5.099894714E-1,4.312082977E0,1.103325623E1,1.185693433E1
1.061803383E1,1.209484863E-1,4.558171234E0,1.082563797E1,1.174674385E1
1.062807683E1,8.388555908E-1,4.770878906E0,1.083596649E1,1.186942012E1
1.063811983E1,1.314716034E0,5.036277008E0,1.076157120E1,1.195424523E1
1.064816283E1,1.404080200E0,5.024451599E0,1.046249313E1,1.169103578E1
1.065820583E1,7.899073792E-1,4.678520966E0,1.002540207E1,1.109149218E1
1.066824883E1,-3.709286499E-1,4.109703827E0,9.828711090E0,1.065977557E1
1.067829183E1,-1.235231323E0,3.460054779E0,1.003168900E1,1.068328412E1
1.068833483E1,-1.764081573E0,2.960244141E0,1.023751099E1,1.080192855E1
1.069837783E1,-1.871408386E0,2.905907135E0,1.011611343E1,1.069028609E1
1.070842083E1,-1.504820709E0,3.178190918E0,9.513915710E0,1.014297664E1
1.071846383E1,-8.713380432E-1,3.606600037E0,8.811276855E0,9.560616802E0
1.072850683E1,-1.197509766E-3,3.915258179E0,8.504714355E0,9.362660643E0
1.073854983E1,7.201524353E-1,3.930376740E0,8.748856659E0,9.618158539E0
1.074859283E1,9.714797974E-1,3.722309418E0,9.406888275E0,1.016311505E1
1.075863483E1,9.068142700E-1,3.428171082E0,1.004306534E1,1.065071972E1
1.076867783E1,8.071215820E-1,3.151845703E0,1.019410126E1,1.070071386E1
1.077872096E1,7.358697510E-1,3.109184418E0,9.960137787E0,1.046006103E1
1.078876396E1,6.985972595E-1,3.379522247E0,9.239685974E0,9.863113385E0
1.079880696E1,6.818321228E-1,3.757785645E0,8.278235321E0,9.116744376E0
1.080884996E1,6.511459351E-1,4.032015381E0,7.580087128E0,8.610392553E0
1.081889296E1,6.053411865E-1,4.148622894E0,7.445666656E0,8.544908533E0
1.082893596E1,4.870870972E-1,4.115691376E0,7.644752655E0,8.695884802E0
1.083897896E1,8.831634521E-2,3.914509735E0,7.717351685E0,8.653825932E0
1.084902196E1,-2.447410583E-1,3.530109100E0,7.604187012E0,8.387206243E0
1.085906496E1,-4.912783813E-1,3.135829010E0,7.428452454E0,8.078160922E0
1.086910796E1,-7.554789734E-1,2.837649078E0,7.430697784E0,7.989885502E0
1.087915096E1,-9.816586304E-1,2.611768799E0,7.599396973E0,8.095419957E0
1.088919396E1,-1.098565521E0,2.482138367E0,7.863148499E0,8.318471097E0
1.089923696E1,-1.001866608E0,2.490670624E0,8.095764771E0,8.529278051E0
1.090927996E1,-7.625143433E-1,2.718047791E0,8.146060181E0,8.621340289E0
1.091932296E1,-4.818479919E-1,3.041525116E0,7.951015778E0,8.526529447E0
1.092936596E1,-3.164419556E-1,3.330274658E0,7.615263977E0,8.317638502E0
1.093940896E1,-1.239422607E-1,3.506607971E0,7.322023773E0,8.119340693E0
1.094945196E1,-6.107299805E-2,3.631897430E0,7.121889954E0,7.994731100E0
1.095949496E1,-1.279838562E-1,3.739523621E0,6.983727264E0,7.922932745E0
1.096953796E1,-2.531236267E-1,3.816014557E0,6.821913757E0,7.820776559E0
1.097958096E1,-3.793112183E-1,3.825894012E0,6.669680328E0,7.698439951E0
1.098962396E1,-3.971241760E-1,3.854634247E0,6.638245697E0,7.686495868E0
1.099966696E1,-3.556604004E-1,3.990551605E0,6.828500061E0,7.917032873E0
1.100970996E1,-2.772235107E-1,4.134851532E0,7.150330811E0,8.264446791E0
1.101975296E1,-2.429447937E-1,4.209845581E0,7.616012421E0,8.705484891E0
1.102979596E1,-2.712359619E-1,4.247118073E0,8.133186951E0,9.179341526E0
1.103983896E1,-3.445834351E-1,4.281247101E0,8.402626648E0,9.436734025E0
1.104988196E1,-3.842509460E-1,4.435426483E0,8.543034668E0,9.633488372E0
1.105992496E1,-2.655477905E-1,4.659510498E0,8.516689453E0,9.711619481E0
1.106996796E1,-1.652563477E-1,4.878056030E0,8.380323029E0,9.698069620E0
1.108001096E1,-1.460961914E-1,5.007387085E0,8.293802948E0,9.689294962E0
1.109005396E1,-2.679428101E-1,4.998405762E0,8.514743500E0,9.877080053E0
1.110009696E1,-4.942721558E-1,4.885839844E0,8.919651489E0,1.018213723E1
1.111013996E1,-8.659492493E-1,4.719685364E0,9.444609833E0,1.059367514E1
1.112018296E1,-1.178798676E0,4.576283569E0,1.011611343E1,1.116546858E1
1.113022596E1,-1.204994202E0,4.504133606E0,1.050216064E1,1.149063135E1
1.114026896E1,-1.031654663E0,4.563110962E0,1.039004379E1,1.139470504E1
1.115031196E1,-7.967930603E-1,4.709506531E0,9.987530823E0,1.107091247E1
1.116035496E1,-7.783813477E-1,4.810546417E0,9.868677979E0,1.100627273E1
1.117039796E1,-9.168434143E-1,4.686903534E0,1.011716125E1,1.118769943E1
1.118044096E1,-1.216969299E0,4.493655396E0,1.052476364E1,1.150845788E1
1.119048396E1,-1.637594604E0,4.413571930E0,1.083372116E1,1.181231762E1
1.120052696E1,-1.899400177E0,4.491859131E0,1.088192093E1,1.192479445E1
1.121056996E1,-1.920506287E0,4.840783539E0,1.067310516E1,1.187588748E1
1.122061296E1,-1.781146088E0,5.267845459E0,1.039618103E1,1.178996426E1
1.123065596E1,-1.534159698E0,5.459447021E0,1.020607635E1,1.167575275E1
1.124069896E1,-1.368454285E0,5.272635498E0,1.039947418E1,1.173977919E1
1.125074196E1,-1.272204437E0,4.905898132E0,1.103699844E1,1.214502677E1
1.126078496E1,-1.369352417E0,4.417912903E0,1.167871399E1,1.256126749E1
1.127082796E1,-1.623972931E0,3.824397125E0,1.188154221E1,1.258707061E1
1.128087096E1,-1.863774261E0,3.327131195E0,1.174188263E1,1.234565771E1
1.129091396E1,-1.971400452E0,3.115022278E0,1.127650040E1,1.186377869E1
1.130095696E1,-2.001188507E0,3.170556793E0,1.045485901E1,1.110681155E1
1.131099996E1,-2.048789520E0,3.345991974E0,9.655072174E0,1.042178581E1
1.132104296E1,-2.016456757E0,3.429967346E0,9.173822937E0,9.999490043E0
1.133108596E1,-1.863325195E0,3.399281158E0,9.087302856E0,9.879583310E0
1.134112896E1,-1.634151764E0,3.298989716E0,9.336534576E0,1.003616775E1
1.135117196E1,-1.425186310E0,3.102149048E0,9.848020935E0,1.042295549E1
1.136121496E1,-1.282682648E0,2.799927521E0,1.031385223E1,1.076384768E1
1.137125796E1,-1.348845062E0,2.543211365E0,1.049527496E1,1.088292716E1
1.138130096E1,-1.377285919E0,2.374512177E0,1.044572800E1,1.080039157E1
1.139134396E1,-1.232686615E0,2.316432953E0,1.027253815E1,1.060237794E1
1.140138696E1,-1.088087311E0,2.365530853E0,1.001462448E1,1.034757816E1
1.141142996E1,-1.021775208E0,2.506238251E0,9.583970032E0,9.958801952E0
1.142147296E1,-9.315129089E-1,2.667303314E0,8.823251953E0,9.264556023E0
1.143151596E1,-8.710386658E-1,2.808160400E0,8.050109711E0,8.570224008E0
1.144155896E1,-6.951544189E-1,2.935844879E0,7.455695801E0,8.042998489E0
1.145160196E1,-5.234614563E-1,3.070415039E0,7.039710846E0,7.697986048E0
1.146164496E1,-4.150868225E-1,3.180436249E0,6.859785004E0,7.572590184E0
1.147168796E1,-3.977229309E-1,3.307821350E0,6.895560608E0,7.658238813E0
1.148173096E1,-3.516188049E-1,3.395688629E0,6.899302826E0,7.697708525E0
1.149177396E1,-2.824626160E-1,3.440744934E0,6.824009399E0,7.647588843E0
1.150181696E1,-2.219883728E-1,3.517235870E0,6.677913208E0,7.550811335E0
1.151185996E1,-2.279759216E-1,3.610491943E0,6.636150055E0,7.558181835E0
1.152190296E1,-1.628613281E-1,3.602558441E0,6.624923401E0,7.542848348E0
1.153194596E1,-2.634521484E-2,3.546425171E0,6.597230988E0,7.490078923E0
1.154198896E1,9.879455566E-3,3.572920074E0,6.798412628E0,7.680121726E0
1.155203196E1,-7.170089722E-2,3.641178131E0,7.156018982E0,8.029441255E0
1.156207496E1,-1.020877075E-1,3.665876770E0,7.357500000E0,8.220819950E0
1.157211796E1,-1.549278259E-1,3.673061829E0,7.452851715E0,8.310257789E0
1.158216096E1,-3.504212952E-1,3.650159454E0,7.562124481E0,8.404295675E0
1.159220396E1,-4.593946838E-1,3.629652100E0,7.868986359E0,8.677923954E0
1.160224696E1,-5.569917297E-1,3.686533813E0,8.180787964E0,8.990331643E0
1.161228996E1,-6.894662476E-1,3.756139069E0,8.441246338E0,9.264911448E0
1.162233296E1,-6.809339905E-1,3.869902496E0,8.698261871E0,9.544609788E0
1.163237596E1,-5.004093933E-1,4.150419159E0,8.849148102E0,9.786920398E0
1.164241896E1,-3.261717224E-1,4.439617767E0,8.661438446E0,9.738434672E0
1.165246196E1,-1.922003174E-1,4.667743378E0,8.224646759E0,9.458836266E0
1.166250496E1,-3.592529297E-2,4.863985291E0,7.986192627E0,9.350877831E0
1.167254796E1,7.574249268E-2,5.069208527E0,8.151748352E0,9.599667349E0
1.168259096E1,-4.640350342E-3,5.156177673E0,8.522377625E0,9.960778589E0
1.169263396E1,-1.333726501E-1,5.078189850E0,8.898246002E0,1.024619843E1
1.170267696E1,-2.189945984E-1,4.908891907E0,9.121282196E0,1.036064512E1
1.171271996E1,-2.686912537E-1,4.742288361E0,9.377848663E0,1.051216150E1
1.172276296E1,-3.442840576E-1,4.642895050E0,9.966724091E0,1.100048158E1
1.173280596E1,-4.210743713E-1,4.402794342E0,1.062206131E1,1.150608918E1
1.174284896E1,-6.075865173E-1,4.157903595E0,1.110525650E1,1.187367027E1
1.175289196E1,-8.934919739E-1,4.091292114E0,1.129116989E1,1.204273709E1
1.176293496E1,-1.064436493E0,4.258644104E0,1.112516510E1,1.195986510E1
1.177297796E1,-8.815168762E-1,4.569846954E0,1.087713089E1,1.183099952E1
