"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
5.632740614E1,2.250055790E0,5.955760833E-3,1.847049356E0
5.633296114E1,2.284874201E0,3.617742956E-1,1.826127887E0
5.633851614E1,2.360466480E0,7.817317843E-1,1.846438527E0
5.634407114E1,2.484315872E0,1.274227381E0,1.891946673E0
5.634962614E1,2.633667946E0,1.811314821E0,1.937302113E0
5.635518114E1,2.790961027E0,2.390245438E0,1.957001925E0
5.636073614E1,2.916337490E0,2.952377558E0,1.928444743E0
5.636629114E1,2.959707737E0,3.371266127E0,1.838497519E0
5.637184614E1,2.843646765E0,3.469459772E0,1.677081108E0
5.637740114E1,2.552425385E0,3.186637402E0,1.457176089E0
5.638295614E1,2.179350376E0,2.676885366E0,1.201383829E0
5.638851114E1,1.853005171E0,2.168049574E0,9.614735842E-1
5.639406614E1,1.621646762E0,1.788102627E0,7.724163532E-1
5.639962114E1,1.466338873E0,1.527270913E0,6.233696342E-1
5.640517614E1,1.364632726E0,1.355011940E0,4.869979918E-1
5.641073114E1,1.301715493E0,1.247655511E0,3.358132839E-1
5.641628614E1,1.260483265E0,1.178018928E0,1.734806150E-1
5.642184114E1,1.214822531E0,1.088224411E0,2.183778957E-2
5.642739614E1,1.159846187E0,9.622371197E-1,-1.043021679E-1
5.643295114E1,1.091889501E0,7.924215794E-1,-1.863084137E-1
5.643850614E1,1.004080176E0,5.832064152E-1,-2.237228155E-1
5.644406114E1,9.011524320E-1,3.454341292E-1,-2.237228155E-1
5.644961614E1,7.777612805E-1,9.086353332E-2,-2.057028115E-1
5.645517114E1,6.540647149E-1,-1.356080920E-1,-1.901262105E-1
5.646072614E1,5.592306852E-1,-2.826695740E-1,-1.860029846E-1
5.646628114E1,4.979932308E-1,-3.235963285E-1,-1.815743446E-1
5.647183614E1,4.567610323E-1,-2.553341687E-1,-1.569877416E-1
5.647739114E1,4.364503622E-1,-9.345962852E-2,-9.788827598E-2
5.648294614E1,4.300364852E-1,1.148392856E-1,-2.122694254E-2
5.648850114E1,4.304946065E-1,3.382566571E-1,6.215370819E-2
5.649405614E1,4.347705245E-1,5.612159371E-1,1.316375881E-1
5.649961114E1,4.388937652E-1,7.456917763E-1,1.824906170E-1
5.650516614E1,4.321744442E-1,8.533536196E-1,2.287622988E-1
5.651072114E1,4.091149569E-1,8.826742768E-1,2.849602401E-1
5.651627614E1,3.709369898E-1,8.745805621E-1,3.457395434E-1
5.652183114E1,3.213056624E-1,8.646543026E-1,4.025483429E-1
5.652738614E1,2.845021188E-1,9.022213817E-1,4.347705245E-1
5.653294114E1,2.774773538E-1,1.018435121E0,4.245388508E-1
5.653849614E1,2.774773538E-1,1.138161182E0,4.046863019E-1
5.654405114E1,2.675510943E-1,1.212379098E0,3.840702176E-1
5.654960614E1,2.386885732E-1,1.216044188E0,3.603998721E-1
5.655516114E1,1.959292591E-1,1.151447058E0,3.190149665E-1
5.656071614E1,1.482831687E-1,1.037371397E0,2.580829561E-1
5.656627114E1,9.269607067E-2,8.919897079E-1,2.038702667E-1
5.657182614E1,2.580829710E-2,7.375980616E-1,1.588202864E-1
5.657738114E1,-5.207473040E-2,5.799994469E-1,1.298050433E-1
5.658293614E1,-1.288887709E-1,4.428642690E-1,1.201841980E-1
5.658849114E1,-1.864611208E-1,3.524588645E-1,1.247655526E-1
5.659404614E1,-2.174616307E-1,3.206948042E-1,1.372879148E-1
5.659960114E1,-2.261662036E-1,3.272614181E-1,1.557660550E-1
5.660515614E1,-2.057028115E-1,3.695625961E-1,1.617218107E-1
5.661071114E1,-1.517955512E-1,4.755446017E-1,1.270562261E-1
5.661626614E1,-8.261708915E-2,6.232169271E-1,5.375456065E-2
5.662182114E1,-1.313321572E-2,8.170081973E-1,-4.611896724E-2
5.662737614E1,2.962609194E-2,1.049588323E0,-1.635543555E-1
5.663293114E1,1.603474095E-2,1.271325827E0,-2.883199155E-1
5.663848614E1,-4.718795046E-2,1.473821759E0,-4.198047817E-1
5.664404114E1,-1.334701329E-1,1.679982662E0,-5.604523420E-1
5.664959614E1,-2.231119573E-1,1.878813505E0,-7.146912813E-1
5.665515114E1,-3.009949923E-1,2.053210258E0,-8.785510659E-1
5.666070614E1,-3.574983478E-1,2.186680555E0,-1.039662004E0
5.666626114E1,-3.881934285E-1,2.277391195E0,-1.197260618E0
5.667181614E1,-3.768927455E-1,2.344279051E0,-1.356539011E0
5.667737114E1,-3.275668323E-1,2.340308666E0,-1.486344099E0
5.668292614E1,-2.342599183E-1,2.270366669E0,-1.614927411E0
5.668848114E1,-1.082726792E-1,2.164079189E0,-1.734958887E0
5.669403614E1,2.550287358E-2,1.996401548E0,-1.843078852E0
5.669959114E1,1.592784226E-1,1.794821978E0,-1.930277348E0
5.670514614E1,2.698417902E-1,1.570946455E0,-1.987086177E0
5.671070114E1,3.429907262E-1,1.379140377E0,-2.014726877E0
5.671625614E1,3.826957941E-1,1.236049414E0,-2.006633282E0
5.672181114E1,3.888042867E-1,1.132205367E0,-1.960972428E0
5.672736614E1,3.739912212E-1,1.065470338E0,-1.885532737E0
5.673292114E1,3.448232710E-1,1.017824292E0,-1.786270142E0
5.673847614E1,3.083251417E-1,9.626953006E-1,-1.672347069E0
5.674403114E1,2.741177082E-1,8.616000414E-1,-1.545138121E0
5.674958614E1,2.374668717E-1,6.957550049E-1,-1.394564271E0
5.675514114E1,2.006633282E-1,4.789042473E-1,-1.233147860E0
5.676069614E1,1.496575773E-1,2.345653474E-1,-1.066844702E0
5.676625114E1,9.605573118E-2,5.573981255E-2,-9.141329527E-1
5.677180614E1,4.947862774E-2,-1.695101149E-2,-7.646280527E-1
5.677736114E1,7.941014133E-3,2.626643144E-2,-6.051968932E-1
5.678291614E1,-1.893626526E-2,1.953184158E-1,-4.332434237E-1
5.678847114E1,-2.657185495E-2,4.685198367E-1,-2.580829561E-1
5.679402614E1,-2.412846684E-2,7.727217674E-1,-7.085828483E-2
5.679958114E1,-2.168507688E-2,1.029277682E0,9.132166207E-2
5.680513614E1,-2.458660305E-2,1.150072694E0,2.250972092E-1
5.681069114E1,-4.337015375E-2,1.114796281E0,3.182514310E-1
5.681624614E1,-5.436540768E-2,1.000873208E0,3.578037918E-1
5.682180114E1,-4.275930673E-2,8.732061386E-1,3.741439581E-1
5.682735614E1,-3.176405653E-2,7.273663878E-1,3.979669809E-1
5.683291114E1,-3.710897267E-2,5.741963983E-1,4.126273096E-1
5.683846614E1,-6.719319522E-2,4.198047817E-1,4.081986845E-1
5.684402114E1,-1.125486046E-1,2.735068500E-1,3.776563108E-1
5.684957614E1,-1.635543555E-1,1.301104724E-1,3.295520842E-1
5.685513114E1,-2.162399292E-1,-1.435491070E-2,2.802261710E-1
5.686068614E1,-2.622061968E-1,-1.658450365E-1,2.392994165E-1
5.686624114E1,-3.052709103E-1,-3.210002482E-1,2.078407854E-1
5.687179614E1,-3.466558158E-1,-4.648547769E-1,1.965401024E-1
5.687735114E1,-3.891097009E-1,-5.903838873E-1,2.041756958E-1
5.688290614E1,-4.297310412E-1,-6.803311110E-1,2.101314515E-1
5.688846114E1,-4.683671296E-1,-7.307260633E-1,2.050919682E-1
5.689401614E1,-5.013529062E-1,-7.569924593E-1,1.872246861E-1
5.689957114E1,-5.248705149E-1,-7.606575489E-1,1.527118087E-1
5.690512614E1,-5.360184908E-1,-7.473716140E-1,1.084253863E-1
5.691068114E1,-5.334223509E-1,-7.252284288E-1,7.070557028E-2
5.691623614E1,-5.202891231E-1,-6.945333481E-1,2.840439789E-2
5.692179114E1,-4.953971207E-1,-6.522321701E-1,-1.725643501E-2
5.692734614E1,-4.569137394E-1,-6.024481058E-1,-6.520794332E-2
5.693290114E1,-4.065188468E-1,-5.500679612E-1,-1.038440317E-1
5.693845614E1,-3.469612300E-1,-4.937172830E-1,-1.291942000E-1
5.694401114E1,-2.796153426E-1,-4.311054647E-1,-1.488940120E-1
5.694956614E1,-2.028012872E-1,-3.544441164E-1,-1.597365588E-1
5.695512114E1,-1.287360638E-1,-2.820587158E-1,-1.496575773E-1
5.696067614E1,-4.978405312E-2,-2.133384049E-1,-1.220167428E-1
5.696623114E1,3.390202299E-2,-1.499630064E-1,-8.047912270E-2
5.697178614E1,1.238492802E-1,-8.383878320E-2,-3.924693540E-2
5.697734114E1,2.142546773E-1,-2.901524538E-3,-1.130067464E-2
5.698289614E1,3.066453338E-1,7.711946964E-2,5.650337320E-3
5.698845114E1,3.955236077E-1,1.550024897E-1,1.511846948E-2
5.699400614E1,4.847072959E-1,2.339545041E-1,1.863084175E-2
5.699956114E1,5.816792846E-1,3.220692277E-1,2.687728032E-2
5.700511614E1,6.803311110E-1,4.184303582E-1,3.817795217E-2
5.701067114E1,7.815790772E-1,5.239542127E-1,5.299099907E-2
5.701622614E1,8.814526200E-1,6.465818286E-1,6.765133142E-2
5.702178114E1,9.781191945E-1,7.846332788E-1,7.727217674E-2
5.702733614E1,1.066997409E0,9.338327646E-1,8.399149776E-2
5.703289114E1,1.137703061E0,1.088529825E0,9.559759498E-2
5.703844614E1,1.193290114E0,1.248113632E0,1.049130186E-1
5.704400114E1,1.235896707E0,1.410598993E0,1.035386100E-1
5.704955614E1,1.265217423E0,1.573084354E0,9.208522737E-2
5.705511114E1,1.281862974E0,1.724116445E0,7.177454978E-2
5.706066614E1,1.281404853E0,1.839108348E0,4.840964451E-2
5.706622114E1,1.255443811E0,1.897596955E0,2.550287358E-2
5.707177614E1,1.218640327E0,1.905079842E0,4.734066315E-3
5.707733114E1,1.173132181E0,1.868887186E0,-1.969982497E-2
5.708288614E1,1.127624035E0,1.798792481E0,-5.360184610E-2
5.708844114E1,1.088071704E0,1.707012653E0,-1.036913246E-1
5.709399614E1,1.059209108E0,1.598587275E0,-1.617218107E-1
5.709955114E1,1.041036487E0,1.484511495E0,-2.243336588E-1
5.710510614E1,1.028972149E0,1.363716483E0,-2.811424434E-1
5.711066114E1,1.022405624E0,1.234216928E0,-3.257342875E-1
5.711621614E1,1.025154471E0,1.095707297E0,-3.556658030E-1
5.712177114E1,1.030346632E0,9.426900148E-1,-3.709369898E-1
5.712732614E1,1.032484531E0,8.050966859E-1,-3.776563108E-1
5.713288114E1,1.035691500E0,7.033905983E-1,-3.859027624E-1
5.713843614E1,1.037982225E0,6.435275674E-1,-3.999522328E-1
5.714399114E1,1.040272832E0,6.131379604E-1,-4.159869850E-1
5.714954614E1,1.033095479E0,5.998520255E-1,-4.248442650E-1
5.715510114E1,1.003774762E0,5.822901726E-1,-4.213318825E-1
5.716065614E1,9.524635673E-1,5.581616759E-1,-4.101839364E-1
5.716621114E1,8.878664970E-1,5.508314967E-1,-4.022429287E-1
5.717176614E1,8.134958148E-1,5.667135715E-1,-3.950654566E-1
5.717732114E1,7.321004272E-1,6.079457402E-1,-3.834593594E-1
5.718287614E1,6.502469182E-1,6.867450476E-1,-3.817795515E-1
5.718843114E1,5.702258945E-1,7.968502641E-1,-3.817795515E-1
5.719398614E1,4.909684956E-1,9.243646264E-1,-3.782671690E-1
5.719954114E1,4.118637741E-1,1.068982720E0,-3.761292100E-1
5.720509614E1,3.341334462E-1,1.223374367E0,-3.825430870E-1
5.721065114E1,2.554868758E-1,1.372268319E0,-3.932329118E-1
5.721620614E1,1.765348613E-1,1.500240922E0,-4.001049399E-1
5.722176114E1,9.452861547E-2,1.597212911E0,-4.051444530E-1
5.722731614E1,1.343864016E-2,1.660740972E0,-4.126273096E-1
5.723287114E1,-6.413896382E-2,1.694337606E0,-4.205683470E-1
5.723842614E1,-1.389677525E-1,1.701056957E0,-4.340069890E-1
5.724398114E1,-2.098260373E-1,1.684105873E0,-4.509579837E-1
5.724953614E1,-2.771719396E-1,1.650203824E0,-4.677563012E-1
5.725509114E1,-3.443651497E-1,1.597823739E0,-4.796678126E-1
5.726064614E1,-4.094203711E-1,1.524522066E0,-4.848600030E-1
5.726620114E1,-4.744756222E-1,1.435185671E0,-4.895940721E-1
5.727175614E1,-5.325061083E-1,1.345543742E0,-4.987567961E-1
5.727731114E1,-5.835118294E-1,1.265064716E0,-5.175403357E-1
5.728286614E1,-6.361974478E-1,1.185501814E0,-5.404471159E-1
5.728842114E1,-6.916317940E-1,1.107771516E0,-5.589252710E-1
5.729397614E1,-7.476770282E-1,1.031110168E0,-5.729747415E-1
5.729953114E1,-8.043331504E-1,9.571976662E-1,-5.821374655E-1
5.730508614E1,-8.634325862E-1,8.855758309E-1,-5.873296261E-1
5.731064114E1,-9.263498783E-1,8.235748410E-1,-5.868715048E-1
5.731619614E1,-9.881981611E-1,7.676823139E-1,-5.917583108E-1
5.732175114E1,-1.046686769E0,7.178982496E-1,-6.084038615E-1
5.732730614E1,-1.102579355E0,6.708629727E-1,-6.291726828E-1
5.733286114E1,-1.152363300E0,6.267293096E-1,-6.514685750E-1
5.733841614E1,-1.199856758E0,5.819846988E-1,-6.713211536E-1
5.734397114E1,-1.244295835E0,5.355603099E-1,-6.875085831E-1
5.734952614E1,-1.283084631E0,4.903576374E-1,-7.049177289E-1
5.735508114E1,-1.312863469E0,4.515688419E-1,-7.226322889E-1
5.736063614E1,-1.334854007E0,4.182776511E-1,-7.426375747E-1
5.736619114E1,-1.351194143E0,3.819322586E-1,-7.597413063E-1
5.737174614E1,-1.365396380E0,3.442124426E-1,-7.750124335E-1
5.737730114E1,-1.379903913E0,3.034383655E-1,-7.896727920E-1
5.738285614E1,-1.393189907E0,2.512109280E-1,-8.043331504E-1
5.738841114E1,-1.405712247E0,2.049392611E-1,-8.150229454E-1
5.739396614E1,-1.415485859E0,1.563768983E-1,-8.173136115E-1
5.739952114E1,-1.421746969E0,1.082726792E-1,-8.130376935E-1
5.740507614E1,-1.418692708E0,7.024743408E-2,-8.035695553E-1
5.741063114E1,-1.407086611E0,4.230117425E-2,-7.884510756E-1
5.741618614E1,-1.387081385E0,2.932066843E-2,-7.679877281E-1
5.742174114E1,-1.358066201E0,3.451287001E-2,-7.440119386E-1
5.742729614E1,-1.320651770E0,5.436540768E-2,-7.156075835E-1
5.743285114E1,-1.276670814E0,8.521319181E-2,-6.775823236E-1
5.743840614E1,-1.223527074E0,1.279724985E-1,-6.291726828E-1
5.744396114E1,-1.161984205E0,1.885990947E-1,-5.711421967E-1
5.744951614E1,-1.083795786E0,2.707580328E-1,-5.042544007E-1
5.745507114E1,-9.949174523E-1,3.805578351E-1,-4.326325655E-1
5.746062614E1,-8.887827396E-1,5.367820263E-1,-3.584146202E-1
5.746618114E1,-7.351546884E-1,7.818844914E-1,-2.811424434E-1
5.747173614E1,-4.436278343E-1,1.249946237E0,-1.973036677E-1
5.747729114E1,3.390202299E-2,1.918060422E0,-8.200624585E-2
5.748284614E1,5.025745630E-1,2.406280041E0,6.123743951E-2
5.748840114E1,8.319739699E-1,2.535779715E0,2.029540092E-1
5.749395614E1,1.007592559E0,2.371156454E0,3.292466700E-1
5.749951114E1,1.071578860E0,2.059624195E0,4.230117202E-1
5.750506614E1,1.066997409E0,1.703347564E0,4.671454430E-1
5.751062114E1,1.018740535E0,1.339588046E0,4.760027230E-1
5.751617614E1,9.477295280E-1,1.009883285E0,4.514161348E-1
5.752173114E1,8.690829277E-1,7.389724851E-1,4.146125913E-1
5.752728614E1,7.915053368E-1,5.474718809E-1,3.938437700E-1
5.753284114E1,7.259919643E-1,4.428642690E-1,3.947600424E-1
5.753839614E1,6.846070886E-1,4.372139275E-1,4.086568058E-1
5.754395114E1,6.772769094E-1,5.323534012E-1,4.205683470E-1
5.754950614E1,7.168292403E-1,7.204943299E-1,4.324798584E-1
5.755506114E1,8.029587269E-1,9.741486907E-1,4.569137394E-1
5.756061614E1,9.257390499E-1,1.247197390E0,5.050179958E-1
5.756617114E1,1.059819937E0,1.476417780E0,5.856497884E-1
5.757172614E1,1.169161677E0,1.615080118E0,6.812474132E-1
5.757728114E1,1.248877168E0,1.656312346E0,7.780666947E-1
5.758283614E1,1.298661232E0,1.621035933E0,8.698465228E-1
5.758839114E1,1.331952453E0,1.537197113E0,9.626953006E-1
5.759394614E1,1.366312623E0,1.436560035E0,1.059819937E0
5.759950114E1,1.429229856E0,1.344474792E0,1.162136912E0
5.760505614E1,1.534295559E0,1.270104170E0,1.264453769E0
5.761061114E1,1.682731509E0,1.208408594E0,1.367839694E0
5.761616614E1,1.866291046E0,1.137092113E0,1.477028728E0
5.762172114E1,2.058860779E0,1.026528835E0,1.600878000E0
5.762727614E1,2.225774765E0,8.506048322E-1,1.737555027E0
5.763283114E1,2.358786583E0,6.142069101E-1,1.871636033E0
5.763838614E1,2.451941013E0,3.407000601E-1,1.994569063E0
5.764394114E1,2.506306410E0,4.566083103E-2,2.098871231E0
5.764949614E1,2.521577597E0,-2.449497581E-1,2.182099104E0
5.765505114E1,2.514858246E0,-4.808894992E-1,2.260745764E0
5.766060614E1,2.508444309E0,-6.276455522E-1,2.338017941E0
5.766616114E1,2.496227264E0,-6.875085831E-1,2.408112526E0
5.767171614E1,2.467823029E0,-6.925480962E-1,2.463852406E0
5.767727114E1,2.419107914E0,-6.613948941E-1,2.499281645E0
5.768282614E1,2.362604380E0,-5.741963983E-1,2.517759800E0
5.768838114E1,2.304268599E0,-4.225535989E-1,2.516079903E0
5.769393614E1,2.248376131E0,-2.276933193E-1,2.491340637E0
5.769949114E1,2.185153246E0,-1.710372418E-2,2.461867094E0
5.770504614E1,2.113837004E0,1.838650256E-1,2.435295343E0
5.771060114E1,2.038091898E0,3.775036037E-1,2.408417940E0
5.771615614E1,1.978228807E0,5.838172436E-1,2.377875566E0
5.772171114E1,1.948144674E0,8.237275481E-1,2.338170528E0
5.772726614E1,1.948297381E0,1.109604001E0,2.279223919E0
5.773282114E1,1.982810259E0,1.437323570E0,2.186222315E0
5.773837614E1,2.037175655E0,1.748092175E0,2.056570053E0
5.774393114E1,2.054890156E0,1.918365836E0,1.873926640E0
5.774948614E1,1.981283069E0,1.834832430E0,1.642262816E0
5.775504114E1,1.760919929E0,1.384485364E0,1.359440565E0
5.776059614E1,1.407697558E0,6.197045445E-1,1.041647315E0
5.776615114E1,1.053100705E0,-1.241547018E-1,7.757760286E-1
5.777170614E1,7.800519466E-1,-6.332958937E-1,5.981721878E-1
5.777726114E1,6.137487888E-1,-8.638907075E-1,4.940227270E-1
5.778281614E1,5.244123936E-1,-8.838959932E-1,4.263713956E-1
5.778837114E1,4.619532526E-1,-7.815790772E-1,3.623851240E-1
5.779392614E1,4.011739492E-1,-6.262711287E-1,2.719797492E-1
5.779948114E1,3.170297146E-1,-5.036435723E-1,1.762294322E-1
5.780503614E1,2.041756958E-1,-4.683671296E-1,1.023169160E-1
5.781059114E1,9.345962852E-2,-4.909684956E-1,5.650337040E-2
5.781614614E1,1.206423342E-2,-5.334223509E-1,2.687728032E-2
5.782170114E1,-3.329117596E-2,-5.763344169E-1,1.908897609E-2
5.782725614E1,-5.299099907E-2,-6.426113248E-1,2.672456764E-2
5.783281114E1,-5.971032009E-2,-7.391251922E-1,4.993676394E-2
5.783836614E1,-3.344388679E-2,-8.029587269E-1,8.108997345E-2
5.784392114E1,2.290677279E-2,-8.170081973E-1,1.004843712E-1
5.784947614E1,9.147437662E-2,-8.052493930E-1,1.157555580E-1
5.785503114E1,1.487413049E-1,-8.110524416E-1,1.366770715E-1
5.786058614E1,1.870719790E-1,-8.364025950E-1,1.652341783E-1
5.786614114E1,2.063136548E-1,-8.478559852E-1,1.899735034E-1
5.787169614E1,1.994416267E-1,-8.692356348E-1,2.241809368E-1
5.787725114E1,1.591257155E-1,-9.031376839E-1,2.651077211E-1
5.788280614E1,1.027750522E-1,-9.283351302E-1,2.976353168E-1
5.788836114E1,2.199050039E-2,-9.828532338E-1,3.356605768E-1
5.789391614E1,-3.222219273E-2,-9.726215601E-1,3.385621011E-1
5.789947114E1,-4.734066129E-2,-8.783983588E-1,3.083251417E-1
5.790502614E1,-4.413371533E-2,-7.440119386E-1,2.651077211E-1
5.791058114E1,-4.947862774E-2,-6.192464232E-1,2.318165302E-1
5.791613614E1,-6.459710002E-2,-5.210527182E-1,2.307475507E-1
5.792169114E1,-4.642439261E-2,-3.691044450E-1,1.992889196E-1
5.792724614E1,-2.290677279E-2,-1.928750277E-1,1.348445266E-1
5.793280114E1,-8.857285604E-3,-3.558185324E-2,5.375456065E-2
5.793835614E1,-2.443389036E-3,8.628217876E-2,-3.985778242E-2
5.794391114E1,-1.985253533E-3,1.702736765E-1,-1.301104724E-1
5.794946614E1,2.901524538E-3,2.177670449E-1,-2.021904439E-1
5.795502114E1,1.756185852E-2,2.716743052E-1,-2.560977042E-1
5.796057614E1,3.573456407E-2,3.338280320E-1,-2.953446507E-1
5.796613114E1,4.245388508E-2,3.866663277E-1,-3.323009014E-1
5.797168614E1,5.253286287E-2,4.621059597E-1,-3.869717419E-1
5.797724114E1,4.581354558E-2,5.221216679E-1,-4.492781460E-1
5.798279614E1,2.718270384E-2,5.676298141E-1,-4.869979918E-1
5.798835114E1,2.046338283E-2,6.705575585E-1,-5.447230339E-1
5.799390614E1,1.908897609E-2,8.017370105E-1,-6.113054156E-1
5.799946114E1,4.138490185E-2,9.846857786E-1,-6.783458591E-1
5.800501614E1,5.940489471E-2,1.152821541E0,-7.824953198E-1
5.801057114E1,5.726693198E-2,1.293927193E0,-8.984035850E-1
5.801612614E1,4.001049697E-2,1.401130915E0,-1.003927469E0
5.802168114E1,4.581354558E-3,1.450151443E0,-1.085170150E0
5.802723614E1,-3.680354729E-2,1.457481503E0,-1.147629261E0
5.803279114E1,-7.238540053E-2,1.443432093E0,-1.175117373E0
5.803834614E1,-9.300149232E-2,1.421136141E0,-1.161067963E0
5.804390114E1,-1.012479365E-1,1.391357303E0,-1.130220175E0
5.804945614E1,-9.193251282E-2,1.368603230E0,-1.091736794E0
5.805501114E1,-6.490252167E-2,1.355928183E0,-1.052947998E0
5.806056614E1,-2.733541466E-2,1.362342119E0,-1.026681542E0
5.806612114E1,1.511846948E-2,1.388150454E0,-1.020420313E0
5.807167614E1,5.085303262E-2,1.401894450E0,-1.027292371E0
5.807723114E1,7.895200700E-2,1.417318344E0,-1.048977494E0
5.808278614E1,1.070509851E-1,1.444959164E0,-1.058903694E0
5.808834114E1,1.415638477E-1,1.490314603E0,-1.038898468E0
5.809389614E1,1.809635013E-1,1.541625738E0,-9.978190064E-1
5.809945114E1,2.136438340E-1,1.555217147E0,-9.503256083E-1
5.810500614E1,2.234173864E-1,1.497644782E0,-9.006943107E-1
5.811056114E1,1.985253543E-1,1.353026628E0,-8.559496999E-1
5.811611614E1,1.462979168E-1,1.138924718E0,-8.144121170E-1
5.812167114E1,6.780404598E-2,8.713735938E-1,-7.690566778E-1
5.812722614E1,-1.863084175E-2,5.903838873E-1,-7.340856791E-1
5.813278114E1,-8.460234851E-2,3.599417508E-1,-7.085828185E-1
5.813833614E1,-1.275143623E-1,1.933331639E-1,-6.678087711E-1
5.814389114E1,-1.513374150E-1,8.276980370E-2,-6.061131954E-1
5.814944614E1,-1.638597846E-1,6.108472589E-3,-5.288410187E-1
5.815500114E1,-1.681357026E-1,-4.779879749E-2,-4.431696832E-1
5.816055614E1,-1.743968874E-1,-8.536590636E-2,-3.588727713E-1
5.816611114E1,-1.782146841E-1,-9.376505762E-2,-2.826695740E-1
5.817166614E1,-1.885990947E-1,-8.093725890E-2,-2.183778882E-1
5.817722114E1,-2.092151791E-1,-5.696150661E-2,-1.763821393E-1
5.818277614E1,-2.373141646E-1,-1.343864016E-2,-1.278197914E-1
5.818833114E1,-2.791571915E-1,4.459185153E-2,-7.482878864E-2
5.819388614E1,-3.113794029E-1,1.026223376E-1,-5.818320066E-2
5.819944114E1,-3.190149665E-1,1.530172378E-1,-7.498150319E-2
5.820499614E1,-3.171824515E-1,1.893626451E-1,-9.880454093E-2
5.821055114E1,-3.193204105E-1,2.141019702E-1,-1.142284349E-1
5.821610614E1,-3.235963285E-1,2.238755226E-1,-1.133121699E-1
5.822166114E1,-3.280249834E-1,2.327328026E-1,-9.834641218E-2
5.822721614E1,-3.353551328E-1,2.481566966E-1,-8.383878320E-2
5.823277114E1,-3.547495604E-1,2.692309320E-1,-8.231166750E-2
5.823832614E1,-3.944546282E-1,2.854183912E-1,-9.025268257E-2
5.824388114E1,-4.578300118E-1,2.996205688E-1,-8.796200156E-2
5.824943614E1,-5.392253995E-1,3.402419090E-1,-6.688777357E-2
5.825499114E1,-6.288672686E-1,4.317162931E-1,-2.748812735E-2
5.826054614E1,-7.096518278E-1,5.573981404E-1,2.092151903E-2
5.826610114E1,-7.632536292E-1,6.693359017E-1,7.620319724E-2
5.827165614E1,-7.718055248E-1,7.321004272E-1,1.349972486E-1
5.827721114E1,-7.266027927E-1,7.571451664E-1,1.899735034E-1
5.828276614E1,-6.380299330E-1,7.795938253E-1,2.414373755E-1
5.828832114E1,-5.309789777E-1,7.988355160E-1,2.903051674E-1
5.829387614E1,-4.428642690E-1,7.884510756E-1,3.350497186E-1
5.829943114E1,-3.984251320E-1,7.075138092E-1,3.619270027E-1
5.830498614E1,-3.947600424E-1,5.528167486E-1,3.565820754E-1
5.831054114E1,-4.149180055E-1,3.587200642E-1,3.338280320E-1
5.831609614E1,-4.446968138E-1,1.511846930E-1,3.164188862E-1
5.832165114E1,-4.760027230E-1,-4.581354558E-2,3.052709103E-1
5.832720614E1,-4.982986450E-1,-2.240282297E-1,2.915268540E-1
5.833276114E1,-5.041016936E-1,-3.868190348E-1,2.594573796E-1
5.833831614E1,-4.920374751E-1,-5.239542127E-1,2.119639963E-1
5.834387114E1,-4.640912116E-1,-6.209262609E-1,1.554606259E-1
5.834942614E1,-4.164451063E-1,-6.694886088E-1,9.651386738E-2
5.835498114E1,-3.410054743E-1,-6.699467301E-1,6.245913357E-2
5.836053614E1,-2.367033064E-1,-6.166502833E-1,6.047387794E-2
5.836609114E1,-1.049130186E-1,-5.132644176E-1,8.444963396E-2
5.837164614E1,5.085303262E-2,-3.658975065E-1,1.250709742E-1
5.837720114E1,2.205158621E-1,-1.719534993E-1,1.736333370E-1
5.838275614E1,4.001049399E-1,5.971032009E-2,2.240282297E-1
5.838831114E1,5.833591223E-1,3.170297146E-1,2.790044844E-1
5.839386614E1,7.608102560E-1,5.845808387E-1,3.422271907E-1
5.839942114E1,9.272661209E-1,8.577822447E-1,4.019374847E-1
5.840497614E1,1.078908920E0,1.140909910E0,4.566083252E-1
5.841053114E1,1.216807723E0,1.430757046E0,5.016583204E-1
5.841608614E1,1.338366389E0,1.716175318E0,5.322006941E-1
5.842164114E1,1.428466320E0,1.985558987E0,5.444176197E-1
5.842719614E1,1.490467310E0,2.228370905E0,5.451811552E-1
5.843275114E1,1.525591016E0,2.443236351E0,5.457920432E-1
5.843830614E1,1.538877010E0,2.620382071E0,5.549547076E-1
5.844386114E1,1.539182425E0,2.764541864E0,5.825955868E-1
5.844941614E1,1.532615781E0,2.887169600E0,6.262711287E-1
5.845497114E1,1.533532023E0,3.001092672E0,6.456655264E-1
5.846052614E1,1.553384542E0,3.126468897E0,6.184828281E-1
5.846608114E1,1.593547821E0,3.260397196E0,5.506787896E-1
5.847163614E1,1.649440289E0,3.391118526E0,4.639385045E-1
5.847719114E1,1.721214890E0,3.514662504E0,3.758237660E-1
5.848274614E1,1.801541328E0,3.616215706E0,2.976353168E-1
5.848830114E1,1.880187869E0,3.682798147E0,2.351761907E-1
5.849385614E1,1.952726007E0,3.704483271E0,1.887518018E-1
5.849941114E1,2.014421463E0,3.672871828E0,1.565296054E-1
5.850496614E1,2.057638884E0,3.584757090E0,1.327065676E-1
5.851052114E1,2.071841240E0,3.433114290E0,1.014006436E-1
5.851607614E1,2.058860779E0,3.225426197E0,6.230641901E-2
5.852163114E1,2.012283564E0,2.961998463E0,1.313321572E-2
