"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
4.193731137E0,5.609105229E-1,9.208522737E-2,-8.124268800E-2
4.199286137E0,4.607315361E-1,1.070509851E-1,-5.894676223E-2
4.204841137E0,3.500154912E-1,9.926267713E-2,-5.054761097E-2
4.210396137E0,2.451024652E-1,5.955760926E-2,-8.964183182E-2
4.215951137E0,1.623326540E-1,3.680354729E-2,-1.372879148E-1
4.221506137E0,1.400367320E-1,4.871506989E-2,-1.609582454E-1
4.227061137E0,2.121167034E-1,1.087308154E-1,-1.424801201E-1
4.232616137E0,3.246653080E-1,1.672194302E-1,-1.018587798E-1
4.238171137E0,4.144598544E-1,1.537808031E-1,-8.780929446E-2
4.243726137E0,4.807367921E-1,5.925218388E-2,-9.162709117E-2
4.249281137E0,5.442649126E-1,-3.894151375E-2,-1.140757278E-1
4.254836137E0,6.010736823E-1,-1.423274130E-1,-1.241547018E-1
4.260391137E0,6.566607952E-1,-2.415900975E-1,-1.305686086E-1
4.265946137E0,7.128587365E-1,-3.374931216E-1,-1.476723254E-1
4.271501137E0,7.638645172E-1,-4.454603493E-1,-1.721062213E-1
4.277056137E0,7.999044657E-1,-5.438067913E-1,-1.983726472E-1
4.282611137E0,8.258655071E-1,-6.339067221E-1,-2.292204350E-1
4.288166137E0,8.506048322E-1,-7.078192830E-1,-2.677038014E-1
4.293721137E0,8.623636365E-1,-7.395833135E-1,-2.976353168E-1
4.299276137E0,8.660287261E-1,-7.424848676E-1,-3.187095523E-1
4.304831137E0,8.637380004E-1,-7.441646457E-1,-3.377985358E-1
4.310386137E0,8.638907075E-1,-7.200362086E-1,-3.652866483E-1
4.315941137E0,8.699992299E-1,-6.791094542E-1,-3.900259733E-1
4.321496137E0,8.692356348E-1,-6.401679516E-1,-4.253024161E-1
4.327051137E0,8.472451568E-1,-6.358919740E-1,-4.549284875E-1
4.332606137E0,8.179244995E-1,-6.157340407E-1,-4.764608741E-1
4.338161137E0,7.846332788E-1,-5.818319917E-1,-5.037962794E-1
4.343716137E0,7.498149872E-1,-5.160132051E-1,-5.402944088E-1
4.349271137E0,7.308787704E-1,-4.013266563E-1,-5.326588154E-1
4.354826137E0,7.386670709E-1,-2.913741469E-1,-4.886777997E-1
4.360381137E0,7.669187188E-1,-1.887518018E-1,-4.190412164E-1
4.365936137E0,8.041804433E-1,-1.166718230E-1,-3.420744538E-1
4.371491137E0,8.502993584E-1,-1.264453828E-1,-2.542651594E-1
4.377046137E0,9.077190161E-1,-1.395785958E-1,-1.606528312E-1
4.382601137E0,9.715525508E-1,-1.843231618E-1,-7.528692484E-2
4.388156137E0,1.012479305E0,-2.845021188E-1,-7.788302377E-3
4.393711137E0,1.042105436E0,-3.300102353E-1,7.498150319E-2
4.399266137E0,1.069746256E0,-3.319954872E-1,1.608055383E-1
4.404821137E0,1.094180107E0,-2.930539846E-1,2.403683960E-1
4.410376137E0,1.112505555E0,-2.483094037E-1,3.153499067E-1
4.415931137E0,1.116476059E0,-1.965401024E-1,4.042281806E-1
4.421486137E0,1.114643574E0,-2.076880634E-1,4.882196784E-1
4.427041137E0,1.106855273E0,-3.028275371E-1,5.561764240E-1
4.432596137E0,1.060736299E0,-5.129590034E-1,5.934380889E-1
4.438151137E0,9.640696645E-1,-8.127322793E-1,5.928272605E-1
4.443706137E0,8.434273601E-1,-1.098303318E0,5.577035546E-1
4.449261137E0,7.867712975E-1,-1.181378603E0,4.993676245E-1
4.454816137E0,8.958075047E-1,-8.819107413E-1,4.278984964E-1
4.460371137E0,1.123806238E0,-2.272351831E-1,3.182514310E-1
4.465926137E0,1.288124204E0,4.092676640E-1,2.023431510E-1
4.471481137E0,1.301868200E0,7.695148587E-1,7.543963939E-2
4.477036137E0,1.183058381E0,9.772028923E-1,-6.200099736E-2
4.482591137E0,1.043479800E0,1.142895222E0,-1.821851879E-1
4.488146137E0,9.265025854E-1,1.193900943E0,-3.032856584E-1
4.493701137E0,7.611156702E-1,1.037676811E0,-3.524588645E-1
4.499256137E0,6.021426916E-1,7.802046537E-1,-2.808370292E-1
4.504811137E0,5.489989519E-1,6.368082762E-1,-2.166980654E-1
4.510366137E0,5.975613594E-1,6.361974478E-1,-2.339545041E-1
4.515921137E0,6.907155514E-1,5.971031785E-1,-2.886253297E-1
4.521476137E0,7.817317843E-1,5.033381581E-1,-3.755183518E-1
4.527031137E0,8.987090588E-1,4.277457893E-1,-4.685198367E-1
4.532586137E0,1.049282908E0,4.091149569E-1,-5.066977739E-1
4.538141137E0,1.265522838E0,4.915793240E-1,-5.123481154E-1
4.543696137E0,1.537655234E0,4.845545888E-1,-5.195255876E-1
4.549251137E0,1.786270142E0,3.283303976E-1,-5.816792846E-1
4.554806137E0,1.969829679E0,1.262926757E-1,-6.893411279E-1
4.560361137E0,2.047101974E0,-1.301104724E-1,-8.318212628E-1
4.565916137E0,1.981893897E0,-4.350759685E-1,-9.828532338E-1
4.571471137E0,1.806580782E0,-7.971556783E-1,-1.108840466E0
4.577026137E0,1.548192382E0,-1.143353343E0,-1.190693974E0
4.582581137E0,1.202452779E0,-1.418081880E0,-1.277892470E0
4.588136137E0,8.066238165E-1,-1.602099657E0,-1.390899181E0
4.593691137E0,3.497100472E-1,-1.799097896E0,-1.506043911E0
4.599246137E0,-1.139230132E-1,-2.084668875E0,-1.564227104E0
4.604801137E0,-4.618005157E-1,-2.410250664E0,-1.657839417E0
4.610356137E0,-6.911736727E-1,-2.665279388E0,-1.764890432E0
4.615911137E0,-7.953231335E-1,-2.661156178E0,-1.839719176E0
4.621466137E0,-7.921161652E-1,-2.246237993E0,-1.871025205E0
4.627021137E0,-7.931851745E-1,-1.811162114E0,-1.765959382E0
4.632576137E0,-7.427902818E-1,-1.761530757E0,-1.564532518E0
4.638131137E0,-6.699467301E-1,-1.879271626E0,-1.411515355E0
4.643686137E0,-5.775560737E-1,-1.931804419E0,-1.281862974E0
4.649241137E0,-4.657710493E-1,-1.760309100E0,-1.206881523E0
4.654796137E0,-4.434750974E-1,-1.370588541E0,-1.073869467E0
4.660351137E0,-5.100574493E-1,-1.027750492E0,-9.648332596E-1
4.665906137E0,-5.948125124E-1,-8.675557971E-1,-9.700254202E-1
4.671461137E0,-6.444438696E-1,-8.382351398E-1,-9.993461370E-1
4.677016137E0,-6.247440577E-1,-8.240329623E-1,-1.007897973E0
4.682571137E0,-5.415160656E-1,-8.463288546E-1,-9.240592122E-1
4.688126137E0,-4.454603493E-1,-9.155073166E-1,-7.991409302E-1
4.693681137E0,-3.666610718E-1,-9.759812355E-1,-6.771242023E-1
4.699236137E0,-3.002314270E-1,-9.547542930E-1,-5.780141950E-1
4.704791137E0,-2.677038014E-1,-8.875610828E-1,-5.459447503E-1
4.710346137E0,-2.805316150E-1,-8.904625773E-1,-5.198310018E-1
4.715901137E0,-2.663294077E-1,-9.726215601E-1,-5.054761171E-1
4.721456137E0,-1.960819662E-1,-1.019962192E0,-5.068505406E-1
4.727011137E0,-1.290414780E-1,-1.021489382E0,-4.947862923E-1
4.732566137E0,-9.956810623E-2,-1.005607247E0,-4.628695250E-1
4.738121137E0,-1.114796251E-1,-9.927794933E-1,-3.988832533E-1
4.743676137E0,-1.511846930E-1,-9.764393568E-1,-3.199312389E-1
4.749231137E0,-1.785201132E-1,-9.587247968E-1,-2.785463631E-1
4.754786137E0,-1.704263836E-1,-9.213103652E-1,-2.945810854E-1
4.760341137E0,-1.449235082E-1,-9.005415440E-1,-3.500154912E-1
4.765896137E0,-1.152974218E-1,-8.699992299E-1,-4.475983381E-1
4.771451137E0,-8.780929446E-2,-8.247964978E-1,-6.085565686E-1
4.777006137E0,-6.933116168E-2,-7.585195899E-1,-8.067765236E-1
4.782561137E0,-9.987352788E-2,-7.027797699E-1,-1.008356094E0
4.788116137E0,-1.884463727E-1,-5.974085927E-1,-1.194969893E0
4.793671137E0,-2.770192325E-1,-4.479037523E-1,-1.344016671E0
4.799226137E0,-2.667875290E-1,-4.175141156E-1,-1.500546336E0
4.804781137E0,-1.505738497E-1,-5.361711979E-1,-1.617370844E0
4.810336137E0,-1.450762246E-2,-7.214106321E-1,-1.667613029E0
4.815891137E0,9.391776472E-2,-8.344173431E-1,-1.696780920E0
4.821446137E0,1.614163816E-1,-8.916842937E-1,-1.729003191E0
4.827001137E0,1.896680743E-1,-9.083298445E-1,-1.810245872E0
4.832556137E0,1.794363856E-1,-9.019159675E-1,-1.895764470E0
4.838111137E0,1.420219839E-1,-8.719844818E-1,-1.899429560E0
4.843666137E0,9.452861547E-2,-8.365553021E-1,-1.867207408E0
4.849221137E0,1.985253580E-2,-7.861604095E-1,-1.848271132E0
4.854776137E0,-8.551861346E-2,-6.180247068E-1,-1.870108843E0
4.860331137E0,-2.748812735E-1,-2.759502530E-1,-1.903705478E0
4.865886137E0,-4.556920528E-1,4.169032723E-2,-2.042978764E0
4.871441137E0,-5.795413256E-1,2.490729690E-1,-2.256317139E0
4.876996137E0,-6.343649030E-1,2.339545041E-1,-2.499128819E0
4.882551137E0,-6.607840061E-1,-1.450762246E-2,-2.775231838E0
4.888106137E0,-6.940752268E-1,-4.011739492E-1,-3.021097898E0
4.893661137E0,-6.410841942E-1,-9.767447710E-1,-3.146626949E0
4.899216137E0,-5.314370990E-1,-1.564685225E0,-3.119749546E0
4.904771137E0,-4.628695250E-1,-1.895459056E0,-3.000176430E0
4.910326137E0,-3.171824515E-1,-1.930124640E0,-2.945352793E0
4.915881137E0,-1.235438585E-1,-1.720451355E0,-2.956653357E0
4.921436137E0,3.649812192E-2,-1.307824016E0,-2.840286970E0
4.926991137E0,1.110214889E-1,-8.177717924E-1,-2.670318842E0
4.932546137E0,3.252761811E-2,-2.733541429E-1,-2.496990919E0
4.938101137E0,-2.953446507E-1,3.900259733E-1,-2.350234747E0
4.943656137E0,-1.058292866E0,1.254985690E0,-2.256164312E0
4.949211137E0,-1.932720780E0,2.171409369E0,-2.237075329E0
4.954766137E0,-2.604041815E0,2.898775578E0,-2.270213842E0
4.960321137E0,-3.087222099E0,3.365463018E0,-2.311751366E0
4.965876137E0,-3.400281191E0,3.599264860E0,-2.326869965E0
4.971431137E0,-3.593003511E0,3.643551111E0,-2.304879427E0
4.976986137E0,-3.700970888E0,3.583688259E0,-2.249139547E0
4.982541137E0,-3.721892357E0,3.577732325E0,-2.159192324E0
4.988096137E0,-3.705704927E0,3.628890753E0,-2.045727491E0
4.993651137E0,-3.674093485E0,3.708911896E0,-1.942341566E0
4.999206137E0,-3.586589575E0,3.845436096E0,-1.857433796E0
5.004761137E0,-3.383024931E0,3.983487606E0,-1.760003686E0
5.010316137E0,-2.959249496E0,3.975852013E0,-1.609124422E0
5.015871137E0,-2.450108290E0,3.863761663E0,-1.455343604E0
5.021426137E0,-1.921725512E0,3.715936661E0,-1.331341624E0
5.026981137E0,-1.399451017E0,3.480913162E0,-1.238340139E0
5.032536137E0,-9.373451471E-1,3.118986130E0,-1.122126460E0
5.038091137E0,-5.109737515E-1,2.724684238E0,-8.942803741E-1
5.043646137E0,-1.374406368E-1,2.269144773E0,-5.564818382E-1
5.049201137E0,1.359135211E-1,1.664253354E0,-1.299577504E-1
5.054756137E0,3.295520842E-1,9.681929350E-1,3.987305462E-1
5.060311137E0,5.381564498E-1,3.521534503E-1,9.949174523E-1
5.065866137E0,8.396095634E-1,-1.572931744E-2,1.605764747E0
5.071421137E0,1.048061132E0,-3.490992188E-1,2.019461155E0
5.076976137E0,1.067608237E0,-6.781931520E-1,2.092304468E0
5.082531137E0,9.970554113E-1,-9.495620728E-1,1.852241635E0
5.088086137E0,8.903098702E-1,-1.161220670E0,1.411668062E0
5.093641137E0,7.543963790E-1,-1.299577594E0,8.835905790E-1
5.099196137E0,6.001574397E-1,-1.329203606E0,3.607053161E-1
5.104751137E0,4.506525695E-1,-1.225664973E0,-8.704573661E-2
5.110306137E0,3.229855001E-1,-1.028972149E0,-3.988832533E-1
5.115861137E0,2.229592502E-1,-7.989882231E-1,-5.647283196E-1
5.121416137E0,1.415638477E-1,-5.841227174E-1,-6.140542030E-1
5.126971137E0,7.360709459E-2,-4.169032574E-1,-5.679352283E-1
5.132526137E0,2.076880634E-2,-2.994678617E-1,-4.727957845E-1
5.138081137E0,-2.993151546E-2,-2.382304370E-1,-3.681881726E-1
5.143636137E0,-8.429691941E-2,-2.356343269E-1,-2.849602401E-1
5.149191137E0,-1.507265568E-1,-2.597627938E-1,-2.134911120E-1
5.154746137E0,-2.283041626E-1,-2.698417902E-1,-1.511846930E-1
5.160301137E0,-3.107685447E-1,-2.313583940E-1,-1.052184403E-1
5.165856137E0,-3.918585181E-1,-1.319430023E-1,-7.574506104E-2
5.171411137E0,-4.737120569E-1,1.481304597E-2,-5.558710173E-2
5.176966137E0,-5.570927262E-1,1.840177327E-1,-3.802524135E-2
5.182521137E0,-6.361974478E-1,3.602471650E-1,-2.565558441E-2
5.188076137E0,-7.061394453E-1,5.277720094E-1,-1.618745178E-2
5.193631137E0,-7.603521347E-1,6.798729897E-1,-7.330167107E-3
5.199186137E0,-7.982246280E-1,7.957812548E-1,9.162708884E-4
5.204741137E0,-8.235748410E-1,8.545753360E-1,1.145338640E-2
5.210296137E0,-8.391514421E-1,8.499939442E-1,2.428117767E-2
5.215851137E0,-8.510629535E-1,7.812736630E-1,3.878879920E-2
5.221406137E0,-8.553388715E-1,6.584933400E-1,5.238015205E-2
5.226961137E0,-8.470924497E-1,5.111264586E-1,6.215370819E-2
5.232516137E0,-8.214368224E-1,3.631486893E-1,6.413896382E-2
5.238071137E0,-7.795938253E-1,2.315111160E-1,5.971032009E-2
5.243626137E0,-7.183563709E-1,1.261399537E-1,5.222744122E-2
5.249181137E0,-6.467345357E-1,4.291202128E-2,5.070032179E-2
5.254736137E0,-5.683933496E-1,-2.489202656E-2,5.299099907E-2
5.260291137E0,-4.908157587E-1,-7.650861889E-2,5.299099907E-2
5.265846137E0,-4.132381678E-1,-1.097997949E-1,5.222744122E-2
5.271401137E0,-3.402419090E-1,-1.307213157E-1,5.375456065E-2
5.276956137E0,-2.796153426E-1,-1.484358907E-1,5.329642445E-2
5.282511137E0,-2.328855246E-1,-1.850867122E-1,6.016845629E-2
5.288066137E0,-2.079934925E-1,-2.458660156E-1,7.482878864E-2
5.293621137E0,-2.031067163E-1,-3.104631305E-1,7.757759839E-2
5.299176137E0,-2.105895877E-1,-3.509317636E-1,7.085828483E-2
5.304731137E0,-2.232646793E-1,-3.555130959E-1,5.741964281E-2
5.310286137E0,-2.399102598E-1,-3.278722763E-1,4.413371533E-2
5.315841137E0,-2.629697323E-1,-2.881672084E-1,3.665083647E-2
5.321396137E0,-3.011476994E-1,-2.533488870E-1,4.169032723E-2
5.326951137E0,-3.370349705E-1,-2.119639963E-1,6.001574174E-2
5.332506137E0,-3.590254784E-1,-1.491994411E-1,9.193251282E-2
5.338061137E0,-3.594835997E-1,-7.024743408E-2,1.136175916E-1
5.343616137E0,-3.452814221E-1,1.175880991E-2,1.238492802E-1
5.349171137E0,-3.251234591E-1,8.490777016E-2,1.426328421E-1
5.354726137E0,-3.002314270E-1,1.473668963E-1,1.733279079E-1
5.360281137E0,-2.730487287E-1,1.944021434E-1,1.995943487E-1
5.365836137E0,-2.490729690E-1,2.278460264E-1,2.174616307E-1
5.371391137E0,-2.325800955E-1,2.392994165E-1,2.180724740E-1
5.376946137E0,-2.228065431E-1,2.232646793E-1,2.075353563E-1
5.382501137E0,-2.177670449E-1,1.878355294E-1,1.892099380E-1
5.388056137E0,-2.142546773E-1,1.472141892E-1,1.690519750E-1
5.393611137E0,-1.995943487E-1,1.209477559E-1,1.545443535E-1
5.399166137E0,-1.792836636E-1,9.788827598E-2,1.365243644E-1
5.404721137E0,-1.582094431E-1,6.749862432E-2,1.127013192E-1
5.410276137E0,-1.383569092E-1,3.558185324E-2,8.582404256E-2
5.415831137E0,-1.267508119E-1,-3.206948051E-3,6.306997687E-2
5.421386137E0,-1.140757278E-1,-3.038965166E-2,5.543438718E-2
5.426941137E0,-9.177979827E-2,-4.520269856E-2,5.176930502E-2
5.432496137E0,-8.567132801E-2,-9.376505762E-2,3.985778242E-2
5.438051137E0,-9.208522737E-2,-1.727170646E-1,1.924168877E-2
5.443606137E0,-9.956810623E-2,-2.548760176E-1,-1.374406274E-3
5.449161137E0,-1.082726792E-1,-3.393256664E-1,-6.872031838E-3
5.454716137E0,-1.140757278E-1,-4.130854607E-1,-1.832541777E-3
5.460271137E0,-1.127013192E-1,-4.657710493E-1,1.832541777E-3
5.465826137E0,-1.010952219E-1,-4.969242513E-1,-3.665083554E-3
5.471381137E0,-8.414421231E-2,-5.144860744E-1,-1.328592747E-2
5.476936137E0,-6.917845458E-2,-5.291464329E-1,-2.855710872E-2
5.482491137E0,-5.344913527E-2,-5.444176197E-1,-4.566083103E-2
5.488046137E0,-4.046862945E-2,-5.622848868E-1,-6.948387623E-2
5.493601137E0,-3.176405653E-2,-5.838172436E-1,-9.926267713E-2
5.499156137E0,-2.626643144E-2,-6.039752364E-1,-1.342336833E-1
5.504711137E0,-2.275406010E-2,-6.207735538E-1,-1.791309565E-1
5.510266137E0,-1.679829881E-2,-6.513158679E-1,-2.151709497E-1
5.515821137E0,-1.863084175E-2,-7.003363967E-1,-2.382304370E-1
5.521376137E0,-2.443389036E-2,-7.722636461E-1,-2.483094037E-1
5.526931137E0,-3.420744836E-2,-8.585458398E-1,-2.481566966E-1
5.532486137E0,-4.688252881E-2,-9.481876493E-1,-2.414373755E-1
5.538041137E0,-6.261184067E-2,-1.038440347E0,-2.316638231E-1
5.543596137E0,-7.574506104E-2,-1.116476059E0,-2.232646793E-1
5.549151137E0,-8.842013776E-2,-1.175270081E0,-2.147128135E-1
5.554706137E0,-9.758284688E-2,-1.213295341E0,-2.037175596E-1
5.560261137E0,-1.027750522E-1,-1.227650285E0,-1.931804419E-1
5.565816137E0,-1.065928489E-1,-1.216807723E0,-1.843231618E-1
5.571371137E0,-1.038440317E-1,-1.188861489E0,-1.730224788E-1
5.576926137E0,-9.926267713E-2,-1.152516007E0,-1.615691036E-1
5.582481137E0,-9.437590092E-2,-1.101662993E0,-1.493521482E-1
5.588036137E0,-9.147437662E-2,-1.037982225E0,-1.368297935E-1
5.593591137E0,-8.979454637E-2,-9.666658044E-1,-1.261399537E-1
5.599146137E0,-9.055810422E-2,-9.013051391E-1,-1.087308154E-1
5.604701137E0,-9.437590092E-2,-8.399149776E-1,-8.215895295E-2
5.610256137E0,-9.758284688E-2,-7.756233215E-1,-4.810422286E-2
5.615811137E0,-9.773556143E-2,-7.116370797E-1,-2.748812549E-3
5.621366137E0,-9.193251282E-2,-6.493306160E-1,4.428642616E-2
5.626921137E0,-8.903098851E-2,-5.995466113E-1,8.322793990E-2
5.632476137E0,-8.674030751E-2,-5.555655956E-1,1.078145429E-1
5.638031137E0,-8.338065445E-2,-5.121954083E-1,1.288887709E-1
5.643586137E0,-7.773031294E-2,-4.688252807E-1,1.550024897E-1
5.649141137E0,-7.330167294E-2,-4.202629030E-1,1.829487532E-1
5.654696137E0,-7.330167294E-2,-3.662029207E-1,2.069245130E-1
5.660251137E0,-7.941014320E-2,-3.127537966E-1,2.186833173E-1
5.665806137E0,-8.658760041E-2,-2.622061968E-1,2.234173864E-1
5.671361137E0,-9.376505762E-2,-2.179197669E-1,2.255553454E-1
5.676916137E0,-1.018587798E-1,-1.759240031E-1,2.252499312E-1
5.682471137E0,-1.078145429E-1,-1.385096163E-1,2.225011140E-1
5.688026137E0,-1.085781008E-1,-1.116323397E-1,2.168507725E-1
5.693581137E0,-1.050657257E-1,-1.024696305E-1,2.073826492E-1
5.699136137E0,-9.620844573E-2,-1.188097894E-1,1.843231618E-1
5.704691137E0,-8.215895295E-2,-1.615691036E-1,1.537808031E-1
5.710246137E0,-6.490252167E-2,-2.263189107E-1,1.185043678E-1
5.715801137E0,-3.894151375E-2,-3.045073450E-1,8.093725890E-2
5.721356137E0,-1.160609815E-2,-3.810159862E-1,4.367557913E-2
5.726911137E0,1.878355257E-2,-4.472928941E-1,1.313321572E-2
5.732466137E0,4.932591692E-2,-4.982986450E-1,-1.236965694E-2
5.738021137E0,7.635590434E-2,-5.303681493E-1,-3.680354729E-2
5.743576137E0,9.651386738E-2,-5.288410187E-1,-5.940489471E-2
5.749131137E0,1.072036922E-1,-4.807367921E-1,-7.177454978E-2
5.754686137E0,1.062874198E-1,-4.114056230E-1,-6.810946763E-2
5.760241137E0,9.422318637E-2,-3.445178568E-1,-5.085303262E-2
5.765796137E0,7.925742865E-2,-2.912214398E-1,-3.023693897E-2
5.771351137E0,7.024743408E-2,-2.615953386E-1,-2.382304333E-2
5.776906137E0,6.749862432E-2,-2.608317733E-1,-4.352286831E-2
5.782461137E0,6.688777357E-2,-2.750339806E-1,-7.421794534E-2
5.788016137E0,7.207997888E-2,-2.898470163E-1,-9.926267713E-2
5.793571137E0,7.941014320E-2,-3.011476994E-1,-1.029277667E-1
5.799126137E0,9.132166207E-2,-3.040492237E-1,-8.551861346E-2
5.804681137E0,1.058292910E-1,-2.974826097E-1,-5.879404768E-2
5.810236137E0,1.221694499E-1,-2.846548259E-1,-4.153761268E-2
5.815791137E0,1.339282542E-1,-2.658712566E-1,-3.588727489E-2
5.821346137E0,1.363716573E-1,-2.348707765E-1,-3.771981969E-2
5.826901137E0,1.261399537E-1,-1.939440072E-1,-3.848337755E-2
5.832456137E0,1.044548824E-1,-1.392731816E-1,-3.573456407E-2
5.838011137E0,7.635590434E-2,-7.421794534E-2,-2.947338112E-2
5.843566137E0,4.627167806E-2,3.206948051E-3,-2.473931387E-2
5.849121137E0,1.695101149E-2,8.674030751E-2,-1.847812906E-2
5.854676137E0,-8.704573847E-3,1.664558798E-1,-1.160609815E-2
5.860231137E0,-2.779355086E-2,2.273878902E-1,-6.108472589E-3
5.865786137E0,-3.848337755E-2,2.504473627E-1,-6.566607859E-3
5.871341137E0,-3.817795217E-2,2.489202619E-1,-1.588202827E-2
5.876896137E0,-3.008422814E-2,2.333436459E-1,-2.886253223E-2
5.882451137E0,-1.603474095E-2,2.101314515E-1,-4.199574888E-2
5.888006137E0,7.177455351E-3,1.788255423E-1,-5.711421743E-2
5.893561137E0,3.436015919E-2,1.427855492E-1,-6.994201243E-2
5.899116137E0,6.184828654E-2,1.049130186E-1,-8.322793990E-2
5.904671137E0,9.086353332E-2,6.872031838E-2,-9.544488788E-2
5.910226137E0,1.172826737E-1,3.420744836E-2,-1.035386100E-1
5.915781137E0,1.397313178E-1,2.596100792E-3,-1.082726792E-1
5.921336137E0,1.623326540E-1,-3.100049868E-2,-1.052184403E-1
5.926891137E0,1.805053651E-1,-6.352811307E-2,-9.865183383E-2
5.932446137E0,1.988307834E-1,-9.544488788E-2,-9.071081877E-2
5.938001137E0,2.189887464E-1,-1.246128380E-1,-8.170082420E-2
5.943556137E0,2.357870489E-1,-1.527118087E-1,-7.177454978E-2
5.949111137E0,2.553341687E-1,-1.780619770E-1,-6.490252167E-2
5.954666137E0,2.716743052E-1,-2.031067163E-1,-5.589252338E-2
5.960221137E0,2.851129472E-1,-2.264716178E-1,-5.085303262E-2
5.965776137E0,3.009949923E-1,-2.447970361E-1,-4.413371533E-2
5.971331137E0,3.151971996E-1,-2.631224692E-1,-3.680354729E-2
5.976886137E0,3.280249834E-1,-2.823641598E-1,-2.687728032E-2
5.982441137E0,3.361186981E-1,-2.994678617E-1,-1.863084175E-2
5.987996137E0,3.422271907E-1,-3.127537966E-1,-7.024743594E-3
5.993551137E0,3.471139669E-1,-3.251234591E-1,3.970507067E-3
5.999106137E0,3.516952991E-1,-3.379512429E-1,1.511846948E-2
6.004661137E0,3.552076817E-1,-3.437542915E-1,2.443389036E-2
6.010216137E0,3.539859951E-1,-3.445178568E-1,3.283303976E-2
6.015771137E0,3.539859951E-1,-3.367295563E-1,3.863608837E-2
6.021326137E0,3.539859951E-1,-3.214583695E-1,4.504998401E-2
6.026881137E0,3.504736125E-1,-3.054236174E-1,5.589252338E-2
6.032436137E0,3.434488773E-1,-2.941229641E-1,7.101099193E-2
6.037991137E0,3.293993771E-1,-2.921377122E-1,9.223793447E-2
6.043546137E0,3.136700690E-1,-2.980934680E-1,1.154501289E-1
6.049101137E0,2.977880239E-1,-3.098522723E-1,1.385096163E-1
6.054656137E0,2.826695740E-1,-3.191677034E-1,1.609582454E-1
6.060211137E0,2.745758295E-1,-3.202366829E-1,1.815743446E-1
6.065766137E0,2.724378705E-1,-3.084778786E-1,2.020377368E-1
6.071321137E0,2.756448388E-1,-2.849602401E-1,2.235700935E-1
6.076876137E0,2.828222811E-1,-2.535016239E-1,2.431172132E-1
6.082431137E0,2.936648130E-1,-2.151709497E-1,2.605263591E-1
6.087986137E0,3.098522723E-1,-1.708845198E-1,2.771719396E-1
6.093541137E0,3.286358118E-1,-1.276670843E-1,2.956500649E-1
6.099096137E0,3.457395434E-1,-8.964183182E-2,3.141281903E-1
6.104651137E0,3.619270027E-1,-5.787777901E-2,3.278722763E-1
6.110206137E0,3.805578351E-1,-3.665083647E-2,3.319954872E-1
6.115761137E0,4.008685052E-1,-2.733541466E-2,3.304683566E-1
6.121316137E0,4.210264683E-1,-1.908897609E-2,3.255815804E-1
6.126871137E0,4.440859556E-1,-2.748812549E-3,3.158080280E-1
6.132426137E0,4.674508572E-1,2.412846684E-2,3.060344756E-1
6.137981137E0,4.876088202E-1,5.543438718E-2,2.898470163E-1
6.143536137E0,5.080721974E-1,8.811471611E-2,2.702999115E-1
6.149091137E0,5.209000111E-1,1.113269106E-1,2.499892414E-1
6.154646137E0,5.283828974E-1,1.241547018E-1,2.347180545E-1
6.160201137E0,5.322006941E-1,1.343863904E-1,2.220429778E-1
6.165756137E0,5.318952799E-1,1.521009654E-1,2.082989216E-1
6.171311137E0,5.276193023E-1,1.748550236E-1,1.930277348E-1
6.176866137E0,5.215108395E-1,2.009687424E-1,1.855448484E-1
6.182421137E0,5.241069198E-1,2.504473627E-1,1.907370538E-1
6.187976137E0,5.412106514E-1,3.243598938E-1,2.072299272E-1
6.193531137E0,5.459447503E-1,3.793361485E-1,2.176143378E-1
6.199086137E0,5.378510356E-1,4.162923992E-1,2.234173864E-1
6.204641137E0,5.212054253E-1,4.375193417E-1,2.258607745E-1
6.210196137E0,5.025745630E-1,4.540122151E-1,2.270824611E-1
6.215751137E0,4.888305068E-1,4.825693369E-1,2.287622988E-1
6.221306137E0,4.865398407E-1,5.097520351E-1,2.363978922E-1
6.226861137E0,4.943281412E-1,5.308262706E-1,2.495311052E-1
6.232416137E0,5.106683373E-1,5.404471159E-1,2.635805905E-1
6.237971137E0,5.343386531E-1,5.421269536E-1,2.803788781E-1
6.243526137E0,5.656445622E-1,5.407525301E-1,3.022166789E-1
6.249081137E0,6.068767309E-1,5.375455618E-1,3.284831047E-1
6.254636137E0,6.545228362E-1,5.299099684E-1,3.535278440E-1
6.260191137E0,7.047650218E-1,5.283828974E-1,3.764346242E-1
6.265746137E0,7.560762167E-1,5.283828974E-1,3.973561525E-1
6.271301137E0,7.983773947E-1,5.381564498E-1,4.204156399E-1
6.276856137E0,8.318212628E-1,5.615213513E-1,4.373666346E-1
6.282411137E0,8.567132950E-1,5.815265775E-1,4.469874799E-1
6.287966137E0,8.733588457E-1,5.919110179E-1,4.494308829E-1
6.293521137E0,8.842014074E-1,5.906893015E-1,4.477510452E-1
6.299076137E0,8.883246183E-1,5.786250830E-1,4.414898455E-1
6.304631137E0,8.881719112E-1,5.528167486E-1,4.300364852E-1
6.310186137E0,8.828269839E-1,5.239542127E-1,4.196520746E-1
6.315741137E0,8.724426031E-1,4.984513521E-1,4.098785222E-1
6.321296137E0,8.561024070E-1,4.840964675E-1,3.924693763E-1
