Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2)
9.782061137,2.800200701,-13.81615829,-2.043470621
9.787616137,2.711068153,-13.79581928,-2.465205431
9.793171137,2.332403898,-13.48056412,-2.90967226
9.798726137,1.983649969,-13.06899929,-3.053839922
9.804281137,1.69950223,-12.61914825,-2.978466034
9.809836137,1.099501967,-11.99342537,-2.772084951
9.815391137,0.07956135273,-11.37846947,-2.55792737
9.820946137,-1.079761267,-10.8867445,-2.717648268
9.826501137,-1.818545222,-10.54457092,-2.654238462
9.832056137,-2.361716032,-10.20359421,-2.172084808
9.837611137,-2.877369165,-9.946365356,-1.627119422
9.843166137,-3.258426189,-9.770493507,-0.7908278704
9.848721137,-3.785445452,-9.637093544,0.02931207791
9.854276137,-4.362713814,-9.568299294,0.08135596663
9.859831137,-4.957928658,-9.466604233,-0.05862415582
9.865386137,-5.199005604,-9.366106033,-0.2584248483
9.870941137,-5.127819061,-9.418149948,-0.3529413342
9.876496137,-5.132604599,-9.515657425,-0.6580262184
9.882051137,-5.338387489,-9.801001549,-0.9056833982
9.887606137,-5.044668198,-9.929018021,-0.7627122402
9.893161137,-4.57866621,-10.02293587,-0.3086741269
9.898716137,-3.083152056,-10.21615601,0.1842473447
9.904271137,-1.628315806,-10.17607689,0.4612165689
9.909826137,-0.1884347796,-9.893125534,0.6305087805
9.915381137,0.6113662124,-9.574879646,0.9924231768
9.920936137,0.8177471161,-9.300303459,1.191625714
9.926491137,1.204786181,-8.946763992,1.576870084
9.932046137,1.342971683,-8.614759445,1.674975872
9.937601137,0.6454638839,-8.269595146,1.532602906
9.943156137,0.4875376225,-7.721040249,1.19880414
9.948711137,0.5557330847,-7.237690449,1.02711916
9.954266137,0.2727817893,-6.877570629,0.8590233326
9.959821137,0.08673982322,-6.480959892,0.8865407705
9.965376137,-0.204586342,-6.125027657,0.9481559992
9.970931137,-0.3110669553,-5.767300606,0.9385846853
9.976486137,-1.090528965,-5.600401402,0.679561615
9.982041137,-1.790429592,-5.521438122,0.3655036688
9.987596137,-2.402393818,-5.517848969,-0.08853443712
9.993151137,-2.056032896,-5.5154562,-0.06819544733
9.998706137,-2.414358139,-5.67039156,-0.4654040039
10.00426114,-2.20618248,-5.766104221,-0.7196413875
10.00981614,-1.820937991,-5.742176056,-0.6346961856
10.01537114,-2.120040894,-5.68175745,-0.6987041831
10.02092614,-1.631905079,-5.529214859,-0.2817548811
10.02648114,-0.9397810698,-5.303092957,0.3242274821
10.03203614,-0.9194421172,-5.041079044,0.5042873621
10.03759114,-1.367498159,-4.740181446,0.5856433511
10.04314614,-1.712662816,-4.429712772,0.5790630579
10.04870114,-1.627717614,-4.151547432,0.6616154313
10.05425614,-1.665404558,-3.930809498,0.5539384484
10.05981114,-2.34676075,-3.805784464,0.2715853751
10.06536614,-2.827120066,-3.663411379,0.006580262445
10.07092114,-2.963510752,-3.664009571,-0.0185443759
10.07647614,-3.442075491,-3.702294827,-0.2039881349
10.08203114,-3.57128787,-3.744767427,-0.2201396823
10.08758614,-4.114458561,-3.868596077,-0.1926222295
10.09314114,-4.719842434,-4.048057556,-0.1112662554
10.09869614,-5.170291424,-4.34775877,-0.08434699476
10.10425114,-5.840281963,-4.663012981,-0.06879365444
10.10980614,-6.704689026,-5.062016487,-0.01256231871
10.11536114,-7.641479015,-5.567500114,-0.002991028363
10.12091614,-7.861618996,-6.120840549,0.1166501045
10.12647114,-7.852645874,-6.718447685,0.2123630047
10.13202614,-8.154141426,-7.262216568,0.1214357466
10.13758114,-8.590232849,-7.701299667,-0.1136590764
10.14313614,-8.253443718,-8.291728973,-0.2494517565
10.14869114,-7.831708431,-8.684151649,-0.01375873014
10.15424614,-7.295117855,-9.032905579,0.2859423161
10.15980114,-6.646663189,-9.312267303,0.717248559
10.16535614,-6.030511379,-9.674779892,1.366301775
10.17091114,-5.484947681,-10.08215809,2.004587173
10.17646614,-5.078765869,-10.65105152,2.356930256
10.18202114,-5.061418056,-11.30668545,2.335394859
10.18757614,-5.601597786,-11.94018459,1.784447432
10.19313114,-6.510870457,-12.70708466,0.5724828243
10.19868614,-7.348956585,-13.37767315,-1.155135155
10.20424114,-7.484749317,-14.0488596,-2.755933523
10.20979614,-7.152745247,-14.8277235,-3.282952785
10.21535114,-6.325426579,-15.62573051,-2.691327333
10.22090614,-4.975874901,-16.53679657,-1.490728498
10.22646114,-2.738585472,-17.21097565,-0.6765705943
10.23201614,0.04426721856,-17.3186512,-0.5318048596
10.23757114,2.558525562,-17.21576118,-0.004785645287
10.24312614,4.270590305,-16.55534172,1.200598717
10.24868114,4.944169998,-15.21476269,1.775474429
10.25423614,4.496113777,-13.64148235,1.037886858
10.25979114,3.294318676,-12.11426258,-0.3535395563
10.26534614,2.069791555,-10.78804111,-0.9092726111
10.27090114,1.557727575,-9.901499748,-1.17068851
10.27645614,1.271785259,-9.354142189,-0.9858429432
10.28201114,1.107278705,-9.157930374,-0.5635097623
10.28756614,0.8500502706,-9.053842545,-0.3212364316
10.29312114,0.7250252366,-9.090332985,-0.2608176768
10.29867614,0.4169493318,-9.275776863,-0.204586342
10.30423114,-0.03888336942,-9.476774216,-0.2321037948
10.30978614,-0.4157529473,-9.95055294,-0.1992024779
10.31534114,-0.4815555513,-10.82812023,-0.1333998591
10.32089614,-0.6412764788,-11.68235874,-0.03409772366
10.32645114,-1.060618639,-12.52762318,-0.04965107143
10.33200614,-1.328614831,-13.22453213,-0.1136590764
10.33756114,-1.533799291,-13.75334644,-0.1776670814
10.34311614,-1.720439434,-14.43649769,-0.204586342
10.34867114,-1.94177556,-15.11127281,-0.1980060786
10.35422614,-1.888535261,-15.74477291,-0.3032902777
10.35978114,-1.864008784,-16.24846268,-0.456430912
10.36533614,-2.19780755,-16.95015717,-0.8213363886
10.37089114,-2.496312141,-17.52622986,-1.085145116
10.37644614,-2.73798728,-17.84985924,-1.587637782
10.38200114,-2.674577475,-17.57588005,-1.728216171
10.38755614,-2.429911375,-17.25464439,-1.818545222
10.39311114,-2.129612207,-16.52064514,-1.855035782
10.39866614,-1.720439434,-15.60239983,-1.79521513
10.40422114,-1.402792215,-14.37428379,-1.453041553
10.40977614,-1.233500123,-13.12881947,-1.066002488
10.41533114,-1.427916884,-11.94556904,-0.6646065116
10.42088614,-1.816152334,-10.97109222,-0.3170489967
10.42644114,-2.177468538,-10.22333431,-0.05503492057
10.43199614,-2.587837696,-9.60419178,0.1806581169
10.43755114,-2.995215654,-9.007183075,0.3702892959
10.44310614,-3.510869026,-8.548956871,0.4426721931
10.44866114,-3.903890133,-8.103892326,0.5120640397
10.45421614,-4.175475597,-7.56670332,0.6000002623
10.45977114,-4.421338081,-6.889534473,0.5258227587
10.46532614,-4.547559261,-6.200401783,0.3637090325
10.47088114,-4.678566456,-5.571687698,0.2506481707
10.47643614,-4.674378872,-5.139782906,0.1040877849
10.48199114,-4.609772682,-4.825725079,-0.1076770201
10.48754614,-4.454837322,-4.535595417,-0.2404786795
10.49310114,-4.162314892,-4.274179459,-0.3349951804
10.49865614,-4.022335052,-4.049852371,-0.5623133183
10.50421114,-4.241876125,-3.932604074,-0.7477570772
10.50976614,-4.348955154,-3.9170506,-1.068395257
10.51532114,-4.277768612,-3.893122435,-1.376471281
10.52087614,-4.106681824,-3.820739508,-1.616949916
10.52643114,-3.843471289,-3.826721668,-1.905285001
10.53198614,-3.559323788,-3.876372576,-2.223530531
10.53754114,-3.208176851,-4.036691666,-2.560320139
10.54309614,-2.86480689,-4.319643021,-2.915056229
10.54865114,-2.464607239,-4.650450706,-3.297907829
10.55420614,-2.058425665,-4.987240791,-3.647259951
10.55976114,-1.645663738,-5.267200947,-3.987040758
10.56531614,-1.282552958,-5.484947681,-4.200600147
10.57087114,-1.061815023,-5.630311489,-4.436891556
10.57642614,-0.9044869542,-5.697310925,-4.655834675
10.58198114,-0.7663014531,-5.83310318,-4.842474937
10.58753614,-0.670588553,-6.073582172,-5.117649555
10.59309114,-0.6352944374,-6.434898376,-5.432903767
10.59864614,-0.5886343718,-6.780063152,-5.498108387
10.60420114,-0.4522434771,-7.098308563,-5.499304771
10.60975614,-0.3637090325,-7.405188084,-5.446662426
10.61531114,-0.2470589429,-7.749155998,-5.343770981
10.62086614,-0.199800685,-8.184649467,-5.121836662
10.62642114,-0.1782652885,-8.581260681,-4.801796913
10.63197614,-0.1459621787,-8.955737114,-4.534996986
10.63753114,-0.1495514214,-9.226723671,-4.320839405
10.64308614,-0.1830509305,-9.266205788,-4.103690624
10.64864114,0.06161518395,-9.257232666,-3.919443607
10.65419614,0.352343142,-9.203393936,-3.619742393
10.65975114,0.7639086246,-9.119645119,-3.267399311
