"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
2.736926374E1,2.166250038E1,3.716250229E1,1.808749962E1
2.737932187E1,2.285000038E1,3.698749924E1,1.714999962E1
2.738938358E1,2.372500038E1,3.728750229E1,1.607500076E1
2.739944207E1,2.473750114E1,3.787500000E1,1.487500000E1
2.740950317E1,2.652499962E1,3.770000076E1,1.363749981E1
2.741956593E1,2.798750114E1,3.710000229E1,1.257499981E1
2.742962650E1,2.888750076E1,3.679999924E1,1.178750038E1
2.743968614E1,2.961250114E1,3.648749924E1,1.086250019E1
2.744974853E1,3.080000114E1,3.603750229E1,9.475000381E0
2.745980858E1,3.170000076E1,3.588750076E1,7.937500000E0
2.746986603E1,3.242499924E1,3.558750153E1,7.150000095E0
2.747992895E1,3.361249924E1,3.513750076E1,6.237500191E0
2.748999239E1,3.436249924E1,3.483750153E1,5.312500000E0
2.750005489E1,3.493750000E1,3.453750229E1,4.224999905E0
2.751011296E1,3.553750229E1,3.393750000E1,3.137500048E0
2.752017718E1,3.613750076E1,3.333750153E1,2.500000000E0
2.753024082E1,3.657500076E1,3.333750153E1,2.200000048E0
2.754030640E1,3.732500076E1,3.303750229E1,1.287500024E0
2.755036770E1,3.804999924E1,3.258750153E1,1.437500000E0
2.756043062E1,3.820000076E1,3.228750229E1,1.737500072E0
2.757049301E1,3.850000000E1,3.213750076E1,1.587499976E0
2.758055374E1,3.850000000E1,3.183749962E1,2.500000000E0
2.759061437E1,3.835000229E1,3.155000114E1,3.575000048E0
2.760067478E1,3.820000076E1,3.198750114E1,3.587500095E0
2.761073437E1,3.804999924E1,3.198750114E1,4.062500000E0
2.762079426E1,3.835000229E1,3.110000038E1,6.200000286E0
2.763085546E1,3.848749924E1,3.108749962E1,8.525000572E0
2.764091697E1,3.788750076E1,3.138750076E1,1.052500057E1
2.765098197E1,3.670000076E1,3.213750076E1,1.238749981E1
2.766104640E1,3.507500076E1,3.361249924E1,1.426249981E1
2.767111067E1,3.343750000E1,3.423749924E1,1.580000019E1
2.768117140E1,3.226250076E1,3.453750229E1,1.750000000E1
2.769123327E1,3.047500038E1,3.528750229E1,1.921249962E1
2.770129832E1,2.856250000E1,3.633750153E1,2.136250114E1
2.771135947E1,2.663750076E1,3.708750153E1,2.230000114E1
2.772141926E1,2.532500076E1,3.740000153E1,2.260000038E1
2.773148010E1,2.398750114E1,3.770000076E1,2.337500000E1
2.774154062E1,2.221249962E1,3.890000153E1,2.413750076E1
2.775160322E1,2.030000114E1,4.040000153E1,2.416250038E1
2.776166885E1,1.985000038E1,4.085000229E1,2.431250000E1
2.777173010E1,1.925000000E1,4.085000229E1,2.446249962E1
2.778179129E1,1.748750114E1,4.102500153E1,2.446249962E1
2.779185187E1,1.617500114E1,4.177500153E1,2.446249962E1
2.780190900E1,1.468750000E1,4.312500000E1,2.416250038E1
2.781196858E1,1.336250019E1,4.417499924E1,2.386250114E1
2.782202541E1,1.217500019E1,4.462500000E1,2.371249962E1
2.783208395E1,1.115000057E1,4.552500153E1,2.278750038E1
2.784214358E1,1.055000019E1,4.567499924E1,2.262500000E1
2.785220754E1,9.387499809E0,4.612500000E1,2.247500038E1
2.786226874E1,8.199999809E0,4.732500076E1,2.125000000E1
2.787233155E1,7.175000191E0,4.792499924E1,2.078750038E1
2.788239192E1,6.425000191E0,4.808750153E1,2.016250038E1
2.789245098E1,5.712500095E0,4.793750000E1,1.906250000E1
2.790251108E1,5.112500191E0,4.853750229E1,1.876250076E1
2.791256765E1,4.512500286E0,4.943750000E1,1.892500114E1
2.792262593E1,4.075000286E0,4.886249924E1,1.846249962E1
2.793268603E1,3.200000048E0,4.886249924E1,1.828750038E1
2.794274890E1,2.312500000E0,4.916250229E1,1.858749962E1
2.795280749E1,1.862500072E0,4.902500153E1,1.906250000E1
2.796286692E1,1.887500048E0,4.842499924E1,1.936250114E1
2.797292864E1,1.887500048E0,4.887500000E1,1.906250000E1
2.798299088E1,1.300000072E0,4.860000229E1,1.857500076E1
2.799305483E1,1.450000048E0,4.815000153E1,1.825000000E1
2.800311733E1,1.737500072E0,4.829999924E1,1.918750000E1
2.801317869E1,2.187500000E0,4.797500229E1,2.012500000E1
2.802324322E1,2.337500095E0,4.740000153E1,1.963750076E1
2.803330832E1,2.612499952E0,4.725000000E1,1.996249962E1
2.804337072E1,2.912500143E0,4.679999924E1,2.026250076E1
2.805343640E1,2.637500048E0,4.563750076E1,2.023750114E1
2.806350338E1,2.637500048E0,4.518750000E1,2.146249962E1
2.807356088E1,2.937500000E0,4.531250000E1,2.225000000E1
2.808362312E1,2.937500000E0,4.473749924E1,2.255000114E1
2.809368723E1,2.787500143E0,4.473749924E1,2.270000076E1
2.810374749E1,2.787500143E0,4.413750076E1,2.391250038E1
2.811381041E1,2.787500143E0,4.385000229E1,2.438750076E1
2.812387140E1,2.799999952E0,4.325000000E1,2.389999962E1
2.813393437E1,2.650000095E0,4.282500076E1,2.311250114E1
2.814399541E1,2.500000000E0,4.312500000E1,2.281250000E1
2.815405812E1,2.200000048E0,4.400000000E1,2.282500076E1
2.816412286E1,1.625000000E0,4.415000153E1,2.282500076E1
2.817418848E1,2.500000000E0,4.340000153E1,2.297500038E1
2.818424536E1,2.500000000E0,4.340000153E1,2.312500000E1
2.819430431E1,2.350000143E0,4.282500076E1,2.420000076E1
2.820436577E1,2.500000000E0,4.222500229E1,2.480000114E1
2.821442884E1,2.525000095E0,4.178750229E1,2.526250076E1
2.822448801E1,2.650000095E0,4.178750229E1,2.541250038E1
2.823455036E1,2.650000095E0,4.207500076E1,2.464999962E1
2.824461046E1,3.537500143E0,4.237500000E1,2.327499962E1
2.825467286E1,4.287499905E0,4.222500229E1,2.188750076E1
2.826473400E1,5.037499905E0,4.147500229E1,2.139999962E1
2.827479822E1,6.349999905E0,4.204999924E1,2.003750038E1
2.828485707E1,7.075000286E0,4.278750229E1,1.805000114E1
2.829491744E1,7.675000191E0,4.278750229E1,1.588749981E1
2.830497739E1,8.987500191E0,4.306250000E1,1.437500000E1
2.831503999E1,9.587500572E0,4.350000000E1,1.283750057E1
2.832510312E1,1.002500057E1,4.350000000E1,1.082499981E1
2.833517213E1,1.077500057E1,4.320000076E1,8.199999809E0
2.834523103E1,1.137500000E1,4.304999924E1,6.650000095E0
2.835529207E1,1.210000038E1,4.304999924E1,5.875000000E0
2.836535525E1,1.269999981E1,4.245000076E1,3.875000000E0
2.837541848E1,1.360000038E1,4.171250153E1,2.162500143E0
2.838548020E1,1.463749981E1,4.096250153E1,1.524999976E0
2.839554421E1,1.508750057E1,4.096250153E1,1.375000000E0
2.840560806E1,1.551249981E1,4.066250229E1,1.850000024E0
2.841567077E1,1.670000076E1,4.050000000E1,2.637500048E0
2.842572926E1,1.757500076E1,4.032500076E1,3.100000143E0
2.843579015E1,1.802499962E1,3.945000076E1,3.549999952E0
2.844585291E1,1.861250114E1,3.854999924E1,4.300000191E0
2.845591562E1,1.978750038E1,3.779999924E1,4.625000000E0
2.846597681E1,2.157500076E1,3.704999924E1,4.000000000E0
2.847604135E1,2.289999962E1,3.645000076E1,2.762500048E0
2.848610364E1,2.393750000E1,3.570000076E1,2.600000143E0
2.849617093E1,2.438750076E1,3.481250000E1,2.600000143E0
2.850623374E1,2.468750000E1,3.421250153E1,1.962499976E0
2.851629619E1,2.513750076E1,3.333750153E1,1.175000072E0
2.852635786E1,2.573750114E1,3.185000038E1,5.375000238E-1
2.853641770E1,2.603750038E1,3.139999962E1,-4.000000060E-1
2.854647666E1,2.648750114E1,3.155000114E1,-1.000000000E0
2.855653983E1,2.708749962E1,3.125000000E1,-1.475000024E0
2.856660187E1,2.841250038E1,3.050000000E1,-2.262500048E0
2.857665838E1,2.914999962E1,2.960000038E1,-2.262500048E0
2.858671489E1,2.975000000E1,2.872500038E1,-2.424999952E0
2.859677650E1,2.961250114E1,2.768750000E1,-3.212500095E0
2.860683853E1,2.946249962E1,2.783749962E1,-3.537500143E0
2.861690358E1,3.035000038E1,2.768750000E1,-3.837500095E0
2.862696098E1,3.080000114E1,2.753750038E1,-4.150000095E0
2.863701994E1,3.080000114E1,2.693750000E1,-3.537500143E0
2.864708114E1,3.036250114E1,2.651250076E1,-2.937500000E0
2.865714744E1,3.051250076E1,2.606250000E1,-2.637500048E0
2.866721192E1,3.107500076E1,2.678750038E1,-1.375000000E0
2.867727489E1,3.107500076E1,2.722500038E1,-1.062500000E0
2.868733989E1,3.122500038E1,2.678750038E1,-9.125000238E-1
2.869740218E1,3.122500038E1,2.677499962E1,4.749999940E-1
2.870746338E1,3.062500000E1,2.678750038E1,2.187500000E0
2.871752468E1,3.002499962E1,2.825000000E1,3.762500048E0
2.872758572E1,2.912500000E1,2.945000076E1,4.224999905E0
2.873764874E1,2.795000076E1,2.975000000E1,5.150000095E0
2.874770858E1,2.720000076E1,3.005000114E1,6.700000286E0
2.875776952E1,2.588750076E1,3.050000000E1,7.775000095E0
2.876783046E1,2.483749962E1,3.125000000E1,8.712500572E0
2.877788999E1,2.425000000E1,3.139999962E1,9.800000191E0
2.878795020E1,2.320000076E1,3.229999924E1,1.011250019E1
2.879801228E1,2.217500114E1,3.320000076E1,1.026249981E1
2.880807515E1,2.041250038E1,3.350000000E1,1.088749981E1
2.881814015E1,1.892500114E1,3.440000153E1,1.197500038E1
2.882820233E1,1.805000114E1,3.470000076E1,1.258750057E1
2.883826530E1,1.656250000E1,3.560000229E1,1.288749981E1
2.884832358E1,1.508750057E1,3.679999924E1,1.306250000E1
2.885838280E1,1.419999981E1,3.682500076E1,1.306250000E1
2.886844530E1,1.332499981E1,3.638750076E1,1.272500038E1
2.887850900E1,1.201249981E1,3.698749924E1,1.210000038E1
2.888857056E1,1.171250057E1,3.758750153E1,1.227500057E1
2.889862994E1,1.081250000E1,3.818750000E1,1.273750019E1
2.890869275E1,9.500000000E0,3.806250000E1,1.180000019E1
2.891875410E1,8.612500191E0,3.792499924E1,1.040000057E1
2.892881666E1,7.887500286E0,3.762500000E1,9.912500381E0
2.893887780E1,7.450000286E0,3.735000229E1,1.037500000E1
2.894893978E1,6.700000286E0,3.852500153E1,1.069999981E1
2.895900369E1,6.550000191E0,3.867499924E1,1.007499981E1
2.896906728E1,5.974999905E0,3.825000000E1,9.437500000E0
2.897912895E1,4.962500095E0,3.841250229E1,9.137499809E0
2.898919369E1,5.237500191E0,3.840000153E1,9.437500000E0
2.899925879E1,5.537499905E0,3.825000000E1,9.587500572E0
2.900932218E1,5.237500191E0,3.766250229E1,1.066250038E1
2.901938327E1,4.812500000E0,3.751250076E1,1.066250038E1
2.902944582E1,4.375000000E0,3.738750076E1,1.018750000E1
2.903950817E1,4.962500095E0,3.708750153E1,1.066250038E1
2.904957306E1,4.812500000E0,3.738750076E1,1.051249981E1
2.905963140E1,4.224999905E0,3.768750000E1,1.051249981E1
2.906969416E1,4.812500000E0,3.738750076E1,1.096250057E1
2.907975739E1,5.112500191E0,3.736249924E1,1.066250038E1
2.908982140E1,4.362500191E0,3.768750000E1,1.066250038E1
2.909988400E1,4.512500286E0,3.766250229E1,1.097500038E1
2.910994666E1,4.962500095E0,3.693750000E1,1.127500057E1
2.912001046E1,4.962500095E0,3.648749924E1,1.172500038E1
2.913007473E1,5.262500286E0,3.633750153E1,1.202500057E1
2.914013702E1,5.687500000E0,3.633750153E1,1.266250038E1
2.915020072E1,5.987500191E0,3.618750000E1,1.311250019E1
2.916026426E1,6.137500286E0,3.603750229E1,1.435000038E1
2.917032905E1,6.849999905E0,3.631250000E1,1.561250019E1
2.918038713E1,7.025000095E0,3.526250076E1,1.636250114E1
2.919044900E1,6.875000000E0,3.423749924E1,1.757500076E1
2.920051374E1,6.724999905E0,3.410000229E1,1.802499962E1
2.921057791E1,6.137500286E0,3.410000229E1,1.880000114E1
2.922064296E1,6.425000191E0,3.410000229E1,1.896249962E1
2.923070395E1,6.287499905E0,3.379999924E1,1.941250038E1
2.924076760E1,6.287499905E0,3.322500229E1,1.941250038E1
2.925083004E1,7.175000191E0,3.378750229E1,1.864999962E1
2.926089405E1,7.599999905E0,3.363750076E1,1.835000038E1
2.927095916E1,6.887500286E0,3.320000076E1,1.832500076E1
2.928102343E1,6.737500191E0,3.335000229E1,1.847500038E1
2.929108697E1,6.887500286E0,3.304999924E1,1.862500000E1
2.930114994E1,6.287499905E0,3.292499924E1,1.847500038E1
2.931120942E1,5.862500191E0,3.337500000E1,1.847500038E1
2.932127155E1,5.837500095E0,3.337500000E1,1.925000000E1
2.933133306E1,5.412499905E0,3.277500153E1,1.970000076E1
2.934139499E1,4.825000286E0,3.206250000E1,1.952499962E1
2.935145249E1,4.825000286E0,3.233750153E1,1.937500000E1
2.936151384E1,5.575000286E0,3.203750229E1,1.937500000E1
2.937157551E1,6.587500095E0,3.203750229E1,1.846249962E1
2.938163843E1,7.187500000E0,3.217499924E1,1.722500038E1
2.939170332E1,7.487500191E0,3.188750076E1,1.614999962E1
2.940176536E1,7.937500000E0,3.158749962E1,1.583750057E1
2.941182895E1,8.387499809E0,3.113750076E1,1.505000019E1
2.942189166E1,8.975000381E0,3.023750114E1,1.442500019E1
2.943195442E1,9.574999809E0,2.936250114E1,1.426249981E1
2.944201291E1,1.002500057E1,2.978750038E1,1.366250038E1
2.945207588E1,1.105000019E1,2.918750000E1,1.194999981E1
2.946214010E1,1.193750000E1,2.873750114E1,1.116250038E1
2.947220504E1,1.223750019E1,2.873750114E1,1.101249981E1
2.948226692E1,1.253750038E1,2.816250038E1,1.069999981E1
2.949233437E1,1.283750057E1,2.786250114E1,1.116250038E1
2.950240051E1,1.313749981E1,2.741250038E1,1.055000019E1
2.951246640E1,1.343750000E1,2.696249962E1,1.007499981E1
2.952253025E1,1.416250038E1,2.636250114E1,1.100000000E1
2.953259619E1,1.388749981E1,2.547500038E1,1.112500000E1
2.954266286E1,1.358750057E1,2.562500000E1,1.144999981E1
2.955272478E1,1.401249981E1,2.621249962E1,1.191250038E1
2.956278801E1,1.431250000E1,2.577499962E1,1.206250000E1
2.957285176E1,1.461250019E1,2.517500114E1,1.283750057E1
2.958291410E1,1.505000019E1,2.502499962E1,1.330000019E1
2.959297676E1,1.535000038E1,2.427499962E1,1.298750019E1
2.960303733E1,1.580000019E1,2.412500000E1,1.343750000E1
2.961309937E1,1.637500000E1,2.456250000E1,1.330000019E1
2.962315765E1,1.697500038E1,2.412500000E1,1.283750057E1
2.963321853E1,1.727499962E1,2.337500000E1,1.281250000E1
2.964327921E1,1.757500076E1,2.280000114E1,1.235000038E1
2.965334187E1,1.787500000E1,2.277499962E1,1.187500000E1
2.966340494E1,1.801250076E1,2.307500076E1,1.219999981E1
2.967346567E1,1.861250114E1,2.217500114E1,1.219999981E1
2.968352765E1,1.933749962E1,2.160000038E1,1.202500057E1
2.969359134E1,1.963750076E1,2.217500114E1,1.190000057E1
2.970364739E1,2.022500038E1,2.172500038E1,1.142500019E1
2.971370957E1,2.067500114E1,2.097500038E1,1.156250000E1
2.972377254E1,2.097500038E1,2.025000000E1,1.156250000E1
2.973383843E1,2.142500114E1,1.995000076E1,1.078750038E1
2.974390145E1,2.127499962E1,1.995000076E1,1.138749981E1
2.975396733E1,2.157500076E1,1.950000000E1,1.138749981E1
2.976402957E1,2.187500000E1,1.935000038E1,1.062500000E1
2.977409666E1,2.187500000E1,1.950000000E1,1.015000057E1
2.978415822E1,2.187500000E1,1.920000076E1,1.077500057E1
2.979422067E1,2.187500000E1,1.861250114E1,1.107499981E1
2.980428702E1,2.128750038E1,1.891250038E1,1.107499981E1
2.981435327E1,2.112500000E1,1.964999962E1,1.262500000E1
2.982441015E1,2.112500000E1,1.950000000E1,1.325000000E1
2.983447202E1,1.996249962E1,1.951250076E1,1.340000057E1
2.984453036E1,1.921249962E1,2.011250114E1,1.493750000E1
2.985459478E1,1.861250114E1,2.026250076E1,1.617500114E1
2.986464910E1,1.730000114E1,1.998750114E1,1.677499962E1
2.987470827E1,1.611250114E1,2.028750038E1,1.738750076E1
2.988476890E1,1.508750057E1,2.058749962E1,1.862500000E1
2.989483562E1,1.419999981E1,2.045000076E1,1.970000076E1
2.990489900E1,1.257499981E1,2.047500038E1,2.045000076E1
2.991496400E1,1.156250000E1,2.047500038E1,2.121249962E1
2.992502832E1,1.138749981E1,2.077499962E1,2.214999962E1
2.993508957E1,1.051249981E1,2.122500038E1,2.153750038E1
2.994514733E1,1.006250000E1,2.212500000E1,2.108749962E1
2.995520947E1,9.612500191E0,2.300000000E1,2.125000000E1
2.996527348E1,8.150000572E0,2.272500038E1,2.138750076E1
2.997533874E1,7.112500191E0,2.303750038E1,2.153750038E1
2.998539926E1,6.812500000E0,2.318750000E1,2.200000000E1
2.999546577E1,6.812500000E0,2.347500038E1,2.217500114E1
3.000553275E1,5.787499905E0,2.422500038E1,2.139999962E1
3.001560067E1,4.900000095E0,2.438750076E1,2.076250076E1
3.002566202E1,5.050000191E0,2.438750076E1,2.031250000E1
3.003572749E1,4.750000000E0,2.498750114E1,2.001250076E1
3.004579062E1,4.450000286E0,2.542500114E1,2.001250076E1
3.005585598E1,4.175000191E0,2.543750000E1,1.939999962E1
3.006592088E1,4.025000095E0,2.572500038E1,1.892500114E1
3.007598562E1,2.987499952E0,2.528750038E1,1.907500076E1
3.008604353E1,2.562500000E0,2.573750114E1,1.922500038E1
3.009610551E1,3.275000095E0,2.632500076E1,1.925000000E1
3.010616947E1,3.287500143E0,2.588750076E1,1.939999962E1
3.011623239E1,2.687500000E0,2.543750000E1,1.985000038E1
3.012629614E1,2.987499952E0,2.501250076E1,2.014999962E1
3.013636463E1,2.987499952E0,2.516250038E1,2.000000000E1
3.014642655E1,2.112499952E0,2.588750076E1,1.922500038E1
3.015649114E1,2.262500048E0,2.618750000E1,2.001250076E1
3.016655666E1,2.412500143E0,2.558749962E1,2.061250114E1
3.017662103E1,2.112499952E0,2.561250114E1,2.076250076E1
3.018668160E1,2.412500143E0,2.531250000E1,2.168750000E1
3.019674114E1,2.987499952E0,2.441250038E1,2.198750114E1
3.020680395E1,3.137500048E0,2.411250114E1,2.275000000E1
3.021687020E1,2.412500143E0,2.382500076E1,2.382500076E1
3.022693421E1,2.112499952E0,2.367500114E1,2.476250076E1
3.023699718E1,1.962499976E0,2.367500114E1,2.537500000E1
3.024706176E1,1.812500000E0,2.367500114E1,2.521249962E1
3.025712312E1,1.812500000E0,2.382500076E1,2.582500076E1
3.026718728E1,1.375000000E0,2.280000114E1,2.566250038E1
3.027725312E1,1.675000072E0,2.206250000E1,2.581250000E1
3.028731489E1,2.562500000E0,2.277499962E1,2.627499962E1
3.029737874E1,2.562500000E0,2.235000038E1,2.627499962E1
3.030744166E1,2.275000095E0,2.205000114E1,2.611250114E1
3.031750348E1,1.550000072E0,2.221249962E1,2.563750076E1
3.032756640E1,1.250000000E0,2.221249962E1,2.563750076E1
3.033763306E1,1.675000072E0,2.206250000E1,2.596249962E1
3.034769838E1,1.250000000E0,2.133749962E1,2.623750114E1
3.035776582E1,8.125000000E-1,2.103750038E1,2.547500038E1
3.036782681E1,3.875000179E-1,2.118750000E1,2.530000114E1
3.037789077E1,3.625000119E-1,2.163750076E1,2.638750076E1
3.038795260E1,1.399999976E0,2.191250038E1,2.702499962E1
3.039801666E1,1.399999976E0,2.088750076E1,2.686250114E1
3.040808260E1,1.262500048E0,2.058749962E1,2.701250076E1
3.041814572E1,9.625000358E-1,2.073750114E1,2.762500000E1
3.042821197E1,1.850000024E0,2.028750038E1,2.777499962E1
3.043827916E1,2.575000048E0,1.983749962E1,2.839999962E1
3.044834437E1,2.299999952E0,1.968750000E1,2.855000114E1
3.045841108E1,2.275000095E0,2.013750076E1,2.855000114E1
3.046847489E1,2.862499952E0,2.071249962E1,2.918750000E1
3.047853280E1,3.437500000E0,2.070000076E1,2.950000000E1
3.048859463E1,3.587500095E0,2.100000000E1,2.858749962E1
3.049865624E1,4.625000000E0,2.070000076E1,2.766250038E1
3.050871921E1,4.775000095E0,2.085000038E1,2.720000076E1
3.051878608E1,4.474999905E0,2.202499962E1,2.706250000E1
3.052885317E1,5.349999905E0,2.288750076E1,2.646249962E1
3.053891707E1,6.512500286E0,2.332500076E1,2.586250114E1
3.054897739E1,6.962500095E0,2.332500076E1,2.541250038E1
3.055904187E1,6.812500000E0,2.362500000E1,2.480000114E1
3.056910718E1,7.099999905E0,2.508749962E1,2.436250114E1
3.057917129E1,7.375000000E0,2.626250076E1,2.361250114E1
3.058923562E1,7.675000191E0,2.611250114E1,2.222500038E1
3.059929431E1,8.262499809E0,2.641250038E1,2.176250076E1
3.060935624E1,8.112500191E0,2.714999962E1,2.147500038E1
3.061941754E1,8.112500191E0,2.802499962E1,2.008749962E1
3.062947718E1,8.087500572E0,2.847500038E1,2.026250076E1
3.063953983E1,8.537500381E0,2.847500038E1,2.072500038E1
3.064960062E1,9.275000572E0,2.876250076E1,1.996249962E1
3.065966108E1,9.850000381E0,2.876250076E1,1.997500038E1
3.066972546E1,1.073750019E1,2.843750000E1,2.060000038E1
3.067979036E1,1.088749981E1,2.858749962E1,2.106250000E1
3.068985395E1,1.088749981E1,2.858749962E1,2.136250114E1
3.069991332E1,1.175000000E1,2.917500114E1,2.108749962E1
3.070997640E1,1.262500000E1,2.945000076E1,2.046249962E1
3.072004457E1,1.307499981E1,2.872500038E1,2.000000000E1
3.073010827E1,1.411250019E1,2.870000076E1,1.955000114E1
3.074017166E1,1.557499981E1,2.956250000E1,1.958749962E1
3.075023473E1,1.645000076E1,2.896249962E1,1.880000114E1
3.076029577E1,1.705000114E1,2.866250038E1,1.741250038E1
3.077035707E1,1.780000114E1,2.866250038E1,1.632500076E1
3.078042098E1,1.941250038E1,2.835000038E1,1.618750000E1
3.079048416E1,1.970000076E1,2.850000000E1,1.618750000E1
3.080054864E1,2.000000000E1,2.789999962E1,1.617500114E1
3.081061483E1,2.046249962E1,2.671249962E1,1.569999981E1
3.082067916E1,2.089999962E1,2.656250000E1,1.538749981E1
3.083074640E1,2.221249962E1,2.700000000E1,1.478750038E1
3.084081155E1,2.266250038E1,2.700000000E1,1.418750000E1
3.085087838E1,2.237500000E1,2.655000114E1,1.401249981E1
3.086094004E1,2.326250076E1,2.639999962E1,1.325000000E1
3.087100598E1,2.443750000E1,2.580000114E1,1.246250057E1
3.088106838E1,2.458749962E1,2.595000076E1,1.216250038E1
3.089113286E1,2.487500000E1,2.637500000E1,1.202500057E1
3.090119510E1,2.502499962E1,2.622500038E1,1.217500019E1
3.091125838E1,2.532500076E1,2.607500076E1,1.232499981E1
3.092132062E1,2.562500000E1,2.535000038E1,1.247500038E1
3.093138635E1,2.664999962E1,2.547500038E1,1.247500038E1
3.094144405E1,2.650000000E1,2.577499962E1,1.247500038E1
3.095150463E1,2.517500114E1,2.592500114E1,1.277500057E1
3.096156431E1,2.472500038E1,2.637500000E1,1.310000038E1
3.097162447E1,2.472500038E1,2.667500114E1,1.450000000E1
3.098168504E1,2.323750114E1,2.682500076E1,1.603750038E1
3.099174520E1,2.177499962E1,2.700000000E1,1.678750038E1
3.100180989E1,2.132500076E1,2.730000114E1,1.802499962E1
3.101187161E1,1.997500038E1,2.847500038E1,1.960000038E1
3.102193697E1,1.836250114E1,2.922500038E1,2.113750076E1
3.103200082E1,1.718750000E1,2.895000076E1,2.158749962E1
3.104206400E1,1.585000038E1,2.896249962E1,2.266250038E1
3.105212619E1,1.467500019E1,2.941250038E1,2.296249962E1
3.106218775E1,1.333750057E1,3.046249962E1,2.375000000E1
3.107224812E1,1.306250000E1,3.061250114E1,2.406250000E1
3.108230989E1,1.202500057E1,3.033749962E1,2.451250076E1
3.109237051E1,1.085000038E1,3.078750038E1,2.450000000E1
3.110243077E1,9.962500572E0,3.095000076E1,2.496249962E1
3.111249155E1,8.937500000E0,3.095000076E1,2.541250038E1
3.112255056E1,7.599999905E0,3.127499962E1,2.571249962E1
3.113261233E1,5.712500095E0,3.113750076E1,2.539999962E1
3.114267634E1,4.825000286E0,3.116250038E1,2.555000114E1
3.115273822E1,3.950000048E0,3.146249962E1,2.585000038E1
3.116280332E1,3.350000143E0,3.161250114E1,2.600000000E1
3.117287108E1,3.049999952E0,3.191250038E1,2.585000038E1
3.118293822E1,2.612499952E0,3.162500000E1,2.552499962E1
3.119299957E1,2.187500000E0,3.117500114E1,2.536250114E1
3.120306098E1,1.300000072E0,3.192500114E1,2.521249962E1
3.121312749E1,1.137500048E0,3.222500229E1,2.582500076E1
3.122319525E1,1.737500072E0,3.192500114E1,2.614999962E1
3.123325879E1,1.737500072E0,3.177499962E1,2.630000114E1
3.124332603E1,1.287500024E0,3.222500229E1,2.630000114E1
3.125339004E1,1.587499976E0,3.192500114E1,2.706250000E1
3.126345088E1,1.887500048E0,3.132500076E1,2.783749962E1
3.127351338E1,1.287500024E0,3.132500076E1,2.783749962E1
3.128357916E1,1.287500024E0,3.132500076E1,2.798750114E1
3.129364629E1,1.287500024E0,3.089999962E1,2.889999962E1
3.130370978E1,1.149999976E0,3.045000076E1,2.982500076E1
3.131378025E1,1.149999976E0,3.045000076E1,3.013750076E1
3.132384510E1,1.000000000E0,3.001250076E1,3.043750000E1
3.133391114E1,1.149999976E0,2.971249962E1,3.103750038E1
3.134397463E1,1.000000000E0,2.956250000E1,3.181250000E1
3.135403931E1,1.437500000E0,2.956250000E1,3.182500076E1
3.136410176E1,1.887500048E0,2.911250114E1,3.136250114E1
3.137416530E1,1.600000024E0,2.881250000E1,3.227500153E1
3.138422551E1,1.300000072E0,2.823750114E1,3.335000229E1
3.139428791E1,1.300000072E0,2.808749962E1,3.379999924E1
3.140435056E1,1.149999976E0,2.851250076E1,3.443750000E1
3.141441739E1,4.250000119E-1,2.853750038E1,3.473749924E1
3.142447437E1,-2.500000037E-2,2.823750114E1,3.456250000E1
3.143453515E1,-1.749999970E-1,2.825000000E1,3.471250153E1
3.144459957E1,-3.250000179E-1,2.883749962E1,3.488750076E1
3.145466202E1,-4.625000060E-1,2.868750000E1,3.441250229E1
3.146472895E1,-4.625000060E-1,2.825000000E1,3.395000076E1
3.147479082E1,-6.125000119E-1,2.868750000E1,3.395000076E1
3.148485332E1,-1.337499976E0,2.928750038E1,3.350000000E1
3.149492114E1,-1.637500048E0,2.973750114E1,3.396250153E1
3.150498322E1,-1.487500072E0,2.900000000E1,3.441250229E1
3.151504671E1,-1.787500024E0,2.900000000E1,3.425000000E1
3.152511077E1,-2.525000095E0,2.960000038E1,3.471250153E1
3.153517713E1,-2.825000048E0,2.930000114E1,3.548749924E1
3.154524348E1,-3.125000000E0,2.945000076E1,3.595000076E1
3.155531254E1,-2.975000143E0,3.003750038E1,3.579999924E1
3.156537957E1,-2.687500000E0,2.960000038E1,3.595000076E1
3.157544817E1,-2.975000143E0,2.930000114E1,3.610000229E1
3.158551796E1,-2.825000048E0,2.885000038E1,3.640000153E1
3.159558634E1,-1.637500048E0,2.839999962E1,3.718750000E1
3.160565343E1,-3.250000179E-1,2.883749962E1,3.845000076E1
3.161572312E1,-1.749999970E-1,2.838750076E1,3.860000229E1
3.162579088E1,-6.250000000E-1,2.838750076E1,3.751250076E1
3.163585994E1,-6.250000000E-1,2.898750114E1,3.688750076E1
3.164592775E1,2.500000000E-1,2.926250076E1,3.737500000E1
3.165599332E1,2.500000000E-1,2.970000076E1,3.722500229E1
3.166605187E1,2.500000000E-1,2.985000038E1,3.646250153E1
3.167611874E1,4.000000060E-1,3.000000000E1,3.598749924E1
3.168618536E1,8.375000358E-1,3.087500000E1,3.477500153E1
3.169625062E1,2.150000095E0,3.087500000E1,3.354999924E1
3.170631166E1,2.875000000E0,3.173750114E1,3.295000076E1
3.171637582E1,3.025000095E0,3.277500153E1,3.158749962E1
3.172643952E1,3.462500095E0,3.322500229E1,3.066250038E1
