"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
1.463797280E1,2.305000114E1,2.547500038E1,2.993750000E1
1.464804020E1,2.247500038E1,2.592500114E1,3.023750114E1
1.465810786E1,2.086250114E1,2.610000038E1,3.038750076E1
1.466816926E1,1.925000000E1,2.611250114E1,3.021249962E1
1.467823286E1,1.806250000E1,2.656250000E1,3.068750000E1
1.468829499E1,1.686250114E1,2.746249962E1,3.130000114E1
1.469835395E1,1.525000000E1,2.763750076E1,3.237500000E1
1.470841515E1,1.276249981E1,2.780000114E1,3.327500153E1
1.471848010E1,1.040000057E1,2.782500076E1,3.403750229E1
1.472854348E1,9.362500191E0,2.783749962E1,3.463750076E1
1.473860692E1,8.637499809E0,2.783749962E1,3.493750000E1
1.474866926E1,8.050000191E0,2.786250114E1,3.526250076E1
1.475873213E1,6.587500095E0,2.772500038E1,3.586249924E1
1.476879286E1,6.287499905E0,2.787500000E1,3.616250229E1
1.477885780E1,5.837500095E0,2.816250038E1,3.662500000E1
1.478892577E1,4.812500000E0,2.787500000E1,3.707500076E1
1.479899041E1,4.375000000E0,2.802499962E1,3.722500229E1
1.480905103E1,3.924999952E0,2.862500000E1,3.707500076E1
1.481911426E1,3.775000095E0,2.877499962E1,3.646250153E1
1.482917634E1,3.775000095E0,2.877499962E1,3.631250000E1
1.483923983E1,3.200000048E0,2.922500038E1,3.601250076E1
1.484930447E1,2.900000095E0,2.967500114E1,3.586249924E1
1.485937614E1,3.049999952E0,2.967500114E1,3.632500076E1
1.486944249E1,2.600000143E0,3.012500000E1,3.586249924E1
1.487950437E1,2.299999952E0,3.086250114E1,3.541250229E1
1.488957176E1,3.025000095E0,3.116250038E1,3.511249924E1
1.489963900E1,3.475000143E0,3.098750114E1,3.511249924E1
1.490970598E1,3.325000048E0,3.101250076E1,3.463750076E1
1.491977135E1,4.062500000E0,3.113750076E1,3.451250076E1
1.492983635E1,4.787499905E0,3.127499962E1,3.436249924E1
1.493990317E1,4.637500286E0,3.217499924E1,3.452500153E1
1.494996827E1,4.187500000E0,3.320000076E1,3.440000153E1
1.496003551E1,4.487500191E0,3.304999924E1,3.316250229E1
1.497010233E1,4.487500191E0,3.335000229E1,3.268750000E1
1.498016864E1,4.325000286E0,3.378750229E1,3.286249924E1
1.499023176E1,3.737499952E0,3.423749924E1,3.317499924E1
1.500029400E1,2.562500000E0,3.454999924E1,3.301250076E1
1.501035775E1,2.562500000E0,3.454999924E1,3.238750076E1
1.502042457E1,2.712500095E0,3.470000076E1,3.253750229E1
1.503049176E1,2.125000000E0,3.470000076E1,3.192500114E1
1.504055890E1,2.412500143E0,3.470000076E1,3.208750153E1
1.505062530E1,2.712500095E0,3.425000000E1,3.253750229E1
1.506069010E1,2.275000095E0,3.440000153E1,3.268750000E1
1.507075858E1,2.262500048E0,3.454999924E1,3.316250229E1
1.508082786E1,2.562500000E0,3.410000229E1,3.377500153E1
1.509089426E1,2.275000095E0,3.379999924E1,3.454999924E1
1.510096051E1,1.675000072E0,3.352500153E1,3.546250153E1
1.511102551E1,1.675000072E0,3.263750076E1,3.651250076E1
1.512109082E1,1.250000000E0,3.233750153E1,3.681250000E1
1.513115853E1,5.124999881E-1,3.191250038E1,3.696250153E1
1.514122666E1,5.375000238E-1,3.057500076E1,3.786249924E1
1.515129327E1,1.000000015E-1,2.985000038E1,3.846250153E1
1.516136020E1,-3.499999940E-1,2.956250000E1,3.968750000E1
1.517142942E1,-6.500000358E-1,2.971249962E1,4.015000153E1
1.518149999E1,-9.250000119E-1,2.898750114E1,3.983750153E1
1.519156437E1,-9.250000119E-1,2.838750076E1,3.966250229E1
1.520163582E1,-1.075000048E0,2.956250000E1,3.953750229E1
1.521170348E1,-1.524999976E0,2.986250114E1,3.938750076E1
1.522177322E1,-1.812500000E0,2.973750114E1,3.875000000E1
1.523184213E1,-2.112499952E0,2.988750076E1,3.875000000E1
1.524191036E1,-2.837500095E0,2.958749962E1,3.921250153E1
1.525197926E1,-1.962499976E0,2.943750000E1,3.968750000E1
1.526204457E1,-1.962499976E0,2.958749962E1,3.983750153E1
1.527211072E1,-2.412500143E0,2.988750076E1,3.983750153E1
1.528217510E1,-1.962499976E0,2.973750114E1,3.983750153E1
1.529224478E1,-1.375000000E0,2.956250000E1,4.015000153E1
1.530231364E1,-1.225000024E0,2.971249962E1,3.983750153E1
1.531238260E1,-1.075000048E0,3.001250076E1,3.891250229E1
1.532245004E1,-1.100000024E0,3.089999962E1,3.846250153E1
1.533252150E1,-1.524999976E0,3.150000000E1,3.816250229E1
1.534259223E1,-1.225000024E0,3.105000114E1,3.770000076E1
1.535266233E1,-6.500000358E-1,3.105000114E1,3.740000153E1
1.536272536E1,-8.000000119E-1,3.162500000E1,3.710000229E1
1.537279249E1,-6.250000000E-2,3.221250153E1,3.696250153E1
1.538285780E1,8.125000000E-1,3.251250076E1,3.604999924E1
1.539292567E1,1.975000024E0,3.337500000E1,3.467499924E1
1.540299374E1,2.712500095E0,3.468750000E1,3.362500000E1
1.541306254E1,3.137500048E0,3.513750076E1,3.302500153E1
1.542313374E1,4.599999905E0,3.571250153E1,3.133749962E1
1.543319827E1,5.050000191E0,3.672500229E1,2.952499962E1
1.544326556E1,5.912499905E0,3.717499924E1,2.845000076E1
1.545333181E1,7.825000286E0,3.758750153E1,2.755000114E1
1.546339999E1,8.125000000E0,3.758750153E1,2.631250000E1
1.547346952E1,8.725000381E0,3.743750000E1,2.539999962E1
1.548353812E1,9.612500191E0,3.787500000E1,2.447500038E1
1.549361140E1,9.587500572E0,3.817499924E1,2.371249962E1
1.550367562E1,1.032499981E1,3.890000153E1,2.311250114E1
1.551374161E1,1.119999981E1,3.918750000E1,2.251250076E1
1.552381171E1,1.165000057E1,3.888750076E1,2.172500038E1
1.553388358E1,1.268750000E1,3.916250229E1,2.128750038E1
1.554395197E1,1.311250019E1,3.901250076E1,2.067500114E1
1.555402447E1,1.313749981E1,3.888750076E1,1.926250076E1
1.556409192E1,1.431250000E1,3.871250153E1,1.866250038E1
1.557416218E1,1.532499981E1,3.841250229E1,1.896249962E1
1.558423025E1,1.591250038E1,3.915000153E1,1.898750114E1
1.559430228E1,1.636250114E1,3.897500229E1,1.945000076E1
1.560437296E1,1.621249962E1,3.825000000E1,1.960000038E1
1.561444473E1,1.621249962E1,3.840000153E1,2.022500038E1
1.562451504E1,1.666250038E1,3.810000229E1,2.128750038E1
1.563458260E1,1.651250076E1,3.810000229E1,2.161250114E1
1.564465249E1,1.693750000E1,3.822500229E1,2.176250076E1
1.565472286E1,1.738750076E1,3.735000229E1,2.113750076E1
1.566479161E1,1.768750000E1,3.704999924E1,2.052499962E1
1.567486280E1,1.813750076E1,3.720000076E1,2.052499962E1
1.568493228E1,1.812500000E1,3.750000000E1,2.022500038E1
1.569500390E1,1.798750114E1,3.735000229E1,1.975000000E1
1.570507358E1,1.828750038E1,3.720000076E1,1.975000000E1
1.571514541E1,1.887500000E1,3.717499924E1,1.975000000E1
1.572521832E1,1.887500000E1,3.747500229E1,1.992500114E1
1.573529108E1,1.842500114E1,3.735000229E1,2.022500038E1
1.574536020E1,1.887500000E1,3.747500229E1,1.975000000E1
1.575542864E1,1.887500000E1,3.747500229E1,1.975000000E1
1.576550233E1,1.872500038E1,3.704999924E1,2.037500000E1
1.577557442E1,1.857500076E1,3.704999924E1,2.067500114E1
1.578564442E1,1.813750076E1,3.704999924E1,2.035000038E1
1.579571213E1,1.827499962E1,3.750000000E1,1.975000000E1
1.580578442E1,1.783749962E1,3.735000229E1,2.052499962E1
1.581585629E1,1.681250000E1,3.735000229E1,2.082500076E1
1.582592244E1,1.592500019E1,3.751250076E1,1.988750076E1
1.583598879E1,1.490000057E1,3.781250000E1,2.018750000E1
1.584605822E1,1.444999981E1,3.811249924E1,2.097500038E1
1.585612895E1,1.415000057E1,3.856250000E1,2.097500038E1
1.586620072E1,1.341250038E1,3.871250153E1,2.050000000E1
1.587627364E1,1.253750038E1,3.903750229E1,2.003750038E1
1.588634546E1,1.223750019E1,3.933750153E1,1.988750076E1
1.589641525E1,1.194999981E1,3.888750076E1,1.926250076E1
1.590648306E1,1.077500057E1,3.935000229E1,1.864999962E1
1.591655577E1,9.587500572E0,4.025000000E1,1.880000114E1
1.592662765E1,9.162500381E0,4.054999924E1,1.835000038E1
1.593669832E1,8.712500572E0,4.070000076E1,1.787500000E1
1.594676405E1,8.574999809E0,3.982500076E1,1.831250000E1
1.595683332E1,7.974999905E0,4.027500153E1,1.925000000E1
1.596690353E1,7.250000000E0,4.070000076E1,1.971249962E1
1.597697197E1,7.250000000E0,4.027500153E1,1.971249962E1
1.598704562E1,6.950000286E0,3.953750229E1,2.046249962E1
1.599711754E1,6.362500191E0,3.923749924E1,2.185000038E1
1.600718650E1,6.349999905E0,4.012500000E1,2.308749962E1
1.601725681E1,6.062500000E0,4.012500000E1,2.371249962E1
1.602732687E1,5.487500191E0,3.923749924E1,2.416250038E1
1.603739786E1,5.487500191E0,3.866250229E1,2.367500114E1
1.604747010E1,6.212500095E0,3.893750000E1,2.353750038E1
1.605754150E1,7.525000095E0,3.952500153E1,2.356250000E1
1.606761155E1,7.400000095E0,3.922500229E1,2.341250038E1
1.607768510E1,6.950000286E0,3.863750076E1,2.431250000E1
1.608775364E1,7.112500191E0,3.791250229E1,2.413750076E1
1.609782916E1,7.849999905E0,3.761249924E1,2.398750114E1
1.610789843E1,8.125000000E0,3.862500000E1,2.386250114E1
1.611797015E1,8.562500000E0,3.907500076E1,2.341250038E1
1.612804098E1,9.462500572E0,3.832500076E1,2.217500114E1
1.613811296E1,9.612500191E0,3.817499924E1,2.123750114E1
1.614818478E1,9.912500381E0,3.832500076E1,2.031250000E1
1.615825676E1,1.048750019E1,3.787500000E1,1.922500038E1
1.616832926E1,1.108750057E1,3.845000076E1,1.816250038E1
1.617840270E1,1.108750057E1,3.860000229E1,1.677499962E1
1.618847317E1,1.123750019E1,3.847500229E1,1.553750038E1
1.619854343E1,1.108750057E1,3.920000076E1,1.431250000E1
1.620861520E1,1.153750038E1,3.904999924E1,1.322500038E1
1.621868239E1,1.212500000E1,3.875000000E1,1.183750057E1
1.622875452E1,1.257499981E1,3.860000229E1,1.122500038E1
1.623882108E1,1.315000057E1,3.875000000E1,1.060000038E1
1.624888817E1,1.317500019E1,3.860000229E1,9.837500572E0
1.625895515E1,1.288749981E1,3.802500153E1,8.900000572E0
1.626902108E1,1.273750019E1,3.847500229E1,8.574999809E0
1.627909046E1,1.302500057E1,3.860000229E1,9.362500191E0
1.628915702E1,1.288749981E1,3.772500229E1,9.962500572E0
1.629922384E1,1.243750000E1,3.802500153E1,1.058750057E1
1.630928931E1,1.213749981E1,3.875000000E1,1.137500000E1
1.631935483E1,1.197500038E1,3.890000153E1,1.213749981E1
1.632942192E1,1.138749981E1,3.920000076E1,1.276249981E1
1.633949036E1,1.036250019E1,3.922500229E1,1.261250019E1
1.634955890E1,1.022500038E1,3.892499924E1,1.212500000E1
1.635962879E1,1.051249981E1,3.907500076E1,1.167500019E1
1.636969926E1,1.096250057E1,3.892499924E1,1.197500038E1
1.637977369E1,1.036250019E1,3.907500076E1,1.243750000E1
1.638984478E1,9.475000381E0,3.952500153E1,1.213749981E1
1.639991457E1,9.050000191E0,3.952500153E1,1.243750000E1
1.640998494E1,8.449999809E0,3.953750229E1,1.382499981E1
1.642005468E1,8.300000191E0,3.953750229E1,1.460000038E1
1.643012416E1,7.562500000E0,3.923749924E1,1.551249981E1
1.644019275E1,6.687500000E0,3.926250076E1,1.628750038E1
1.645025791E1,6.387500286E0,3.953750229E1,1.752499962E1
1.646032390E1,5.787499905E0,3.926250076E1,1.858749962E1
1.647038983E1,5.200000286E0,3.867499924E1,1.918750000E1
1.648045749E1,4.925000191E0,3.852500153E1,2.027499962E1
1.649052431E1,4.775000095E0,3.837500000E1,2.135000038E1
1.650058671E1,4.599999905E0,3.837500000E1,2.289999962E1
1.651065515E1,4.175000191E0,3.779999924E1,2.364999962E1
1.652072317E1,3.887500048E0,3.706250000E1,2.410000038E1
1.653078942E1,4.175000191E0,3.720000076E1,2.395000076E1
1.654085697E1,3.437500000E0,3.795000076E1,2.303750038E1
1.655092119E1,2.987499952E0,3.854999924E1,2.241250038E1
1.656098817E1,4.025000095E0,3.852500153E1,2.196249962E1
1.657105468E1,4.474999905E0,3.779999924E1,2.150000000E1
1.658112197E1,4.775000095E0,3.765000153E1,2.150000000E1
1.659118645E1,4.900000095E0,3.837500000E1,2.105000114E1
1.660125338E1,4.750000000E0,3.897500229E1,2.057500076E1
1.661131895E1,5.200000286E0,3.896250153E1,2.027499962E1
1.662138832E1,6.387500286E0,3.822500229E1,1.936250114E1
1.663145218E1,6.537499905E0,3.792499924E1,1.888750076E1
1.664151551E1,7.112500191E0,3.866250229E1,1.858749962E1
1.665158134E1,8.150000572E0,3.878750229E1,1.798750114E1
1.666164791E1,7.849999905E0,3.893750000E1,1.720000076E1
1.667171410E1,7.862500191E0,3.851250076E1,1.705000114E1
1.668178124E1,8.900000572E0,3.848749924E1,1.628750038E1
1.669184697E1,1.036250019E1,3.832500076E1,1.536250019E1
1.670191608E1,1.168750000E1,3.802500153E1,1.430000019E1
1.671198520E1,1.287500000E1,3.800000000E1,1.430000019E1
1.672205207E1,1.418750000E1,3.813750076E1,1.322500038E1
1.673211994E1,1.506250000E1,3.798749924E1,1.201249981E1
1.674218567E1,1.611250114E1,3.708750153E1,1.122500038E1
1.675225181E1,1.760000038E1,3.618750000E1,1.075000000E1
1.676231916E1,1.948750114E1,3.601250076E1,1.060000038E1
1.677238410E1,2.067500114E1,3.660000229E1,1.032499981E1
1.678244707E1,2.228750038E1,3.615000153E1,9.875000000E0
1.679251176E1,2.346249962E1,3.540000153E1,9.400000572E0
1.680257874E1,2.376250076E1,3.495000076E1,8.762499809E0
1.681264567E1,2.495000076E1,3.435000229E1,8.150000572E0
1.682271416E1,2.612500000E1,3.432500076E1,7.849999905E0
1.683277853E1,2.716250038E1,3.417499924E1,8.012499809E0
1.684284233E1,2.758749962E1,3.401250076E1,8.787500381E0
1.685291015E1,2.758749962E1,3.387500000E1,8.637499809E0
1.686297770E1,2.833749962E1,3.327500153E1,8.312500000E0
1.687304478E1,2.937500000E1,3.326250076E1,8.787500381E0
1.688311249E1,2.980000114E1,3.353750229E1,9.574999809E0
1.689317864E1,2.995000076E1,3.353750229E1,9.425000191E0
1.690324760E1,3.053750038E1,3.311249924E1,8.637499809E0
1.691331270E1,3.098750114E1,3.281250000E1,8.337500572E0
1.692338041E1,3.098750114E1,3.293750000E1,7.712500095E0
1.693344421E1,3.098750114E1,3.323749924E1,6.800000191E0
1.694351145E1,3.128750038E1,3.338750076E1,5.875000000E0
1.695357681E1,3.143750000E1,3.293750000E1,6.025000095E0
1.696364301E1,3.070000076E1,3.296250153E1,5.237500191E0
1.697371036E1,3.068750000E1,3.413750076E1,5.262500286E0
1.698377749E1,3.111250114E1,3.457500076E1,6.050000191E0
1.699384853E1,3.111250114E1,3.457500076E1,6.050000191E0
1.700391603E1,3.083749962E1,3.413750076E1,6.200000286E0
1.701398640E1,3.098750114E1,3.383750153E1,7.262500286E0
1.702405114E1,3.081250000E1,3.457500076E1,7.900000095E0
1.703411832E1,3.081250000E1,3.487500000E1,8.525000572E0
1.704418608E1,3.081250000E1,3.472500229E1,8.837500572E0
1.705425952E1,3.036250114E1,3.529999924E1,9.462500572E0
1.706432634E1,2.948750114E1,3.562500000E1,9.762499809E0
1.707439390E1,2.860000038E1,3.562500000E1,9.912500381E0
1.708446332E1,2.918750000E1,3.562500000E1,1.085000038E1
1.709453176E1,3.006250000E1,3.590000153E1,1.225000000E1
1.710459702E1,2.858749962E1,3.708750153E1,1.210000038E1
1.711466858E1,2.725000000E1,3.740000153E1,1.225000000E1
1.712473515E1,2.725000000E1,3.783750153E1,1.288749981E1
1.713480390E1,2.664999962E1,3.828750229E1,1.303750038E1
1.714487098E1,2.650000000E1,3.858750153E1,1.303750038E1
1.715493744E1,2.607500076E1,3.843750000E1,1.396250057E1
1.716500114E1,2.533749962E1,3.845000076E1,1.442500019E1
1.717506660E1,2.577499962E1,3.858750153E1,1.457499981E1
1.718512650E1,2.562500000E1,3.873749924E1,1.519999981E1
1.719519374E1,2.620000076E1,3.901250076E1,1.598750019E1
1.720525838E1,2.678750038E1,3.856250000E1,1.692500114E1
1.721532806E1,2.664999962E1,3.813750076E1,1.767500114E1
1.722539239E1,2.796249962E1,3.781250000E1,1.846249962E1
1.723546166E1,2.900000000E1,3.751250076E1,1.937500000E1
1.724552791E1,2.914999962E1,3.691250229E1,2.014999962E1
1.725559671E1,3.002499962E1,3.616250229E1,2.030000114E1
1.726566197E1,3.032500076E1,3.646250153E1,2.061250114E1
1.727572447E1,3.046249962E1,3.675000000E1,2.139999962E1
1.728578775E1,3.163750076E1,3.687500000E1,2.125000000E1
1.729585457E1,3.177499962E1,3.717499924E1,2.018750000E1
1.730592249E1,3.163750076E1,3.702500153E1,2.016250038E1
1.731598957E1,3.207500076E1,3.732500076E1,1.971249962E1
1.732605900E1,3.237500000E1,3.717499924E1,1.864999962E1
1.733612796E1,3.237500000E1,3.762500000E1,1.756250000E1
1.734619489E1,3.267499924E1,3.791250229E1,1.648750114E1
1.735626124E1,3.267499924E1,3.806250000E1,1.540000057E1
1.736633343E1,3.282500076E1,3.851250076E1,1.465000057E1
1.737639957E1,3.310000229E1,3.851250076E1,1.341250038E1
1.738646520E1,3.310000229E1,3.851250076E1,1.341250038E1
1.739653015E1,3.340000153E1,3.836249924E1,1.280000019E1
1.740659869E1,3.370000076E1,3.821250153E1,1.186250019E1
1.741666754E1,3.385000229E1,3.791250229E1,1.138749981E1
1.742673338E1,3.357500076E1,3.821250153E1,1.015000057E1
1.743679905E1,3.372500229E1,3.836249924E1,9.699999809E0
1.744686619E1,3.400000000E1,3.791250229E1,9.850000381E0
1.745693426E1,3.415000153E1,3.791250229E1,9.537500381E0
1.746700416E1,3.488750076E1,3.821250153E1,9.550000191E0
1.747707088E1,3.445000076E1,3.851250076E1,9.400000572E0
1.748713681E1,3.415000153E1,3.806250000E1,8.937500000E0
1.749720431E1,3.447500229E1,3.702500153E1,8.912500381E0
1.750727056E1,3.429999924E1,3.791250229E1,9.237500191E0
1.751733150E1,3.370000076E1,3.893750000E1,1.096250057E1
1.752739660E1,3.370000076E1,3.836249924E1,1.217500019E1
1.753746478E1,3.342499924E1,3.821250153E1,1.201249981E1
1.754753015E1,3.252500153E1,3.866250229E1,1.341250038E1
1.755760103E1,3.177499962E1,3.911249924E1,1.480000019E1
1.756766744E1,3.103750038E1,3.911249924E1,1.510000038E1
1.757773926E1,3.091250038E1,3.867499924E1,1.555000019E1
1.758780603E1,3.016250038E1,3.867499924E1,1.617500114E1
1.759786957E1,2.941250038E1,4.001250076E1,1.633749962E1
1.760793411E1,2.941250038E1,4.076250076E1,1.636250114E1
1.761799567E1,2.926250076E1,4.118750000E1,1.667500114E1
1.762806062E1,2.881250000E1,4.118750000E1,1.712500000E1
1.763812629E1,2.792500114E1,4.121250153E1,1.745000076E1
1.764818707E1,2.764999962E1,4.136249924E1,1.775000000E1
1.765825072E1,2.747500038E1,4.193750000E1,1.806250000E1
1.766831660E1,2.702499962E1,4.223749924E1,1.914999962E1
1.767837952E1,2.645000076E1,4.181250000E1,2.052499962E1
1.768844858E1,2.556250000E1,4.211249924E1,2.037500000E1
1.769851713E1,2.511250114E1,4.182500076E1,2.206250000E1
1.770858260E1,2.511250114E1,4.196250153E1,2.391250038E1
1.771865150E1,2.511250114E1,4.196250153E1,2.485000038E1
1.772871457E1,2.539999962E1,4.196250153E1,2.593750000E1
1.773878202E1,2.436250114E1,4.241250229E1,2.747500038E1
1.774884624E1,2.391250038E1,4.211249924E1,2.839999962E1
1.775891280E1,2.348750114E1,4.167499924E1,2.885000038E1
1.776898098E1,2.260000038E1,4.167499924E1,3.085000038E1
1.777904911E1,2.230000114E1,4.227500153E1,3.226250076E1
1.778911786E1,2.185000038E1,4.197500229E1,3.241250229E1
1.779918801E1,2.127499962E1,4.140000153E1,3.222500229E1
1.780925723E1,2.068750000E1,4.170000076E1,3.316250229E1
1.781932770E1,2.127499962E1,4.197500229E1,3.271250153E1
1.782939525E1,2.142500114E1,4.212500000E1,3.162500000E1
1.783946541E1,2.185000038E1,4.197500229E1,3.132500076E1
1.784953457E1,2.273750114E1,4.256250000E1,3.039999962E1
1.785960473E1,2.348750114E1,4.226250076E1,2.901250076E1
1.786967249E1,2.466250038E1,4.166250229E1,2.777499962E1
1.787973864E1,2.597500038E1,4.223749924E1,2.687500000E1
1.788980499E1,2.746249962E1,4.192499924E1,2.687500000E1
1.789987077E1,2.863750076E1,4.087500000E1,2.780000114E1
1.790993869E1,2.922500038E1,4.072500229E1,2.858749962E1
1.792000801E1,2.995000076E1,3.997500229E1,2.918750000E1
1.793007676E1,3.085000038E1,3.878750229E1,2.948750114E1
1.794014515E1,3.188750076E1,3.862500000E1,3.025000000E1
1.795020874E1,3.261249924E1,3.847500229E1,3.118750000E1
1.796027135E1,3.291250229E1,3.802500153E1,3.148750114E1
1.797033937E1,3.291250229E1,3.713750076E1,3.117500114E1
1.798040780E1,3.365000153E1,3.638750076E1,3.193750000E1
1.799047489E1,3.454999924E1,3.548749924E1,3.268750000E1
1.800054364E1,3.454999924E1,3.593750000E1,3.256250000E1
1.801060697E1,3.467499924E1,3.593750000E1,3.256250000E1
1.802066895E1,3.381250000E1,3.536249924E1,3.298749924E1
1.803073489E1,3.381250000E1,3.536249924E1,3.346250153E1
1.804080108E1,3.497500229E1,3.563750076E1,3.362500000E1
1.805086713E1,3.512500000E1,3.563750076E1,3.301250076E1
1.806093410E1,3.616250229E1,3.547500229E1,3.302500153E1
1.807099832E1,3.643750000E1,3.562500000E1,3.287500000E1
1.808106041E1,3.658750153E1,3.562500000E1,3.211249924E1
1.809112494E1,3.691250229E1,3.458750153E1,3.223749924E1
1.810118957E1,3.688750076E1,3.473749924E1,3.286249924E1
1.811124791E1,3.673749924E1,3.517499924E1,3.365000153E1
1.812131213E1,3.658750153E1,3.517499924E1,3.395000076E1
1.813138119E1,3.703750229E1,3.532500076E1,3.350000000E1
1.814144963E1,3.643750000E1,3.502500153E1,3.425000000E1
1.815151655E1,3.631250000E1,3.488750076E1,3.501250076E1
1.816157869E1,3.616250229E1,3.488750076E1,3.533750153E1
1.817164411E1,3.616250229E1,3.487500000E1,3.595000076E1
1.818170963E1,3.673749924E1,3.472500229E1,3.672500229E1
1.819177369E1,3.631250000E1,3.398749924E1,3.702500153E1
1.820183437E1,3.556250000E1,3.413750076E1,3.717499924E1
1.821189442E1,3.512500000E1,3.488750076E1,3.702500153E1
1.822195687E1,3.452500153E1,3.488750076E1,3.778750229E1
1.823202317E1,3.379999924E1,3.518750000E1,3.932500076E1
1.824208937E1,3.335000229E1,3.533750153E1,4.011249924E1
1.825215244E1,3.216250229E1,3.521250153E1,4.040000153E1
1.826221791E1,3.128750038E1,3.551250076E1,4.010000229E1
1.827228530E1,3.083749962E1,3.611249924E1,4.010000229E1
1.828235322E1,2.937500000E1,3.671250153E1,4.041250229E1
1.829241671E1,2.833749962E1,3.702500153E1,4.040000153E1
1.830248197E1,2.773750114E1,3.747500229E1,4.071250153E1
1.831254567E1,2.686250114E1,3.777500153E1,4.103750229E1
1.832260994E1,2.627499962E1,3.762500000E1,4.163750076E1
1.833267473E1,2.567500114E1,3.779999924E1,4.148749924E1
1.834273869E1,2.495000076E1,3.837500000E1,4.163750076E1
1.835280562E1,2.522500038E1,3.822500229E1,4.195000076E1
1.836287135E1,2.522500038E1,3.822500229E1,4.225000000E1
1.837293681E1,2.435000038E1,3.795000076E1,4.332500076E1
1.838300384E1,2.421249962E1,3.750000000E1,4.438750076E1
1.839306895E1,2.421249962E1,3.736249924E1,4.501250076E1
1.840312890E1,2.361250114E1,3.721250153E1,4.592499924E1
1.841319364E1,2.303750038E1,3.678750229E1,4.700000000E1
1.842326072E1,2.260000038E1,3.618750000E1,4.776250076E1
1.843332895E1,2.260000038E1,3.603750229E1,4.821250153E1
1.844339666E1,2.333749962E1,3.573749924E1,4.853750229E1
1.845345905E1,2.436250114E1,3.558750153E1,4.868750000E1
1.846352260E1,2.495000076E1,3.513750076E1,4.838750076E1
1.847358739E1,2.466250038E1,3.395000076E1,4.866250229E1
1.848365395E1,2.496249962E1,3.365000153E1,4.913750076E1
1.849372129E1,2.555000114E1,3.408750153E1,4.992499924E1
1.850378744E1,2.481250000E1,3.395000076E1,5.022500229E1
1.851385030E1,2.363750076E1,3.410000229E1,5.004999924E1
1.852391327E1,2.363750076E1,3.440000153E1,5.004999924E1
1.853397702E1,2.363750076E1,3.454999924E1,5.004999924E1
1.854404155E1,2.348750114E1,3.470000076E1,4.913750076E1
1.855409968E1,2.363750076E1,3.500000000E1,4.806250000E1
1.856416384E1,2.436250114E1,3.528750229E1,4.745000076E1
1.857423223E1,2.406250000E1,3.618750000E1,4.670000076E1
1.858429963E1,2.405000114E1,3.750000000E1,4.671250153E1
1.859436770E1,2.376250076E1,3.810000229E1,4.579999924E1
1.860443364E1,2.288750076E1,3.840000153E1,4.393750000E1
1.861450254E1,2.243750000E1,3.900000000E1,4.302500153E1
1.862456775E1,2.213750076E1,3.990000153E1,4.242499924E1
1.863463546E1,2.256250000E1,4.077500153E1,4.167499924E1
1.864470291E1,2.314999962E1,4.166250229E1,4.028750229E1
1.865477442E1,2.330000114E1,4.208750153E1,3.953750229E1
1.866483822E1,2.360000038E1,4.267499924E1,3.876250076E1
1.867490692E1,2.330000114E1,4.298749924E1,3.770000076E1
1.868497572E1,2.330000114E1,4.298749924E1,3.676250076E1
1.869504452E1,2.360000038E1,4.312500000E1,3.631250000E1
1.870511223E1,2.271249962E1,4.313750076E1,3.676250076E1
1.871517770E1,2.211250114E1,4.343750000E1,3.785000229E1
1.872524041E1,2.166250038E1,4.313750076E1,3.968750000E1
1.873530858E1,2.050000000E1,4.316250229E1,4.060000229E1
1.874537213E1,1.917500114E1,4.331250000E1,4.168750000E1
1.875543520E1,1.768750000E1,4.317499924E1,4.352500153E1
1.876549957E1,1.666250038E1,4.320000076E1,4.506250000E1
1.877556296E1,1.550000000E1,4.246250153E1,4.673749924E1
1.878562598E1,1.418750000E1,4.129999924E1,4.808750153E1
1.879569062E1,1.315000057E1,4.100000000E1,4.947500229E1
1.880575416E1,1.212500000E1,4.042499924E1,5.098749924E1
1.881581817E1,1.096250057E1,3.941250229E1,5.251250076E1
1.882587812E1,1.037500000E1,3.822500229E1,5.417499924E1
1.883594176E1,1.037500000E1,3.704999924E1,5.601250076E1
1.884600489E1,1.052500057E1,3.543750000E1,5.753750229E1
1.885607213E1,1.069999981E1,3.365000153E1,5.828750229E1
1.886613421E1,1.100000000E1,3.320000076E1,5.765000153E1
1.887619655E1,1.157499981E1,3.453750229E1,5.660000229E1
1.888625843E1,1.273750019E1,3.554999924E1,5.586249924E1
1.889632124E1,1.347500038E1,3.582500076E1,5.556250000E1
1.890637900E1,1.273750019E1,3.600000000E1,5.586249924E1
1.891644275E1,1.171250057E1,3.526250076E1,5.600000000E1
1.892650640E1,9.812500000E0,3.470000076E1,5.627500153E1
1.893657134E1,9.237500191E0,3.425000000E1,5.781250000E1
1.894663707E1,9.362500191E0,3.410000229E1,5.811249924E1
1.895670275E1,9.237500191E0,3.440000153E1,5.750000000E1
1.896676963E1,9.650000572E0,3.543750000E1,5.736249924E1
1.897683635E1,9.500000000E0,3.631250000E1,5.738750076E1
1.898689983E1,8.612500191E0,3.603750229E1,5.691250229E1
1.899696244E1,8.487500191E0,3.560000229E1,5.582500076E1
1.900702848E1,8.187500000E0,3.560000229E1,5.627500153E1
